segment_id,booking_id,flight_number,origin_airport,destination_airport,scheduled_departure,actual_departure,status
7542,BKG00001944,GA866,PLM,NRT,2024-09-11 11:12:29,2024-09-11 11:56:29,Flown
7543,BKG00001646,GA829,NRT,MDC,2024-08-30 03:55:07,2024-08-30 06:37:07,Flown
7544,BKG00012929,GA314,DPS,HKG,2025-04-01 00:38:17,2025-04-01 03:02:17,Flown
7545,BKG00004912,GA866,NRT,MDC,2023-12-23 02:39:10,2023-12-23 04:58:10,Flown
7546,BKG00013497,GA907,HKG,KUL,2024-12-21 23:14:27,2024-12-21 23:13:27,Flown
7547,BKG00007170,GA217,BDO,CGK,2025-03-31 13:33:40,2025-03-31 15:12:40,Flown
7548,BKG00003443,GA493,PLM,NRT,2024-10-13 15:25:14,2024-10-13 16:58:14,Flown
7549,BKG00008622,GA780,BDO,SIN,2024-03-18 00:59:39,2024-03-18 03:01:39,Flown
7550,BKG00010337,GA973,SUB,CGK,2023-12-19 11:12:24,2023-12-19 13:30:24,Cancelled
7551,BKG00012710,GA310,LHR,BKK,2026-05-21 08:37:40,2026-05-21 10:32:40,Flown
7552,BKG00000778,GA383,HKG,DPS,2023-07-13 22:46:45,2023-07-14 01:14:45,Flown
7553,BKG00003458,GA230,DXB,BDO,2024-04-28 20:30:51,2024-04-28 22:26:51,Flown
7554,BKG00000961,GA467,HKG,PLM,2025-08-04 08:51:23,2025-08-04 09:31:23,Flown
7555,BKG00007253,GA251,HKG,BDO,2024-08-03 15:57:14,2024-08-03 18:18:14,Flown
7556,BKG00000398,GA694,DXB,MDC,2024-04-24 14:04:28,2024-04-24 15:56:28,Flown
7557,BKG00010880,GA765,UPG,BDO,2026-03-24 07:38:15,2026-03-24 08:08:15,Flown
7558,BKG00014664,GA316,UPG,PLM,2024-11-08 15:40:48,2024-11-08 17:48:48,Flown
7559,BKG00000120,GA395,HKG,LHR,2024-07-14 11:00:55,2024-07-14 12:39:55,Flown
7560,BKG00010228,GA211,SYD,HKG,2023-06-24 22:56:04,2023-06-24 22:56:04,Flown
7561,BKG00002807,GA997,CGK,KUL,2025-10-19 14:00:37,2025-10-19 15:48:37,Flown
7562,BKG00008279,GA567,DPS,HKG,2025-04-09 18:54:51,2025-04-09 19:21:51,Flown
7563,BKG00003812,GA915,DXB,UPG,2024-07-22 01:34:28,2024-07-22 02:55:28,Flown
7564,BKG00014690,GA810,SYD,HKG,2024-05-24 15:04:53,2024-05-24 15:31:53,Flown
7565,BKG00014787,GA655,LHR,DXB,2024-08-09 06:21:00,2024-08-09 07:28:00,Flown
7566,BKG00001011,GA242,HKG,SYD,2024-09-08 09:08:41,2024-09-08 11:09:41,Flown
7567,BKG00009539,GA810,SIN,PLM,2023-10-11 02:22:13,2023-10-11 04:51:13,Flown
7568,BKG00009876,GA588,KUL,HKG,2025-05-09 16:33:49,2025-05-09 17:12:49,Flown
7569,BKG00008780,GA712,SUB,LHR,2025-09-19 10:12:21,2025-09-19 10:09:21,Flown
7570,BKG00002783,GA659,UPG,SUB,2025-07-20 06:33:17,2025-07-20 08:21:17,Flown
7571,BKG00006052,GA193,KUL,BDO,2026-02-27 10:40:51,2026-02-27 13:25:51,Cancelled
7572,BKG00005362,GA335,BKK,BDO,2023-06-17 03:20:20,2023-06-17 05:57:20,Flown
7573,BKG00003326,GA383,LHR,UPG,2023-08-08 03:39:33,2023-08-08 04:57:33,Flown
7574,BKG00012134,GA474,MDC,DXB,2025-06-17 11:05:34,2025-06-17 13:09:34,Flown
7575,BKG00001264,GA831,UPG,SIN,2023-09-11 13:47:02,2023-09-11 14:08:02,Flown
7576,BKG00009745,GA834,NRT,BDO,2025-12-27 08:30:28,2025-12-27 09:48:28,Flown
7577,BKG00004608,GA289,BKK,SYD,2024-03-06 00:21:27,2024-03-06 03:13:27,Flown
7578,BKG00001709,GA351,NRT,MDC,2023-09-11 05:22:45,2023-09-11 06:22:45,Flown
7579,BKG00014912,GA268,DPS,SIN,2023-06-29 02:39:54,2023-06-29 05:25:54,Flown
7580,BKG00012187,GA317,NRT,KUL,2025-04-25 23:36:01,2025-04-26 02:00:01,Flown
7581,BKG00006757,GA430,SUB,HKG,2023-10-31 16:54:04,2023-10-31 18:13:04,Flown
7582,BKG00000116,GA331,BDO,SYD,2024-06-21 04:20:22,2024-06-21 05:54:22,Flown
7583,BKG00008076,GA297,PLM,SUB,2026-01-14 22:31:08,2026-01-15 01:00:08,Flown
7584,BKG00001054,GA590,BKK,PLM,2023-09-21 05:09:43,2023-09-21 06:05:43,Cancelled
7585,BKG00010257,GA850,SYD,PLM,2025-09-15 06:25:54,2025-09-15 09:03:54,Flown
7586,BKG00007359,GA708,SIN,CGK,2024-01-13 03:32:30,2024-01-13 05:25:30,Flown
7587,BKG00000817,GA294,SUB,MDC,2024-04-11 00:45:54,2024-04-11 00:35:54,Flown
7588,BKG00006235,GA485,DXB,KUL,2025-08-31 21:21:26,2025-08-31 23:58:26,Flown
7589,BKG00006752,GA887,CGK,MDC,2025-02-26 23:59:36,2025-02-27 00:09:36,Flown
7590,BKG00009224,GA166,KUL,SIN,2026-03-12 18:35:39,2026-03-12 18:32:39,Diverted
7591,BKG00006841,GA816,DPS,SYD,2023-07-26 04:06:48,2023-07-26 05:47:48,Flown
7592,BKG00009069,GA239,DXB,SIN,2024-07-07 03:58:10,2024-07-07 04:43:10,Flown
7593,BKG00001576,GA318,SIN,HKG,2024-01-21 20:57:27,2024-01-21 22:52:27,Flown
7594,BKG00010371,GA593,CGK,LHR,2026-04-17 07:45:20,2026-04-17 08:15:20,Flown
7595,BKG00014329,GA323,BDO,SUB,2023-08-21 23:43:58,2023-08-22 00:28:58,Flown
7596,BKG00008900,GA600,BKK,CGK,2023-09-10 20:17:15,2023-09-10 20:30:15,Cancelled
7597,BKG00004024,GA609,MDC,LHR,2025-10-28 20:21:36,2025-10-28 21:58:36,Flown
7598,BKG00002634,GA148,DPS,KUL,2023-08-16 13:14:02,2023-08-16 14:20:02,Flown
7599,BKG00002925,GA204,PLM,CGK,2023-06-30 06:25:37,2023-06-30 06:24:37,Flown
7600,BKG00004918,GA944,DXB,DPS,2025-03-01 10:32:24,2025-03-01 13:16:24,Diverted
7601,BKG00004442,GA761,PLM,NRT,2025-12-27 05:59:28,2025-12-27 07:01:28,Flown
7602,BKG00008808,GA260,PLM,DXB,2024-10-09 03:33:57,2024-10-09 05:36:57,Flown
7603,BKG00003226,GA748,BKK,MDC,2024-09-06 08:14:38,2024-09-06 08:37:38,Flown
7604,BKG00011572,GA408,HKG,UPG,2025-07-01 14:08:09,2025-07-01 16:16:09,Flown
7605,BKG00001848,GA483,SIN,SYD,2024-05-24 23:42:31,2024-05-25 00:39:31,Flown
7606,BKG00001579,GA406,CGK,LHR,2025-12-07 12:55:04,2025-12-07 13:38:04,Flown
7607,BKG00012216,GA635,UPG,NRT,2024-09-12 15:33:15,2024-09-12 17:35:15,Flown
7608,BKG00004987,GA601,PLM,SUB,2023-08-26 04:27:27,2023-08-26 06:17:27,Flown
7609,BKG00012845,GA534,MDC,SYD,2025-01-05 08:01:48,2025-01-05 09:32:48,Flown
7610,BKG00013234,GA314,SIN,SUB,2023-10-09 02:57:01,2023-10-09 04:58:01,Cancelled
7611,BKG00008677,GA461,UPG,HKG,2025-03-29 20:15:24,2025-03-29 22:41:24,Flown
7612,BKG00005810,GA475,UPG,KUL,2024-09-04 08:38:19,2024-09-04 09:07:19,Flown
7613,BKG00005177,GA800,LHR,NRT,2025-08-13 06:29:42,2025-08-13 08:07:42,Flown
7614,BKG00005145,GA500,LHR,HKG,2023-11-15 14:59:59,2023-11-15 16:23:59,Flown
7615,BKG00003105,GA306,BDO,HKG,2025-07-29 02:05:27,2025-07-29 02:40:27,Flown
7616,BKG00005243,GA210,BKK,SYD,2025-07-25 19:02:43,2025-07-25 19:27:43,Flown
7617,BKG00014205,GA333,SYD,BKK,2025-11-17 22:57:59,2025-11-17 23:18:59,Flown
7618,BKG00008888,GA331,LHR,CGK,2025-07-12 17:32:30,2025-07-12 19:08:30,Flown
7619,BKG00009738,GA243,LHR,HKG,2025-05-05 17:46:19,2025-05-05 18:22:19,Cancelled
7620,BKG00004187,GA935,BDO,CGK,2024-07-23 16:37:55,2024-07-23 17:28:55,Flown
7621,BKG00000601,GA611,DXB,BDO,2024-05-09 13:24:41,2024-05-09 15:51:41,Flown
7622,BKG00001419,GA464,LHR,PLM,2023-11-02 01:13:30,2023-11-02 03:02:30,Flown
7623,BKG00013000,GA959,DPS,DXB,2024-09-22 11:37:46,2024-09-22 13:00:46,Flown
7624,BKG00006302,GA286,SYD,KUL,2025-05-27 01:10:49,2025-05-27 04:07:49,Flown
7625,BKG00000244,GA617,SIN,DXB,2025-04-30 20:42:48,2025-04-30 20:41:48,Flown
7626,BKG00003182,GA855,SYD,KUL,2026-03-16 09:57:33,2026-03-16 10:04:33,Flown
7627,BKG00013811,GA212,BKK,SUB,2026-02-10 13:38:18,2026-02-10 13:52:18,Flown
7628,BKG00002928,GA757,SYD,KUL,2024-01-28 05:48:19,2024-01-28 08:35:19,Flown
7629,BKG00004979,GA162,BKK,KUL,2024-04-05 00:19:05,2024-04-05 03:12:05,Flown
7630,BKG00003838,GA386,KUL,DPS,2025-09-30 03:45:49,2025-09-30 05:40:49,Flown
7631,BKG00006299,GA463,BKK,HKG,2024-12-03 03:41:13,2024-12-03 05:44:13,Flown
7632,BKG00012235,GA850,KUL,HKG,2023-12-29 00:44:37,2023-12-29 02:50:37,Flown
7633,BKG00000950,GA660,BKK,DPS,2023-10-01 01:44:52,2023-10-01 04:26:52,Flown
7634,BKG00012469,GA425,SYD,DPS,2024-03-29 02:43:20,2024-03-29 03:41:20,Flown
7635,BKG00014973,GA292,DXB,SYD,2024-02-23 03:08:55,2024-02-23 03:01:55,Flown
7636,BKG00013564,GA145,PLM,LHR,2025-12-14 23:09:30,2025-12-14 23:59:30,Flown
7637,BKG00003401,GA454,NRT,DXB,2023-09-10 23:50:36,2023-09-11 00:40:36,Flown
7638,BKG00007441,GA740,BKK,KUL,2023-07-23 10:44:46,2023-07-23 11:56:46,Flown
7639,BKG00012045,GA280,SUB,MDC,2025-02-11 14:07:15,2025-02-11 17:00:15,Flown
7640,BKG00008100,GA529,BDO,DXB,2025-02-04 23:03:18,2025-02-04 23:44:18,Flown
7641,BKG00008558,GA246,DXB,KUL,2026-01-03 23:07:04,2026-01-04 00:16:04,Cancelled
7642,BKG00004272,GA979,KUL,DPS,2025-12-03 18:19:04,2025-12-03 21:01:04,Flown
7643,BKG00014075,GA234,CGK,SYD,2024-09-04 14:18:31,2024-09-04 15:17:31,Flown
7644,BKG00000641,GA189,SIN,SUB,2025-06-01 20:16:05,2025-06-01 22:51:05,No-Show
7645,BKG00003632,GA327,HKG,BDO,2024-10-25 07:44:04,2024-10-25 09:21:04,Flown
7646,BKG00010348,GA892,KUL,SYD,2026-01-15 01:22:13,2026-01-15 01:22:13,Flown
7647,BKG00006252,GA759,NRT,HKG,2024-06-08 04:26:45,2024-06-08 06:23:45,Flown
7648,BKG00002832,GA249,BKK,MDC,2025-04-27 05:50:30,2025-04-27 08:29:30,Flown
7649,BKG00000540,GA781,SYD,MDC,2025-05-26 06:58:46,2025-05-26 07:36:46,Cancelled
7650,BKG00014612,GA295,LHR,UPG,2026-02-27 20:14:15,2026-02-27 20:45:15,Flown
7651,BKG00012670,GA814,BKK,MDC,2025-05-26 16:43:58,2025-05-26 16:55:58,Flown
7652,BKG00008869,GA154,BKK,LHR,2024-11-15 00:22:35,2024-11-15 02:35:35,Flown
7653,BKG00006674,GA306,UPG,BDO,2025-05-04 04:14:15,2025-05-04 04:13:15,Flown
7654,BKG00003462,GA542,DPS,SUB,2024-03-16 16:41:37,2024-03-16 19:20:37,Flown
7655,BKG00001926,GA855,NRT,SYD,2023-08-23 08:39:32,2023-08-23 11:31:32,Flown
7656,BKG00002662,GA285,DPS,SYD,2024-12-09 08:51:52,2024-12-09 11:04:52,Flown
7657,BKG00002653,GA475,PLM,MDC,2025-11-10 16:19:40,2025-11-10 18:22:40,Flown
7658,BKG00006844,GA715,BKK,SIN,2025-01-16 00:52:12,2025-01-16 01:06:12,Flown
7659,BKG00010980,GA398,SIN,BDO,2023-12-30 19:46:26,2023-12-30 21:10:26,Flown
7660,BKG00008431,GA210,MDC,UPG,2023-09-19 17:28:16,2023-09-19 17:26:16,Flown
7661,BKG00003733,GA131,SUB,DPS,2026-05-01 13:20:50,2026-05-01 15:56:50,Flown
7662,BKG00009042,GA744,CGK,SYD,2023-06-10 03:09:29,2023-06-10 04:24:29,Flown
7663,BKG00001765,GA976,BKK,SYD,2024-06-22 16:59:19,2024-06-22 17:17:19,Flown
7664,BKG00004903,GA874,SYD,UPG,2025-06-12 23:40:34,2025-06-13 00:26:34,Flown
7665,BKG00009430,GA778,NRT,DPS,2025-06-08 05:04:57,2025-06-08 05:58:57,Flown
7666,BKG00002022,GA297,BDO,SYD,2023-11-04 19:57:24,2023-11-04 21:26:24,Cancelled
7667,BKG00006174,GA301,LHR,UPG,2025-03-22 00:11:13,2025-03-22 01:39:13,Flown
7668,BKG00007538,GA444,SIN,MDC,2026-04-08 20:36:12,2026-04-08 22:36:12,Flown
7669,BKG00013661,GA942,HKG,PLM,2025-06-19 05:48:15,2025-06-19 06:08:15,Flown
7670,BKG00012802,GA276,SUB,DXB,2024-02-09 07:28:19,2024-02-09 07:41:19,Diverted
7671,BKG00011685,GA690,UPG,NRT,2025-02-19 08:59:54,2025-02-19 11:30:54,Flown
7672,BKG00002359,GA590,NRT,CGK,2024-05-17 16:55:34,2024-05-17 17:03:34,Flown
7673,BKG00001840,GA728,LHR,UPG,2024-06-04 12:44:59,2024-06-04 15:29:59,No-Show
7674,BKG00005787,GA130,LHR,SYD,2023-12-25 11:09:54,2023-12-25 13:05:54,Flown
7675,BKG00003245,GA349,KUL,NRT,2024-09-02 21:42:04,2024-09-02 23:29:04,Flown
7676,BKG00004983,GA731,SIN,UPG,2025-09-14 00:00:28,2025-09-14 01:19:28,Flown
7677,BKG00002959,GA579,NRT,BDO,2024-01-31 04:43:26,2024-01-31 06:18:26,Flown
7678,BKG00007601,GA666,SIN,KUL,2025-06-16 08:46:51,2025-06-16 11:26:51,Flown
7679,BKG00010459,GA853,MDC,DPS,2023-12-14 13:41:14,2023-12-14 13:49:14,Flown
7680,BKG00014548,GA308,NRT,PLM,2023-11-27 16:30:15,2023-11-27 18:15:15,Flown
7681,BKG00005179,GA542,SIN,DPS,2023-07-18 19:55:56,2023-07-18 21:22:56,Flown
7682,BKG00014144,GA155,MDC,KUL,2024-10-25 10:48:30,2024-10-25 11:21:30,Flown
7683,BKG00012720,GA478,BDO,SUB,2025-08-15 09:05:27,2025-08-15 10:35:27,Flown
7684,BKG00001136,GA580,BKK,SUB,2025-01-26 09:14:23,2025-01-26 10:27:23,No-Show
7685,BKG00002390,GA550,KUL,LHR,2025-09-11 13:31:46,2025-09-11 16:25:46,Flown
7686,BKG00000875,GA291,NRT,LHR,2024-03-21 09:35:28,2024-03-21 10:51:28,Flown
7687,BKG00002203,GA189,DPS,SUB,2023-08-09 18:46:36,2023-08-09 20:40:36,Flown
7688,BKG00002132,GA325,KUL,HKG,2025-07-11 13:01:35,2025-07-11 15:04:35,Flown
7689,BKG00004195,GA235,SIN,DPS,2023-12-10 15:54:05,2023-12-10 16:22:05,Flown
7690,BKG00012099,GA924,MDC,BDO,2025-01-28 10:23:56,2025-01-28 11:18:56,Flown
7691,BKG00001978,GA278,HKG,CGK,2023-07-20 12:29:05,2023-07-20 14:11:05,Diverted
7692,BKG00002575,GA899,NRT,MDC,2023-10-26 08:06:22,2023-10-26 08:03:22,Flown
7693,BKG00013132,GA580,HKG,CGK,2024-11-10 01:20:00,2024-11-10 01:10:00,No-Show
7694,BKG00004666,GA973,MDC,LHR,2024-11-20 01:25:26,2024-11-20 01:52:26,Flown
7695,BKG00004557,GA161,UPG,BDO,2024-12-05 16:47:33,2024-12-05 17:42:33,Cancelled
7696,BKG00013619,GA558,SUB,UPG,2023-07-17 09:23:51,2023-07-17 12:02:51,Flown
7697,BKG00007341,GA157,HKG,KUL,2023-10-10 14:52:06,2023-10-10 16:59:06,Flown
7698,BKG00000197,GA146,UPG,LHR,2024-12-10 00:06:58,2024-12-10 02:11:58,Flown
7699,BKG00012544,GA257,NRT,DPS,2026-05-13 00:01:06,2026-05-13 01:15:06,Flown
7700,BKG00005020,GA730,HKG,DXB,2024-10-07 10:36:44,2024-10-07 11:30:44,Flown
7701,BKG00008504,GA819,BKK,SYD,2024-04-18 18:43:09,2024-04-18 20:58:09,Flown
7702,BKG00002300,GA189,MDC,UPG,2025-07-26 02:35:11,2025-07-26 05:31:11,Flown
7703,BKG00008487,GA991,DXB,HKG,2024-09-23 10:36:19,2024-09-23 11:08:19,Flown
7704,BKG00003989,GA255,SYD,LHR,2024-04-12 11:49:24,2024-04-12 12:34:24,Flown
7705,BKG00011672,GA210,SUB,BKK,2023-11-14 14:59:02,2023-11-14 16:35:02,Diverted
7706,BKG00002816,GA505,SYD,LHR,2026-01-24 08:00:29,2026-01-24 09:26:29,Flown
7707,BKG00009605,GA626,BDO,SIN,2026-01-06 05:06:10,2026-01-06 05:09:10,Flown
7708,BKG00010670,GA190,KUL,SIN,2024-03-18 11:55:27,2024-03-18 12:17:27,No-Show
7709,BKG00004959,GA597,MDC,NRT,2024-09-07 17:23:08,2024-09-07 19:34:08,Flown
7710,BKG00002983,GA941,CGK,BDO,2025-07-26 20:57:32,2025-07-26 21:00:32,Flown
7711,BKG00003227,GA109,SIN,UPG,2024-12-31 08:07:34,2024-12-31 10:35:34,Flown
7712,BKG00003753,GA625,CGK,DXB,2026-03-11 09:59:25,2026-03-11 12:45:25,Flown
7713,BKG00011788,GA477,SYD,DXB,2024-09-13 21:02:59,2024-09-13 23:29:59,Cancelled
7714,BKG00003695,GA181,MDC,SIN,2025-06-28 03:25:12,2025-06-28 06:01:12,Flown
7715,BKG00010519,GA341,NRT,LHR,2026-03-27 20:58:29,2026-03-27 22:46:29,Flown
7716,BKG00011701,GA648,CGK,UPG,2025-01-03 06:37:35,2025-01-03 08:49:35,Flown
7717,BKG00006819,GA103,SIN,DPS,2026-01-09 13:38:09,2026-01-09 16:15:09,Flown
7718,BKG00014082,GA898,MDC,UPG,2025-02-13 15:41:01,2025-02-13 17:07:01,Flown
7719,BKG00009247,GA742,MDC,PLM,2026-04-22 12:43:34,2026-04-22 15:00:34,Flown
7720,BKG00007181,GA754,CGK,LHR,2024-06-07 09:06:16,2024-06-07 10:34:16,Flown
7721,BKG00014410,GA568,DPS,UPG,2024-07-26 01:06:22,2024-07-26 01:21:22,Flown
7722,BKG00000269,GA428,CGK,BKK,2026-05-23 18:06:58,2026-05-23 18:21:58,Flown
7723,BKG00007116,GA281,DPS,DXB,2023-12-02 11:01:30,2023-12-02 11:17:30,Flown
7724,BKG00002163,GA261,BKK,PLM,2025-04-13 00:23:49,2025-04-13 01:44:49,Flown
7725,BKG00011858,GA528,SUB,HKG,2024-03-07 19:02:55,2024-03-07 21:07:55,Flown
7726,BKG00003169,GA333,UPG,KUL,2023-11-08 10:33:45,2023-11-08 10:44:45,Flown
7727,BKG00009826,GA201,KUL,SUB,2025-12-16 07:58:19,2025-12-16 08:28:19,Flown
7728,BKG00006582,GA152,NRT,PLM,2023-09-16 21:41:17,2023-09-16 23:49:17,Diverted
7729,BKG00006834,GA915,DPS,PLM,2024-10-26 08:47:42,2024-10-26 09:31:42,Flown
7730,BKG00008506,GA198,LHR,MDC,2025-08-31 22:27:38,2025-09-01 01:06:38,Cancelled
7731,BKG00007418,GA638,KUL,UPG,2025-04-11 05:29:31,2025-04-11 07:30:31,Flown
7732,BKG00007614,GA175,PLM,KUL,2026-05-18 15:36:38,2026-05-18 17:26:38,Flown
7733,BKG00011149,GA699,LHR,BKK,2025-12-24 03:47:31,2025-12-24 03:48:31,Flown
7734,BKG00000174,GA563,MDC,NRT,2024-03-02 06:14:43,2024-03-02 06:45:43,Flown
7735,BKG00003489,GA188,DPS,PLM,2023-06-03 19:03:47,2023-06-03 20:56:47,Flown
7736,BKG00009074,GA429,BDO,SIN,2023-06-16 10:16:47,2023-06-16 10:44:47,Flown
7737,BKG00010047,GA170,NRT,SUB,2025-10-03 01:16:52,2025-10-03 02:49:52,Flown
7738,BKG00010166,GA194,HKG,DPS,2025-03-30 18:43:32,2025-03-30 18:39:32,Flown
7739,BKG00007078,GA578,CGK,UPG,2025-07-12 21:06:30,2025-07-12 22:45:30,Flown
7740,BKG00008885,GA285,KUL,CGK,2025-04-23 22:26:07,2025-04-24 00:58:07,Cancelled
7741,BKG00007464,GA709,MDC,UPG,2024-02-03 20:30:53,2024-02-03 22:25:53,Flown
7742,BKG00010481,GA731,SYD,SIN,2025-01-27 17:30:18,2025-01-27 20:15:18,Flown
7743,BKG00005680,GA633,MDC,SUB,2024-06-19 13:49:21,2024-06-19 16:39:21,Flown
7744,BKG00005315,GA583,NRT,MDC,2023-12-03 14:19:22,2023-12-03 15:52:22,Flown
7745,BKG00006626,GA633,KUL,BDO,2025-12-14 03:29:26,2025-12-14 05:30:26,Flown
7746,BKG00003738,GA770,DXB,SIN,2024-07-03 08:29:10,2024-07-03 11:18:10,Flown
7747,BKG00003770,GA327,SIN,UPG,2023-11-28 18:53:01,2023-11-28 20:02:01,Flown
7748,BKG00014985,GA294,SIN,SYD,2025-11-10 00:13:24,2025-11-10 00:42:24,Flown
7749,BKG00002409,GA707,SUB,LHR,2025-05-09 07:46:40,2025-05-09 08:40:40,Flown
7750,BKG00012927,GA211,BKK,HKG,2024-09-13 13:46:51,2024-09-13 16:27:51,Flown
7751,BKG00012785,GA992,NRT,PLM,2024-04-23 19:16:52,2024-04-23 22:12:52,Flown
7752,BKG00003055,GA998,KUL,SYD,2025-04-02 10:54:16,2025-04-02 12:31:16,Flown
7753,BKG00005967,GA718,LHR,MDC,2026-03-10 17:01:32,2026-03-10 18:56:32,Flown
7754,BKG00012270,GA279,KUL,BKK,2024-02-21 06:20:33,2024-02-21 08:05:33,Flown
7755,BKG00010808,GA271,SIN,HKG,2025-04-27 15:01:09,2025-04-27 16:50:09,Flown
7756,BKG00012619,GA183,UPG,DPS,2023-10-02 22:19:45,2023-10-03 00:20:45,Flown
7757,BKG00010597,GA473,PLM,NRT,2024-01-15 06:50:30,2024-01-15 09:10:30,Flown
7758,BKG00001220,GA859,BKK,CGK,2023-09-13 22:41:43,2023-09-13 22:46:43,Flown
7759,BKG00014746,GA114,DXB,MDC,2024-05-29 15:32:52,2024-05-29 17:36:52,Flown
7760,BKG00002212,GA363,SUB,LHR,2025-05-29 06:14:54,2025-05-29 08:28:54,Flown
7761,BKG00003265,GA160,UPG,SIN,2023-10-31 15:08:06,2023-10-31 15:51:06,Flown
7762,BKG00013013,GA694,SIN,MDC,2024-08-31 05:22:42,2024-08-31 07:38:42,Flown
7763,BKG00002520,GA913,BKK,NRT,2024-12-25 08:40:12,2024-12-25 11:29:12,Flown
7764,BKG00003726,GA918,UPG,CGK,2025-12-11 16:52:25,2025-12-11 17:33:25,Flown
7765,BKG00002483,GA639,SYD,SUB,2023-10-10 00:10:53,2023-10-10 00:59:53,Flown
7766,BKG00014576,GA969,BKK,DXB,2026-01-01 21:39:12,2026-01-02 00:21:12,Flown
7767,BKG00013022,GA971,PLM,SYD,2024-04-01 05:14:01,2024-04-01 08:14:01,Flown
7768,BKG00012289,GA426,LHR,CGK,2024-01-01 16:23:22,2024-01-01 16:27:22,Flown
7769,BKG00003595,GA474,PLM,MDC,2024-03-07 21:42:53,2024-03-07 23:58:53,Flown
7770,BKG00009968,GA717,MDC,CGK,2025-05-07 02:03:52,2025-05-07 02:52:52,Flown
7771,BKG00000699,GA817,BKK,DPS,2025-11-11 12:29:34,2025-11-11 15:26:34,Diverted
7772,BKG00010712,GA151,MDC,DXB,2025-07-14 14:14:56,2025-07-14 14:52:56,Flown
7773,BKG00008893,GA687,UPG,DPS,2024-09-24 12:58:01,2024-09-24 13:31:01,Flown
7774,BKG00010841,GA864,NRT,SUB,2025-11-20 02:43:19,2025-11-20 04:54:19,Flown
7775,BKG00006059,GA990,UPG,MDC,2024-08-10 08:37:11,2024-08-10 08:59:11,No-Show
7776,BKG00009412,GA392,BDO,CGK,2023-09-17 22:00:43,2023-09-18 00:51:43,Flown
7777,BKG00010927,GA400,UPG,SIN,2025-02-13 17:42:54,2025-02-13 20:31:54,Flown
7778,BKG00005910,GA531,SYD,LHR,2025-02-09 06:25:02,2025-02-09 07:47:02,Flown
7779,BKG00014780,GA299,NRT,CGK,2026-03-02 01:35:19,2026-03-02 02:19:19,Flown
7780,BKG00004017,GA227,BDO,UPG,2023-08-31 14:50:10,2023-08-31 16:01:10,Flown
7781,BKG00004926,GA579,SIN,UPG,2024-02-13 12:52:23,2024-02-13 13:44:23,Flown
7782,BKG00010418,GA351,BDO,SIN,2023-09-07 10:09:11,2023-09-07 11:14:11,Flown
7783,BKG00013329,GA697,MDC,UPG,2024-10-22 22:33:49,2024-10-22 23:02:49,Flown
7784,BKG00014060,GA346,PLM,CGK,2026-03-25 21:34:49,2026-03-25 22:35:49,Flown
7785,BKG00013018,GA192,HKG,PLM,2025-02-21 01:03:27,2025-02-21 01:23:27,Flown
7786,BKG00000149,GA377,SYD,SIN,2025-11-23 00:14:02,2025-11-23 03:08:02,Flown
7787,BKG00012497,GA458,SIN,HKG,2023-11-09 21:50:40,2023-11-09 23:27:40,Flown
7788,BKG00003280,GA293,DXB,KUL,2023-08-01 09:18:51,2023-08-01 10:20:51,Flown
7789,BKG00001760,GA765,DXB,DPS,2026-01-22 00:27:14,2026-01-22 01:21:14,Flown
7790,BKG00010051,GA954,UPG,HKG,2025-10-07 16:38:52,2025-10-07 16:39:52,Cancelled
7791,BKG00006748,GA722,KUL,DPS,2024-10-26 21:59:48,2024-10-26 23:52:48,Flown
7792,BKG00001830,GA772,DXB,SIN,2023-10-29 14:37:03,2023-10-29 17:22:03,Flown
7793,BKG00011846,GA861,DPS,CGK,2026-04-17 09:45:58,2026-04-17 12:22:58,Flown
7794,BKG00005171,GA798,UPG,MDC,2023-10-02 04:08:36,2023-10-02 05:57:36,Flown
7795,BKG00008042,GA621,SIN,LHR,2026-01-09 15:45:55,2026-01-09 17:36:55,No-Show
7796,BKG00000725,GA816,DPS,PLM,2025-04-12 20:26:56,2025-04-12 20:46:56,Flown
7797,BKG00008245,GA659,PLM,BDO,2025-03-13 01:02:39,2025-03-13 03:38:39,Flown
7798,BKG00009360,GA503,SIN,SUB,2026-02-27 15:09:29,2026-02-27 15:16:29,Flown
7799,BKG00010898,GA603,LHR,SIN,2025-02-21 13:32:57,2025-02-21 14:28:57,Flown
7800,BKG00014465,GA180,SIN,BDO,2026-05-04 05:03:19,2026-05-04 05:48:19,Flown
7801,BKG00010050,GA591,HKG,LHR,2024-08-03 16:36:38,2024-08-03 18:25:38,Flown
7802,BKG00010093,GA710,NRT,PLM,2025-12-31 09:31:28,2025-12-31 11:46:28,Flown
7803,BKG00012864,GA392,BDO,SUB,2025-02-08 10:08:44,2025-02-08 11:24:44,Flown
7804,BKG00010154,GA252,SYD,DPS,2025-06-07 04:29:01,2025-06-07 06:40:01,Cancelled
7805,BKG00005449,GA346,DPS,BDO,2023-11-27 11:08:11,2023-11-27 12:54:11,Flown
7806,BKG00009180,GA794,PLM,LHR,2023-10-01 06:23:34,2023-10-01 07:56:34,No-Show
7807,BKG00005025,GA519,DPS,BKK,2025-11-03 02:56:53,2025-11-03 05:25:53,Flown
7808,BKG00005193,GA379,UPG,LHR,2025-03-04 01:57:06,2025-03-04 03:20:06,Flown
