booking_id,customer_id,booking_date,booking_channel,fare_basis_code
BKG00008236,CUS0001756,2023-10-23,CTR,YOWUS
BKG00008237,CUS0003237,2025-03-11,MOB,CLXSAV
BKG00008238,CUS0000474,2024-01-15,MOB,WOWBUS
BKG00008239,CUS0000370,2023-05-31,CTR,FLXFST
BKG00008240,CUS0002298,2024-01-20,GDS,BSSAVE
BKG00008241,CUS0002173,2025-03-30,MOB,CLXBUS
BKG00008242,CUS0001903,2025-08-08,OTA,CLXBUS
BKG00008243,CUS0004329,2025-07-15,GDS,CLXSAV
BKG00008244,CUS0001449,2024-04-24,WEB,BSSAVE
BKG00008245,CUS0000837,2025-04-14,AGT,CLXSAV
BKG00008246,CUS0003186,2023-10-16,WEB,WOWBUS
BKG00008247,CUS0004133,2024-11-19,GDS,YOWRS
BKG00008248,CUS0000042,2025-06-11,CTR,YOWUS
BKG00008249,CUS0001717,2023-10-15,OTA,CLXBUS
BKG00008250,CUS0003438,2024-07-14,CTR,CLXBUS
BKG00008251,CUS0003128,2023-06-27,GDS,YOWUS
BKG00008252,CUS0002455,2025-02-11,CTR,YOWUS
BKG00008253,CUS0001737,2025-12-19,GDS,FLXFST
BKG00008254,CUS0002127,2024-02-12,GDS,CLXBUS
BKG00008255,CUS0003765,2024-08-29,GDS,YOWRS
BKG00008256,CUS0000672,2025-07-02,GDS,YOWRS
BKG00008257,CUS0001526,2023-11-27,MOB,YOWRS
BKG00008258,CUS0002770,2023-11-12,WEB,WOWBUS
BKG00008259,CUS0004707,2024-01-02,AGT,FLXFST
BKG00008260,CUS0002565,2024-06-12,OTA,FLXFST
BKG00008261,CUS0004119,2024-10-31,AGT,YOWRS
BKG00008262,CUS0004613,2023-10-22,AGT,YOWUS
BKG00008263,CUS0000348,2025-05-15,OTA,YOWRS
BKG00008264,CUS0002572,2024-05-14,CTR,WOWBUS
BKG00008265,CUS0001761,2024-11-01,MOB,CLXSAV
BKG00008266,CUS0001074,2025-10-31,CTR,FLXFST
BKG00008267,CUS0003286,2024-10-17,WEB,YOWRS
BKG00008268,CUS0001831,2025-06-26,CTR,CLXSAV
BKG00008269,CUS0002586,2024-01-20,AGT,YOWUS
BKG00008270,CUS0000213,2024-09-18,MOB,CLXSAV
BKG00008271,CUS0003948,2024-08-14,MOB,YOWUS
BKG00008272,CUS0000868,2025-12-16,WEB,YOWRS
BKG00008273,CUS0001511,2024-03-19,OTA,CLXSAV
BKG00008274,CUS0003815,2025-05-03,WEB,YOWRS
BKG00008275,CUS0003071,2025-01-17,CTR,YOWUS
BKG00008276,CUS0003153,2026-02-20,AGT,YOWRS
BKG00008277,CUS0004897,2024-03-15,OTA,YOWRS
BKG00008278,CUS0001554,2023-09-05,GDS,CLXSAV
BKG00008279,CUS0000297,2024-04-03,OTA,CLXSAV
BKG00008280,CUS0000990,2023-09-23,CTR,YOWRS
BKG00008281,CUS0004859,2023-08-20,MOB,FLXFST
BKG00008282,CUS0004361,2025-09-13,GDS,YOWRS
BKG00008283,CUS0004110,2024-12-19,GDS,GRPECO
BKG00008284,CUS0000630,2026-02-09,GDS,YOWUS
BKG00008285,CUS0004394,2024-11-18,WEB,CLXBUS
BKG00008286,CUS0005000,2025-03-24,MOB,WOWBUS
BKG00008287,CUS0001335,2023-08-05,CTR,CLXSAV
BKG00008288,CUS0000142,2024-09-19,GDS,YOWRS
BKG00008289,CUS0004917,2025-11-14,GDS,YOWRS
BKG00008290,CUS0001260,2025-11-18,CTR,WOWBUS
BKG00008291,CUS0001701,2023-10-04,MOB,YOWRS
BKG00008292,CUS0001596,2025-06-29,OTA,CLXSAV
BKG00008293,CUS0001337,2025-01-28,MOB,YOWUS
BKG00008294,CUS0004609,2024-11-13,OTA,YOWUS
BKG00008295,CUS0000428,2024-08-27,MOB,GRPECO
BKG00008296,CUS0000599,2026-03-15,GDS,GRPECO
BKG00008297,CUS0002976,2026-02-24,CTR,CLXSAV
BKG00008298,CUS0003157,2026-01-14,MOB,GRPECO
BKG00008299,CUS0002089,2024-09-05,CTR,YOWUS
BKG00008300,CUS0003184,2023-09-08,GDS,YOWRS
BKG00008301,CUS0000560,2025-04-22,AGT,BSSAVE
BKG00008302,CUS0003396,2025-05-25,AGT,BSSAVE
BKG00008303,CUS0000269,2025-04-06,AGT,WOWBUS
BKG00008304,CUS0000488,2024-12-18,GDS,CLXSAV
BKG00008305,CUS0000602,2025-09-06,GDS,CLXSAV
BKG00008306,CUS0004018,2023-12-27,AGT,YOWRS
BKG00008307,CUS0001377,2024-05-18,WEB,YOWRS
BKG00008308,CUS0004542,2023-10-29,GDS,YOWUS
BKG00008309,CUS0000520,2025-03-18,CTR,YOWRS
BKG00008310,CUS0000995,2024-10-22,AGT,BSSAVE
BKG00008311,CUS0001885,2025-09-01,AGT,WOWBUS
BKG00008312,CUS0001603,2025-03-06,WEB,BSSAVE
BKG00008313,CUS0002659,2024-07-17,OTA,GRPECO
BKG00008314,CUS0004758,2025-05-08,AGT,BSSAVE
BKG00008315,CUS0000488,2023-08-03,GDS,BSSAVE
BKG00008316,CUS0001812,2024-02-27,WEB,CLXBUS
BKG00008317,CUS0002793,2025-03-20,CTR,FLXFST
BKG00008318,CUS0004547,2023-07-06,AGT,YOWRS
BKG00008319,CUS0000166,2023-10-03,CTR,FLXFST
BKG00008320,CUS0000883,2025-03-24,CTR,FLXFST
BKG00008321,CUS0004486,2025-09-21,WEB,CLXBUS
BKG00008322,CUS0002944,2023-08-01,WEB,CLXSAV
BKG00008323,CUS0001338,2024-06-19,WEB,YOWRS
BKG00008324,CUS0001155,2025-06-01,WEB,WOWBUS
BKG00008325,CUS0003459,2024-07-11,WEB,YOWRS
BKG00008326,CUS0003318,2024-03-29,OTA,YOWRS
BKG00008327,CUS0004562,2025-02-21,WEB,CLXBUS
BKG00008328,CUS0002090,2025-11-15,AGT,FLXFST
BKG00008329,CUS0000349,2026-02-15,CTR,YOWRS
BKG00008330,CUS0004093,2024-08-14,WEB,CLXBUS
BKG00008331,CUS0000313,2026-05-08,CTR,WOWBUS
BKG00008332,CUS0002238,2025-01-07,GDS,CLXSAV
BKG00008333,CUS0002160,2025-10-11,OTA,CLXSAV
BKG00008334,CUS0000245,2023-08-26,GDS,YOWUS
BKG00008335,CUS0004839,2024-12-07,AGT,CLXSAV
BKG00008336,CUS0004109,2024-08-13,WEB,FLXFST
BKG00008337,CUS0001079,2026-02-24,AGT,GRPECO
BKG00008338,CUS0002149,2026-04-05,OTA,FLXFST
BKG00008339,CUS0003541,2025-02-03,CTR,WOWBUS
BKG00008340,CUS0004476,2024-05-15,OTA,YOWUS
BKG00008341,CUS0003991,2024-10-29,OTA,BSSAVE
BKG00008342,CUS0004984,2026-05-24,OTA,YOWRS
BKG00008343,CUS0002499,2024-07-23,MOB,YOWUS
BKG00008344,CUS0002379,2023-10-04,CTR,CLXSAV
BKG00008345,CUS0003722,2024-10-11,AGT,GRPECO
BKG00008346,CUS0003532,2024-06-08,MOB,CLXSAV
BKG00008347,CUS0001561,2023-08-03,AGT,CLXBUS
BKG00008348,CUS0003721,2024-09-22,GDS,FLXFST
BKG00008349,CUS0004955,2024-03-16,WEB,CLXSAV
BKG00008350,CUS0001600,2026-03-10,WEB,YOWRS
BKG00008351,CUS0003201,2025-08-21,OTA,GRPECO
BKG00008352,CUS0001139,2025-03-23,CTR,FLXFST
BKG00008353,CUS0001012,2024-06-04,GDS,CLXBUS
BKG00008354,CUS0003075,2025-06-08,CTR,CLXSAV
BKG00008355,CUS0004772,2025-05-15,WEB,BSSAVE
BKG00008356,CUS0003174,2024-02-05,MOB,GRPECO
BKG00008357,CUS0003180,2024-12-26,WEB,YOWRS
BKG00008358,CUS0003197,2024-04-25,GDS,BSSAVE
BKG00008359,CUS0004425,2025-12-03,GDS,FLXFST
BKG00008360,CUS0000065,2026-02-17,MOB,CLXBUS
BKG00008361,CUS0004889,2024-01-31,CTR,BSSAVE
BKG00008362,CUS0002213,2025-10-18,GDS,FLXFST
BKG00008363,CUS0003958,2023-09-03,AGT,YOWUS
BKG00008364,CUS0001024,2026-04-01,GDS,CLXSAV
BKG00008365,CUS0003101,2024-09-09,MOB,GRPECO
BKG00008366,CUS0004023,2025-03-30,AGT,CLXBUS
BKG00008367,CUS0000368,2025-12-28,MOB,YOWRS
BKG00008368,CUS0002982,2025-03-15,GDS,BSSAVE
BKG00008369,CUS0001690,2025-08-18,WEB,BSSAVE
BKG00008370,CUS0002641,2024-11-14,MOB,CLXBUS
BKG00008371,CUS0001469,2023-09-22,MOB,CLXSAV
BKG00008372,CUS0001241,2023-12-29,OTA,FLXFST
BKG00008373,CUS0000278,2025-02-08,WEB,CLXSAV
BKG00008374,CUS0004281,2025-06-17,CTR,CLXBUS
BKG00008375,CUS0004917,2024-05-10,GDS,YOWRS
BKG00008376,CUS0003708,2025-11-24,MOB,YOWRS
BKG00008377,CUS0002966,2023-06-18,WEB,CLXSAV
BKG00008378,CUS0001231,2025-08-19,WEB,CLXSAV
BKG00008379,CUS0001866,2026-01-27,OTA,WOWBUS
BKG00008380,CUS0000719,2025-03-23,MOB,YOWRS
BKG00008381,CUS0004220,2025-11-24,OTA,CLXSAV
BKG00008382,CUS0003390,2026-03-02,WEB,CLXSAV
BKG00008383,CUS0001884,2024-06-26,OTA,BSSAVE
BKG00008384,CUS0001985,2026-03-24,MOB,BSSAVE
BKG00008385,CUS0001013,2024-05-16,WEB,YOWRS
BKG00008386,CUS0001204,2026-02-27,CTR,CLXBUS
BKG00008387,CUS0002115,2025-08-22,AGT,WOWBUS
BKG00008388,CUS0000893,2024-03-19,OTA,YOWRS
BKG00008389,CUS0002303,2025-06-19,WEB,GRPECO
BKG00008390,CUS0004195,2024-06-18,MOB,CLXBUS
BKG00008391,CUS0001613,2023-07-28,AGT,GRPECO
BKG00008392,CUS0003947,2024-01-23,CTR,BSSAVE
BKG00008393,CUS0002489,2024-12-10,WEB,BSSAVE
BKG00008394,CUS0000792,2026-04-27,WEB,FLXFST
BKG00008395,CUS0004350,2024-10-15,MOB,WOWBUS
BKG00008396,CUS0000760,2024-02-16,MOB,GRPECO
BKG00008397,CUS0004636,2025-08-28,AGT,YOWRS
BKG00008398,CUS0004115,2024-07-19,WEB,YOWUS
BKG00008399,CUS0000350,2026-05-24,AGT,FLXFST
BKG00008400,CUS0001234,2023-07-13,OTA,BSSAVE
BKG00008401,CUS0003346,2026-03-20,OTA,GRPECO
BKG00008402,CUS0004255,2023-08-23,CTR,FLXFST
BKG00008403,CUS0001779,2024-05-02,AGT,CLXSAV
BKG00008404,CUS0002963,2026-01-30,CTR,GRPECO
BKG00008405,CUS0003700,2024-12-03,OTA,CLXSAV
BKG00008406,CUS0001045,2024-04-26,GDS,WOWBUS
BKG00008407,CUS0002462,2023-12-31,CTR,BSSAVE
BKG00008408,CUS0001601,2024-07-11,AGT,GRPECO
BKG00008409,CUS0001222,2024-08-09,OTA,CLXBUS
BKG00008410,CUS0002421,2024-10-03,AGT,BSSAVE
BKG00008411,CUS0001051,2025-04-05,AGT,CLXSAV
BKG00008412,CUS0001660,2025-02-19,OTA,YOWRS
BKG00008413,CUS0000554,2025-07-10,GDS,BSSAVE
BKG00008414,CUS0004535,2025-08-30,WEB,CLXSAV
BKG00008415,CUS0000378,2024-06-12,MOB,CLXBUS
BKG00008416,CUS0002756,2024-04-14,OTA,WOWBUS
BKG00008417,CUS0004539,2024-10-04,AGT,BSSAVE
BKG00008418,CUS0004185,2023-10-17,GDS,BSSAVE
BKG00008419,CUS0000059,2025-01-21,OTA,GRPECO
BKG00008420,CUS0003250,2025-01-30,GDS,FLXFST
BKG00008421,CUS0003111,2023-07-23,GDS,YOWUS
BKG00008422,CUS0004361,2025-07-08,MOB,GRPECO
BKG00008423,CUS0002452,2025-06-07,OTA,GRPECO
BKG00008424,CUS0000648,2024-03-11,AGT,BSSAVE
BKG00008425,CUS0000456,2025-08-12,AGT,GRPECO
BKG00008426,CUS0002568,2025-03-19,MOB,YOWRS
BKG00008427,CUS0001763,2025-01-23,AGT,FLXFST
BKG00008428,CUS0004551,2025-04-29,OTA,WOWBUS
BKG00008429,CUS0000842,2024-03-17,OTA,BSSAVE
BKG00008430,CUS0003246,2025-05-15,MOB,YOWRS
BKG00008431,CUS0000283,2025-07-28,GDS,CLXBUS
BKG00008432,CUS0000674,2025-08-30,OTA,CLXBUS
BKG00008433,CUS0001802,2025-02-19,WEB,YOWRS
BKG00008434,CUS0000125,2026-05-23,GDS,YOWRS
BKG00008435,CUS0002273,2025-09-16,OTA,CLXSAV
BKG00008436,CUS0001167,2026-05-24,CTR,FLXFST
BKG00008437,CUS0002506,2025-01-13,OTA,GRPECO
BKG00008438,CUS0002555,2025-04-25,OTA,WOWBUS
BKG00008439,CUS0001750,2023-11-05,WEB,GRPECO
BKG00008440,CUS0000793,2025-12-16,WEB,CLXSAV
BKG00008441,CUS0001858,2025-05-02,MOB,WOWBUS
BKG00008442,CUS0002267,2023-11-04,CTR,GRPECO
BKG00008443,CUS0001349,2024-03-19,CTR,FLXFST
BKG00008444,CUS0003829,2024-03-07,WEB,YOWRS
BKG00008445,CUS0000207,2023-06-12,WEB,WOWBUS
BKG00008446,CUS0002479,2025-12-22,MOB,CLXBUS
BKG00008447,CUS0002471,2026-03-04,CTR,GRPECO
BKG00008448,CUS0002985,2024-01-05,AGT,CLXSAV
BKG00008449,CUS0004519,2024-05-19,AGT,FLXFST
BKG00008450,CUS0000564,2024-03-08,AGT,YOWRS
BKG00008451,CUS0003901,2025-02-22,CTR,FLXFST
BKG00008452,CUS0000440,2025-06-21,AGT,BSSAVE
BKG00008453,CUS0000948,2025-05-29,OTA,BSSAVE
BKG00008454,CUS0004089,2024-02-18,CTR,CLXBUS
BKG00008455,CUS0001781,2024-01-31,GDS,FLXFST
BKG00008456,CUS0001799,2025-06-08,CTR,BSSAVE
BKG00008457,CUS0004023,2026-04-12,OTA,YOWUS
BKG00008458,CUS0001726,2025-02-07,MOB,YOWRS
BKG00008459,CUS0001313,2025-07-05,MOB,BSSAVE
BKG00008460,CUS0001877,2024-01-10,CTR,CLXSAV
BKG00008461,CUS0002164,2024-05-05,CTR,YOWUS
BKG00008462,CUS0003597,2024-01-28,WEB,CLXBUS
BKG00008463,CUS0003691,2024-04-22,MOB,YOWRS
BKG00008464,CUS0002558,2024-02-09,AGT,WOWBUS
BKG00008465,CUS0003247,2025-10-31,CTR,GRPECO
BKG00008466,CUS0002537,2026-02-04,GDS,GRPECO
BKG00008467,CUS0004067,2023-06-04,OTA,YOWUS
BKG00008468,CUS0003761,2025-05-10,WEB,WOWBUS
BKG00008469,CUS0003299,2024-10-29,GDS,FLXFST
BKG00008470,CUS0002894,2026-04-05,GDS,YOWUS
BKG00008471,CUS0000031,2025-03-26,AGT,GRPECO
BKG00008472,CUS0003094,2025-08-23,AGT,BSSAVE
BKG00008473,CUS0001328,2023-11-22,CTR,BSSAVE
BKG00008474,CUS0000985,2025-10-04,MOB,BSSAVE
BKG00008475,CUS0000991,2025-10-14,CTR,WOWBUS
BKG00008476,CUS0004125,2023-09-13,GDS,BSSAVE
BKG00008477,CUS0003939,2025-10-25,CTR,CLXBUS
BKG00008478,CUS0003608,2024-11-25,MOB,FLXFST
BKG00008479,CUS0002142,2024-10-06,AGT,WOWBUS
BKG00008480,CUS0004905,2025-05-26,MOB,WOWBUS
BKG00008481,CUS0000091,2025-04-16,OTA,CLXSAV
BKG00008482,CUS0004803,2024-08-05,GDS,BSSAVE
BKG00008483,CUS0000301,2024-07-10,GDS,FLXFST
BKG00008484,CUS0003253,2025-04-11,WEB,CLXBUS
BKG00008485,CUS0004449,2025-01-12,OTA,WOWBUS
BKG00008486,CUS0000775,2026-05-12,MOB,WOWBUS
BKG00008487,CUS0002068,2025-12-18,AGT,CLXBUS
BKG00008488,CUS0001685,2025-02-24,OTA,CLXBUS
BKG00008489,CUS0004738,2023-10-28,CTR,YOWRS
BKG00008490,CUS0000922,2026-01-17,CTR,CLXBUS
BKG00008491,CUS0003548,2023-07-23,OTA,YOWRS
BKG00008492,CUS0001262,2023-11-01,OTA,BSSAVE
BKG00008493,CUS0000970,2025-03-01,WEB,FLXFST
BKG00008494,CUS0001926,2025-12-24,GDS,YOWRS
BKG00008495,CUS0003882,2024-02-19,AGT,YOWUS
BKG00008496,CUS0002515,2023-09-20,CTR,WOWBUS
BKG00008497,CUS0003083,2023-07-02,OTA,YOWRS
BKG00008498,CUS0000682,2025-12-29,AGT,FLXFST
BKG00008499,CUS0002770,2026-02-21,CTR,CLXSAV
BKG00008500,CUS0002961,2025-09-06,AGT,CLXSAV
BKG00008501,CUS0004692,2024-06-01,OTA,BSSAVE
BKG00008502,CUS0000601,2023-08-26,CTR,WOWBUS
BKG00008503,CUS0004094,2025-12-07,CTR,WOWBUS
BKG00008504,CUS0000856,2024-01-02,MOB,FLXFST
BKG00008505,CUS0001585,2024-08-16,AGT,FLXFST
BKG00008506,CUS0002757,2024-11-29,CTR,GRPECO
BKG00008507,CUS0001453,2023-08-05,GDS,FLXFST
BKG00008508,CUS0003779,2023-05-31,GDS,GRPECO
BKG00008509,CUS0003902,2024-09-14,GDS,CLXSAV
BKG00008510,CUS0004653,2026-01-15,MOB,CLXSAV
BKG00008511,CUS0004580,2025-02-07,GDS,YOWRS
BKG00008512,CUS0001710,2025-08-28,OTA,YOWRS
BKG00008513,CUS0003978,2025-06-17,OTA,YOWRS
BKG00008514,CUS0004791,2026-02-16,OTA,WOWBUS
BKG00008515,CUS0004550,2023-08-12,WEB,CLXBUS
BKG00008516,CUS0001468,2025-08-13,GDS,GRPECO
BKG00008517,CUS0001068,2025-11-01,MOB,WOWBUS
BKG00008518,CUS0004980,2024-05-14,CTR,YOWUS
BKG00008519,CUS0004015,2025-03-30,GDS,YOWRS
BKG00008520,CUS0002977,2026-04-29,WEB,YOWUS
BKG00008521,CUS0000770,2023-10-26,WEB,YOWRS
BKG00008522,CUS0001835,2025-01-25,CTR,YOWRS
BKG00008523,CUS0002739,2023-12-05,OTA,YOWUS
BKG00008524,CUS0002522,2024-02-01,OTA,BSSAVE
BKG00008525,CUS0001629,2024-02-04,GDS,CLXBUS
BKG00008526,CUS0004092,2025-04-21,CTR,BSSAVE
BKG00008527,CUS0000612,2026-02-11,OTA,YOWUS
BKG00008528,CUS0000713,2023-08-16,WEB,FLXFST
BKG00008529,CUS0000797,2023-08-03,GDS,CLXBUS
BKG00008530,CUS0003771,2024-02-24,AGT,YOWUS
BKG00008531,CUS0002555,2025-02-10,AGT,YOWRS
BKG00008532,CUS0002807,2023-10-15,GDS,WOWBUS
BKG00008533,CUS0004345,2025-03-27,AGT,YOWUS
BKG00008534,CUS0003125,2025-04-02,GDS,FLXFST
BKG00008535,CUS0003783,2025-10-28,AGT,WOWBUS
BKG00008536,CUS0003172,2024-11-20,GDS,BSSAVE
BKG00008537,CUS0000300,2024-04-22,CTR,FLXFST
BKG00008538,CUS0000969,2024-08-28,WEB,BSSAVE
BKG00008539,CUS0001587,2024-05-01,GDS,BSSAVE
BKG00008540,CUS0003542,2024-02-29,OTA,WOWBUS
BKG00008541,CUS0001421,2026-01-15,WEB,CLXSAV
BKG00008542,CUS0004170,2024-11-02,GDS,GRPECO
BKG00008543,CUS0001297,2023-08-28,OTA,CLXSAV
BKG00008544,CUS0003842,2025-01-18,WEB,CLXSAV
BKG00008545,CUS0002965,2026-03-12,AGT,GRPECO
BKG00008546,CUS0001602,2024-06-30,MOB,GRPECO
BKG00008547,CUS0003825,2025-01-23,WEB,YOWRS
BKG00008548,CUS0000948,2023-06-30,AGT,CLXSAV
BKG00008549,CUS0002526,2023-07-09,AGT,YOWRS
BKG00008550,CUS0003822,2023-10-13,AGT,GRPECO
BKG00008551,CUS0001685,2024-12-19,AGT,BSSAVE
BKG00008552,CUS0003390,2024-11-25,WEB,FLXFST
BKG00008553,CUS0004162,2023-11-23,OTA,FLXFST
BKG00008554,CUS0004165,2025-02-01,CTR,FLXFST
BKG00008555,CUS0000515,2025-04-01,WEB,CLXSAV
BKG00008556,CUS0004956,2023-06-04,GDS,WOWBUS
BKG00008557,CUS0002841,2025-05-30,CTR,FLXFST
BKG00008558,CUS0003923,2024-02-26,CTR,CLXBUS
BKG00008559,CUS0001742,2025-09-07,AGT,WOWBUS
BKG00008560,CUS0003365,2025-10-23,OTA,CLXBUS
BKG00008561,CUS0004065,2026-03-15,WEB,BSSAVE
BKG00008562,CUS0003135,2025-09-04,MOB,BSSAVE
BKG00008563,CUS0004015,2026-02-21,GDS,GRPECO
BKG00008564,CUS0003476,2025-01-16,OTA,FLXFST
BKG00008565,CUS0002162,2024-10-11,AGT,CLXSAV
BKG00008566,CUS0004246,2025-07-30,GDS,FLXFST
BKG00008567,CUS0003155,2024-05-13,CTR,CLXBUS
BKG00008568,CUS0004779,2023-08-06,AGT,CLXBUS
BKG00008569,CUS0003626,2025-11-25,AGT,YOWRS
BKG00008570,CUS0002858,2025-08-01,OTA,WOWBUS
BKG00008571,CUS0002254,2024-05-07,GDS,CLXBUS
BKG00008572,CUS0002620,2025-04-01,AGT,YOWUS
BKG00008573,CUS0001063,2025-03-07,OTA,YOWUS
BKG00008574,CUS0002987,2026-03-06,MOB,GRPECO
BKG00008575,CUS0004057,2024-09-08,MOB,YOWUS
BKG00008576,CUS0004581,2023-10-16,AGT,CLXBUS
BKG00008577,CUS0004295,2025-02-27,CTR,FLXFST
BKG00008578,CUS0002580,2024-12-26,MOB,CLXBUS
BKG00008579,CUS0002727,2023-06-19,WEB,WOWBUS
BKG00008580,CUS0003613,2025-05-28,OTA,CLXBUS
BKG00008581,CUS0004539,2025-01-19,WEB,GRPECO
BKG00008582,CUS0004301,2024-12-12,WEB,CLXSAV
BKG00008583,CUS0001881,2025-01-22,CTR,WOWBUS
BKG00008584,CUS0001628,2025-06-09,AGT,CLXSAV
BKG00008585,CUS0003301,2024-05-30,CTR,WOWBUS
BKG00008586,CUS0001529,2025-09-06,AGT,YOWRS
BKG00008587,CUS0002029,2024-11-20,GDS,FLXFST
BKG00008588,CUS0002482,2025-05-05,AGT,YOWUS
BKG00008589,CUS0002267,2024-12-16,WEB,GRPECO
BKG00008590,CUS0001814,2023-09-03,GDS,WOWBUS
BKG00008591,CUS0000454,2025-04-17,OTA,YOWRS
BKG00008592,CUS0002882,2023-10-10,WEB,FLXFST
BKG00008593,CUS0001790,2024-08-08,MOB,CLXBUS
BKG00008594,CUS0000241,2024-12-01,OTA,YOWRS
BKG00008595,CUS0000376,2024-02-14,AGT,BSSAVE
BKG00008596,CUS0003340,2024-02-09,OTA,WOWBUS
BKG00008597,CUS0004367,2024-09-17,GDS,FLXFST
BKG00008598,CUS0001688,2023-09-10,MOB,CLXBUS
BKG00008599,CUS0003233,2024-07-15,GDS,CLXBUS
BKG00008600,CUS0003499,2026-03-25,OTA,FLXFST
BKG00008601,CUS0003538,2025-11-25,AGT,YOWUS
BKG00008602,CUS0002029,2023-11-20,MOB,BSSAVE
BKG00008603,CUS0003979,2026-02-19,MOB,GRPECO
BKG00008604,CUS0002167,2023-08-19,WEB,CLXSAV
BKG00008605,CUS0004872,2025-10-27,MOB,YOWUS
BKG00008606,CUS0004716,2023-06-27,OTA,YOWRS
BKG00008607,CUS0000438,2026-01-25,WEB,YOWUS
BKG00008608,CUS0001467,2024-10-08,AGT,GRPECO
BKG00008609,CUS0003574,2024-04-19,WEB,GRPECO
BKG00008610,CUS0004369,2025-10-31,WEB,CLXSAV
BKG00008611,CUS0000942,2023-06-28,GDS,CLXBUS
BKG00008612,CUS0004242,2024-08-07,OTA,GRPECO
BKG00008613,CUS0003898,2023-07-29,CTR,GRPECO
BKG00008614,CUS0001657,2023-08-20,CTR,WOWBUS
BKG00008615,CUS0001934,2024-07-14,WEB,FLXFST
BKG00008616,CUS0000715,2024-08-17,OTA,CLXBUS
BKG00008617,CUS0001761,2024-07-02,OTA,GRPECO
BKG00008618,CUS0003041,2023-11-04,OTA,GRPECO
BKG00008619,CUS0004327,2025-10-02,CTR,WOWBUS
BKG00008620,CUS0002797,2023-11-17,WEB,CLXSAV
BKG00008621,CUS0001503,2025-05-11,GDS,YOWUS
BKG00008622,CUS0001522,2025-03-12,GDS,YOWUS
BKG00008623,CUS0003306,2025-10-17,CTR,GRPECO
BKG00008624,CUS0002738,2024-05-16,GDS,GRPECO
BKG00008625,CUS0000496,2024-11-08,GDS,YOWRS
BKG00008626,CUS0004439,2023-08-22,AGT,YOWRS
BKG00008627,CUS0001311,2025-10-02,CTR,BSSAVE
BKG00008628,CUS0001960,2024-04-28,AGT,FLXFST
BKG00008629,CUS0000778,2026-05-23,MOB,YOWRS
BKG00008630,CUS0001044,2025-05-24,MOB,GRPECO
BKG00008631,CUS0003783,2026-02-03,OTA,CLXSAV
BKG00008632,CUS0004901,2023-07-13,AGT,CLXBUS
BKG00008633,CUS0000840,2023-08-08,AGT,WOWBUS
BKG00008634,CUS0002036,2025-01-21,GDS,FLXFST
BKG00008635,CUS0004101,2024-09-23,GDS,YOWUS
BKG00008636,CUS0002740,2025-07-29,AGT,YOWUS
BKG00008637,CUS0004009,2025-03-12,CTR,YOWRS
BKG00008638,CUS0000368,2026-04-30,AGT,FLXFST
BKG00008639,CUS0002977,2025-07-22,WEB,YOWUS
BKG00008640,CUS0003501,2026-04-14,OTA,YOWUS
BKG00008641,CUS0004063,2026-02-19,WEB,GRPECO
BKG00008642,CUS0004324,2025-11-20,MOB,CLXBUS
BKG00008643,CUS0003616,2024-02-29,CTR,CLXBUS
BKG00008644,CUS0004197,2024-04-16,MOB,YOWUS
BKG00008645,CUS0001868,2024-05-08,OTA,CLXSAV
BKG00008646,CUS0003789,2025-06-18,MOB,FLXFST
BKG00008647,CUS0002692,2025-12-17,AGT,CLXBUS
BKG00008648,CUS0000060,2023-12-31,OTA,CLXBUS
BKG00008649,CUS0001060,2023-06-20,GDS,BSSAVE
BKG00008650,CUS0004212,2025-02-12,WEB,YOWUS
BKG00008651,CUS0001550,2024-03-31,WEB,GRPECO
BKG00008652,CUS0004540,2025-09-06,CTR,WOWBUS
BKG00008653,CUS0003195,2023-07-04,OTA,WOWBUS
BKG00008654,CUS0000678,2025-06-03,GDS,GRPECO
BKG00008655,CUS0004254,2025-01-25,OTA,CLXBUS
BKG00008656,CUS0002139,2025-11-18,OTA,YOWUS
BKG00008657,CUS0004513,2025-02-18,CTR,CLXSAV
BKG00008658,CUS0004814,2026-01-19,MOB,YOWUS
BKG00008659,CUS0001638,2025-07-05,MOB,YOWUS
BKG00008660,CUS0003778,2024-01-21,AGT,CLXSAV
BKG00008661,CUS0003570,2025-12-08,WEB,CLXSAV
BKG00008662,CUS0001266,2023-07-13,GDS,YOWUS
BKG00008663,CUS0001018,2023-08-21,AGT,CLXSAV
BKG00008664,CUS0001303,2024-12-27,MOB,YOWUS
BKG00008665,CUS0001068,2024-07-17,CTR,FLXFST
BKG00008666,CUS0003122,2024-05-30,MOB,WOWBUS
BKG00008667,CUS0000175,2026-04-06,CTR,BSSAVE
BKG00008668,CUS0002015,2026-02-10,OTA,FLXFST
BKG00008669,CUS0002889,2025-10-10,OTA,YOWUS
BKG00008670,CUS0002006,2026-03-24,WEB,GRPECO
BKG00008671,CUS0004893,2024-09-18,AGT,YOWRS
BKG00008672,CUS0002894,2024-01-21,OTA,YOWUS
BKG00008673,CUS0001475,2025-08-08,AGT,GRPECO
BKG00008674,CUS0001708,2024-01-12,MOB,YOWUS
BKG00008675,CUS0000963,2024-06-14,MOB,CLXSAV
BKG00008676,CUS0001762,2025-12-01,WEB,CLXSAV
BKG00008677,CUS0000036,2025-03-16,WEB,CLXBUS
BKG00008678,CUS0001049,2024-05-19,MOB,YOWRS
