guest_id,customer_key,preferred_room_type,smoking_preference,special_request,created_at
CUS0002422,2422,EXC,Non-Smoking,Late Check-In,2025-01-07
CUS0002423,2423,SUT,Non-Smoking,High Floor,2025-01-12
CUS0002424,2424,SUT,Non-Smoking,Baby Cot,2026-03-18
CUS0002425,2425,STD,Non-Smoking,None,2025-01-15
CUS0002426,2426,SUT,Smoking,Late Check-In,2025-02-26
CUS0002427,2427,DLX,Non-Smoking,Near Elevator,2024-10-28
CUS0002428,2428,SUT,Non-Smoking,Baby Cot,2024-12-12
CUS0002429,2429,EXC,Non-Smoking,None,2024-10-06
CUS0002430,2430,SUT,Non-Smoking,Baby Cot,2025-01-02
CUS0002431,2431,STD,Non-Smoking,Baby Cot,2024-08-07
CUS0002432,2432,STD,Non-Smoking,None,2025-01-10
CUS0002433,2433,STD,Smoking,None,2024-07-01
CUS0002434,2434,SUP,Non-Smoking,None,2025-01-08
CUS0002435,2435,STD,Non-Smoking,High Floor,2025-04-21
CUS0002436,2436,STD,Non-Smoking,Near Elevator,2025-10-28
CUS0002437,2437,DLX,Non-Smoking,Baby Cot,2025-08-21
CUS0002438,2438,DLX,Non-Smoking,Baby Cot,2024-10-21
CUS0002439,2439,SUP,Non-Smoking,High Floor,2026-01-08
CUS0002440,2440,EXC,Non-Smoking,High Floor,2025-05-07
CUS0002441,2441,DLX,Non-Smoking,None,2026-03-28
CUS0002442,2442,STD,Non-Smoking,Near Elevator,2026-03-08
CUS0002443,2443,DLX,Non-Smoking,None,2026-03-18
CUS0002444,2444,STD,Non-Smoking,Late Check-In,2024-08-27
CUS0002445,2445,SUT,Non-Smoking,Near Elevator,2025-03-31
CUS0002446,2446,SUP,Non-Smoking,High Floor,2024-10-07
CUS0002447,2447,SUT,Non-Smoking,Late Check-In,2025-03-23
CUS0002448,2448,SUT,Smoking,High Floor,2024-08-06
CUS0002449,2449,DLX,Non-Smoking,Baby Cot,2025-05-17
CUS0002450,2450,DLX,Non-Smoking,Baby Cot,2025-08-28
CUS0002451,2451,SUT,Non-Smoking,None,2025-05-16
CUS0002452,2452,SUT,Smoking,Near Elevator,2024-11-19
CUS0002453,2453,EXC,Non-Smoking,Near Elevator,2024-07-04
CUS0002454,2454,DLX,Non-Smoking,Late Check-In,2024-06-14
CUS0002455,2455,STD,Non-Smoking,Baby Cot,2025-08-03
CUS0002456,2456,SUT,Non-Smoking,Baby Cot,2025-06-11
CUS0002457,2457,DLX,Non-Smoking,Near Elevator,2025-08-20
CUS0002458,2458,DLX,Non-Smoking,High Floor,2025-07-20
CUS0002459,2459,DLX,Non-Smoking,Baby Cot,2025-11-06
CUS0002460,2460,SUP,Non-Smoking,Near Elevator,2026-03-06
CUS0002461,2461,EXC,Smoking,Near Elevator,2025-09-07
CUS0002462,2462,SUP,Non-Smoking,None,2024-11-08
CUS0002463,2463,DLX,Non-Smoking,Baby Cot,2024-06-19
CUS0002464,2464,EXC,Smoking,Late Check-In,2024-08-15
CUS0002465,2465,SUT,Non-Smoking,None,2024-07-08
CUS0002466,2466,EXC,Non-Smoking,None,2025-01-24
CUS0002467,2467,SUP,Non-Smoking,Baby Cot,2025-06-10
CUS0002468,2468,SUT,Non-Smoking,Near Elevator,2025-07-03
CUS0002469,2469,SUP,Smoking,High Floor,2024-11-19
CUS0002470,2470,STD,Non-Smoking,Late Check-In,2025-08-27
CUS0002471,2471,SUT,Smoking,Baby Cot,2025-01-17
CUS0002472,2472,DLX,Non-Smoking,High Floor,2024-11-27
CUS0002473,2473,DLX,Smoking,High Floor,2025-11-07
CUS0002474,2474,SUP,Non-Smoking,High Floor,2024-12-11
CUS0002475,2475,DLX,Non-Smoking,High Floor,2025-11-20
CUS0002476,2476,SUT,Non-Smoking,Late Check-In,2025-02-05
CUS0002477,2477,STD,Non-Smoking,Late Check-In,2025-08-18
CUS0002478,2478,DLX,Non-Smoking,Late Check-In,2026-02-23
CUS0002479,2479,SUP,Smoking,Late Check-In,2025-03-25
CUS0002480,2480,EXC,Non-Smoking,Near Elevator,2024-08-25
CUS0002481,2481,SUT,Non-Smoking,Baby Cot,2024-08-07
CUS0002482,2482,SUT,Non-Smoking,None,2024-08-25
CUS0002483,2483,STD,Smoking,Late Check-In,2025-05-16
CUS0002484,2484,STD,Non-Smoking,Near Elevator,2024-10-04
CUS0002485,2485,STD,Non-Smoking,High Floor,2026-04-10
CUS0002486,2486,EXC,Non-Smoking,Baby Cot,2026-04-14
CUS0002487,2487,SUT,Non-Smoking,High Floor,2024-10-29
CUS0002488,2488,EXC,Non-Smoking,Late Check-In,2025-07-28
CUS0002489,2489,SUP,Non-Smoking,Near Elevator,2024-10-20
CUS0002490,2490,STD,Smoking,None,2025-10-16
CUS0002491,2491,EXC,Non-Smoking,Near Elevator,2025-09-24
CUS0002492,2492,EXC,Smoking,Near Elevator,2024-05-28
CUS0002493,2493,EXC,Non-Smoking,Baby Cot,2024-09-14
CUS0002494,2494,STD,Non-Smoking,Near Elevator,2025-07-28
CUS0002495,2495,DLX,Smoking,None,2025-07-11
CUS0002496,2496,SUT,Non-Smoking,Late Check-In,2026-03-23
CUS0002497,2497,STD,Non-Smoking,None,2026-05-19
CUS0002498,2498,STD,Non-Smoking,High Floor,2025-06-22
CUS0002499,2499,SUT,Non-Smoking,Near Elevator,2024-11-07
CUS0002500,2500,STD,Non-Smoking,Baby Cot,2025-11-28
CUS0002501,2501,EXC,Non-Smoking,High Floor,2025-02-15
CUS0002502,2502,DLX,Non-Smoking,None,2024-09-17
CUS0002503,2503,DLX,Non-Smoking,Baby Cot,2025-01-08
CUS0002504,2504,EXC,Non-Smoking,Baby Cot,2024-10-15
CUS0002505,2505,EXC,Non-Smoking,None,2026-02-25
CUS0002506,2506,EXC,Non-Smoking,None,2026-01-03
CUS0002507,2507,EXC,Smoking,Late Check-In,2026-01-08
CUS0002508,2508,DLX,Non-Smoking,High Floor,2024-06-13
CUS0002509,2509,STD,Non-Smoking,Late Check-In,2025-03-05
CUS0002510,2510,SUP,Non-Smoking,None,2025-02-11
CUS0002511,2511,DLX,Smoking,None,2024-12-16
CUS0002512,2512,SUP,Non-Smoking,High Floor,2024-08-21
CUS0002513,2513,SUT,Smoking,None,2024-07-13
CUS0002514,2514,SUP,Non-Smoking,None,2024-10-21
CUS0002515,2515,SUP,Non-Smoking,Near Elevator,2025-07-10
CUS0002516,2516,DLX,Non-Smoking,Baby Cot,2025-03-02
CUS0002517,2517,STD,Non-Smoking,High Floor,2025-09-29
CUS0002518,2518,SUT,Non-Smoking,None,2025-01-07
CUS0002519,2519,SUP,Non-Smoking,None,2025-04-03
CUS0002520,2520,EXC,Non-Smoking,None,2026-05-03
CUS0002521,2521,DLX,Non-Smoking,Baby Cot,2026-04-06
CUS0002522,2522,DLX,Non-Smoking,Late Check-In,2026-04-14
CUS0002523,2523,EXC,Smoking,High Floor,2026-04-03
CUS0002524,2524,DLX,Smoking,None,2025-09-21
CUS0002525,2525,SUT,Non-Smoking,Late Check-In,2024-10-18
CUS0002526,2526,EXC,Smoking,Late Check-In,2025-01-30
CUS0002527,2527,SUT,Smoking,Baby Cot,2025-01-03
CUS0002528,2528,DLX,Non-Smoking,High Floor,2025-03-18
CUS0002529,2529,DLX,Non-Smoking,High Floor,2024-12-19
CUS0002530,2530,SUP,Non-Smoking,High Floor,2026-04-11
CUS0002531,2531,DLX,Non-Smoking,Near Elevator,2025-07-11
CUS0002532,2532,EXC,Non-Smoking,High Floor,2024-07-30
CUS0002533,2533,EXC,Non-Smoking,High Floor,2025-08-12
CUS0002534,2534,DLX,Non-Smoking,Baby Cot,2025-04-02
CUS0002535,2535,EXC,Non-Smoking,Late Check-In,2025-10-06
CUS0002536,2536,SUP,Non-Smoking,Baby Cot,2024-08-05
CUS0002537,2537,SUP,Non-Smoking,Baby Cot,2025-02-08
CUS0002538,2538,SUT,Non-Smoking,Late Check-In,2025-09-15
CUS0002539,2539,SUP,Non-Smoking,Late Check-In,2024-05-25
CUS0002540,2540,DLX,Non-Smoking,Baby Cot,2025-06-15
CUS0002541,2541,STD,Non-Smoking,High Floor,2026-03-12
CUS0002542,2542,SUT,Non-Smoking,Baby Cot,2025-07-31
CUS0002543,2543,EXC,Non-Smoking,Near Elevator,2026-04-05
CUS0002544,2544,EXC,Non-Smoking,None,2024-08-13
CUS0002545,2545,SUP,Non-Smoking,Baby Cot,2026-02-28
CUS0002546,2546,EXC,Non-Smoking,Near Elevator,2025-02-23
CUS0002547,2547,SUT,Smoking,Late Check-In,2024-09-08
CUS0002548,2548,STD,Smoking,None,2024-10-14
CUS0002549,2549,SUP,Non-Smoking,High Floor,2026-03-01
CUS0002550,2550,SUP,Non-Smoking,Near Elevator,2026-05-22
CUS0002551,2551,SUP,Non-Smoking,Late Check-In,2025-04-25
CUS0002552,2552,SUP,Non-Smoking,Near Elevator,2025-05-20
CUS0002553,2553,SUP,Non-Smoking,Baby Cot,2025-02-18
CUS0002554,2554,DLX,Non-Smoking,High Floor,2024-07-14
CUS0002555,2555,STD,Smoking,Late Check-In,2025-03-30
CUS0002556,2556,DLX,Non-Smoking,Baby Cot,2024-10-14
CUS0002557,2557,SUT,Non-Smoking,Near Elevator,2025-06-01
CUS0002558,2558,STD,Smoking,High Floor,2025-05-26
CUS0002559,2559,DLX,Non-Smoking,Baby Cot,2025-03-17
CUS0002560,2560,SUP,Non-Smoking,Baby Cot,2025-01-28
CUS0002561,2561,STD,Non-Smoking,Near Elevator,2025-05-09
CUS0002562,2562,STD,Non-Smoking,Near Elevator,2025-09-09
CUS0002563,2563,SUP,Non-Smoking,None,2026-01-03
CUS0002564,2564,EXC,Non-Smoking,Late Check-In,2026-05-15
CUS0002565,2565,SUT,Non-Smoking,Near Elevator,2026-04-22
CUS0002566,2566,STD,Non-Smoking,Near Elevator,2025-04-28
CUS0002567,2567,DLX,Non-Smoking,Late Check-In,2024-10-17
CUS0002568,2568,DLX,Non-Smoking,Late Check-In,2025-08-23
CUS0002569,2569,DLX,Smoking,High Floor,2025-06-02
CUS0002570,2570,STD,Non-Smoking,None,2024-12-12
CUS0002571,2571,DLX,Non-Smoking,High Floor,2024-08-23
CUS0002572,2572,EXC,Non-Smoking,Late Check-In,2026-03-22
CUS0002573,2573,SUP,Non-Smoking,Late Check-In,2024-08-25
CUS0002574,2574,EXC,Non-Smoking,Late Check-In,2025-08-20
CUS0002575,2575,DLX,Non-Smoking,Near Elevator,2025-10-18
CUS0002576,2576,EXC,Smoking,None,2024-09-21
CUS0002577,2577,EXC,Non-Smoking,Late Check-In,2025-06-11
CUS0002578,2578,SUP,Smoking,Near Elevator,2026-03-18
CUS0002579,2579,STD,Non-Smoking,High Floor,2026-05-06
CUS0002580,2580,DLX,Non-Smoking,None,2025-01-07
CUS0002581,2581,EXC,Non-Smoking,High Floor,2024-10-02
CUS0002582,2582,EXC,Non-Smoking,Late Check-In,2026-02-03
CUS0002583,2583,DLX,Non-Smoking,Near Elevator,2026-04-21
CUS0002584,2584,SUP,Non-Smoking,Late Check-In,2025-05-03
CUS0002585,2585,STD,Non-Smoking,Baby Cot,2025-07-15
CUS0002586,2586,SUP,Non-Smoking,Late Check-In,2025-03-20
CUS0002587,2587,DLX,Non-Smoking,High Floor,2024-08-23
CUS0002588,2588,DLX,Non-Smoking,None,2024-06-04
CUS0002589,2589,STD,Non-Smoking,Baby Cot,2025-08-30
CUS0002590,2590,STD,Non-Smoking,None,2026-05-10
CUS0002591,2591,SUP,Non-Smoking,High Floor,2025-01-19
CUS0002592,2592,SUP,Non-Smoking,Near Elevator,2024-06-24
CUS0002593,2593,EXC,Smoking,None,2024-05-24
CUS0002594,2594,DLX,Non-Smoking,Near Elevator,2024-07-15
CUS0002595,2595,DLX,Non-Smoking,High Floor,2025-08-17
CUS0002596,2596,SUT,Non-Smoking,Late Check-In,2024-05-29
CUS0002597,2597,EXC,Non-Smoking,Baby Cot,2024-07-03
CUS0002598,2598,SUT,Non-Smoking,Late Check-In,2025-04-19
CUS0002599,2599,STD,Non-Smoking,High Floor,2025-03-12
CUS0002600,2600,DLX,Non-Smoking,Near Elevator,2026-02-25
CUS0002601,2601,STD,Non-Smoking,Baby Cot,2025-01-19
CUS0002602,2602,DLX,Non-Smoking,Baby Cot,2025-08-29
CUS0002603,2603,STD,Non-Smoking,Baby Cot,2025-02-02
CUS0002604,2604,STD,Non-Smoking,Baby Cot,2025-10-17
CUS0002605,2605,SUP,Non-Smoking,Late Check-In,2025-03-18
CUS0002606,2606,SUP,Non-Smoking,Late Check-In,2024-08-27
CUS0002607,2607,SUP,Non-Smoking,None,2025-07-15
CUS0002608,2608,STD,Non-Smoking,Baby Cot,2025-09-27
CUS0002609,2609,SUP,Smoking,Late Check-In,2024-09-13
CUS0002610,2610,STD,Non-Smoking,Late Check-In,2025-04-30
CUS0002611,2611,EXC,Non-Smoking,Late Check-In,2026-01-26
CUS0002612,2612,STD,Non-Smoking,None,2024-08-28
CUS0002613,2613,STD,Non-Smoking,None,2025-04-22
CUS0002614,2614,SUT,Non-Smoking,Baby Cot,2025-05-10
CUS0002615,2615,EXC,Non-Smoking,None,2024-11-05
CUS0002616,2616,STD,Non-Smoking,High Floor,2026-03-04
CUS0002617,2617,STD,Non-Smoking,Near Elevator,2024-09-03
CUS0002618,2618,SUP,Non-Smoking,Baby Cot,2025-10-26
CUS0002619,2619,EXC,Non-Smoking,Near Elevator,2024-07-09
CUS0002620,2620,SUT,Non-Smoking,Late Check-In,2026-01-25
CUS0002621,2621,DLX,Non-Smoking,Near Elevator,2025-06-04
CUS0002622,2622,SUP,Non-Smoking,Near Elevator,2024-05-24
CUS0002623,2623,SUP,Non-Smoking,High Floor,2026-04-05
CUS0002624,2624,SUT,Non-Smoking,Near Elevator,2024-12-12
CUS0002625,2625,STD,Non-Smoking,Near Elevator,2024-06-22
CUS0002626,2626,SUT,Smoking,Late Check-In,2024-07-21
CUS0002627,2627,STD,Non-Smoking,Near Elevator,2024-06-30
CUS0002628,2628,STD,Non-Smoking,None,2025-03-26
CUS0002629,2629,SUP,Non-Smoking,Baby Cot,2024-10-06
CUS0002630,2630,SUT,Smoking,Near Elevator,2024-06-17
CUS0002631,2631,SUT,Non-Smoking,High Floor,2025-03-29
CUS0002632,2632,EXC,Non-Smoking,None,2025-08-12
CUS0002633,2633,DLX,Non-Smoking,Baby Cot,2024-07-14
CUS0002634,2634,SUT,Non-Smoking,High Floor,2025-01-29
CUS0002635,2635,SUT,Non-Smoking,High Floor,2024-11-09
CUS0002636,2636,SUP,Non-Smoking,Baby Cot,2025-11-12
CUS0002637,2637,EXC,Non-Smoking,None,2026-04-22
CUS0002638,2638,EXC,Non-Smoking,High Floor,2024-11-15
CUS0002639,2639,STD,Non-Smoking,None,2025-10-04
CUS0002640,2640,EXC,Non-Smoking,Baby Cot,2025-02-24
CUS0002641,2641,SUT,Non-Smoking,Near Elevator,2025-10-20
CUS0002642,2642,SUT,Non-Smoking,Late Check-In,2025-06-25
CUS0002643,2643,SUT,Smoking,Near Elevator,2025-12-25
CUS0002644,2644,SUT,Non-Smoking,Near Elevator,2024-12-25
CUS0002645,2645,DLX,Non-Smoking,None,2026-04-01
CUS0002646,2646,SUT,Non-Smoking,Near Elevator,2025-08-23
CUS0002647,2647,SUP,Non-Smoking,Near Elevator,2024-08-25
CUS0002648,2648,DLX,Non-Smoking,None,2025-06-28
CUS0002649,2649,EXC,Non-Smoking,Late Check-In,2024-12-08
CUS0002650,2650,SUT,Non-Smoking,None,2025-11-26
CUS0002651,2651,EXC,Smoking,None,2024-06-06
CUS0002652,2652,DLX,Non-Smoking,None,2024-07-10
CUS0002653,2653,SUT,Non-Smoking,None,2025-02-08
CUS0002654,2654,STD,Non-Smoking,Late Check-In,2025-10-26
CUS0002655,2655,SUP,Non-Smoking,High Floor,2024-09-08
CUS0002656,2656,SUP,Non-Smoking,Late Check-In,2025-02-26
CUS0002657,2657,STD,Non-Smoking,High Floor,2025-09-30
CUS0002658,2658,EXC,Non-Smoking,None,2025-09-06
CUS0002659,2659,SUP,Non-Smoking,High Floor,2025-11-11
CUS0002660,2660,SUT,Non-Smoking,Late Check-In,2024-05-29
CUS0002661,2661,SUP,Non-Smoking,High Floor,2025-05-06
CUS0002662,2662,DLX,Non-Smoking,High Floor,2025-05-27
CUS0002663,2663,SUT,Non-Smoking,None,2025-08-23
CUS0002664,2664,SUP,Non-Smoking,High Floor,2025-11-01
CUS0002665,2665,SUT,Non-Smoking,None,2025-07-22
CUS0002666,2666,STD,Non-Smoking,Near Elevator,2024-10-11
CUS0002667,2667,EXC,Smoking,None,2025-05-13
CUS0002668,2668,SUT,Non-Smoking,Late Check-In,2024-08-07
CUS0002669,2669,EXC,Smoking,Near Elevator,2024-08-18
CUS0002670,2670,SUT,Non-Smoking,Near Elevator,2024-07-04
CUS0002671,2671,SUT,Non-Smoking,Baby Cot,2025-03-24
CUS0002672,2672,EXC,Non-Smoking,Near Elevator,2024-12-19
CUS0002673,2673,SUT,Non-Smoking,None,2026-02-08
CUS0002674,2674,DLX,Non-Smoking,High Floor,2024-10-01
CUS0002675,2675,SUP,Non-Smoking,Late Check-In,2025-12-23
CUS0002676,2676,EXC,Non-Smoking,Late Check-In,2024-07-22
CUS0002677,2677,SUT,Non-Smoking,None,2026-04-05
CUS0002678,2678,SUT,Non-Smoking,Late Check-In,2026-01-16
CUS0002679,2679,SUT,Non-Smoking,Baby Cot,2026-04-20
CUS0002680,2680,SUT,Non-Smoking,Near Elevator,2026-01-21
CUS0002681,2681,DLX,Non-Smoking,Baby Cot,2026-03-15
CUS0002682,2682,STD,Non-Smoking,High Floor,2025-05-16
CUS0002683,2683,STD,Non-Smoking,High Floor,2025-03-24
CUS0002684,2684,STD,Non-Smoking,High Floor,2024-10-18
CUS0002685,2685,SUT,Non-Smoking,Baby Cot,2025-12-26
CUS0002686,2686,EXC,Non-Smoking,Near Elevator,2025-02-19
CUS0002687,2687,EXC,Non-Smoking,High Floor,2026-03-15
CUS0002688,2688,SUT,Non-Smoking,High Floor,2025-02-01
CUS0002689,2689,DLX,Non-Smoking,High Floor,2024-06-14
CUS0002690,2690,SUP,Non-Smoking,Late Check-In,2024-10-02
CUS0002691,2691,SUP,Non-Smoking,None,2025-01-13
CUS0002692,2692,SUP,Non-Smoking,Near Elevator,2024-12-02
CUS0002693,2693,STD,Non-Smoking,None,2025-08-09
CUS0002694,2694,DLX,Non-Smoking,None,2025-11-15
CUS0002695,2695,SUP,Non-Smoking,High Floor,2025-03-22
CUS0002696,2696,SUT,Smoking,None,2026-01-20
CUS0002697,2697,SUT,Smoking,None,2024-07-07
CUS0002698,2698,SUT,Non-Smoking,Near Elevator,2024-07-07
CUS0002699,2699,SUT,Non-Smoking,Baby Cot,2026-05-24
CUS0002700,2700,SUT,Non-Smoking,Near Elevator,2026-01-29
CUS0002701,2701,DLX,Smoking,Late Check-In,2025-09-07
CUS0002702,2702,SUT,Non-Smoking,None,2026-05-15
CUS0002703,2703,SUP,Non-Smoking,Baby Cot,2026-02-20
CUS0002704,2704,EXC,Non-Smoking,Late Check-In,2025-07-27
CUS0002705,2705,SUT,Smoking,Late Check-In,2025-11-16
CUS0002706,2706,SUT,Non-Smoking,None,2024-08-21
CUS0002707,2707,DLX,Non-Smoking,Late Check-In,2026-03-10
CUS0002708,2708,SUP,Non-Smoking,Late Check-In,2025-07-09
CUS0002709,2709,SUP,Non-Smoking,Baby Cot,2025-09-19
CUS0002710,2710,SUT,Non-Smoking,Late Check-In,2025-01-23
CUS0002711,2711,SUP,Non-Smoking,Near Elevator,2025-09-29
CUS0002712,2712,STD,Non-Smoking,Late Check-In,2025-08-30
CUS0002713,2713,STD,Smoking,Baby Cot,2025-08-26
CUS0002714,2714,SUT,Non-Smoking,Baby Cot,2024-05-31
CUS0002715,2715,EXC,Smoking,Late Check-In,2026-05-13
CUS0002716,2716,DLX,Non-Smoking,None,2024-06-24
CUS0002717,2717,DLX,Non-Smoking,Late Check-In,2024-09-20
CUS0002718,2718,DLX,Non-Smoking,High Floor,2025-03-11
CUS0002719,2719,SUT,Non-Smoking,Late Check-In,2025-01-13
CUS0002720,2720,STD,Non-Smoking,Baby Cot,2025-01-01
CUS0002721,2721,DLX,Non-Smoking,High Floor,2024-10-05
CUS0002722,2722,STD,Smoking,Baby Cot,2026-01-08
CUS0002723,2723,EXC,Non-Smoking,High Floor,2025-03-10
CUS0002724,2724,DLX,Non-Smoking,Baby Cot,2024-07-17
CUS0002725,2725,SUT,Non-Smoking,High Floor,2024-08-10
CUS0002726,2726,DLX,Non-Smoking,Late Check-In,2024-09-06
CUS0002727,2727,DLX,Non-Smoking,Late Check-In,2025-11-12
CUS0002728,2728,SUT,Non-Smoking,Near Elevator,2025-10-16
CUS0002729,2729,SUT,Non-Smoking,Late Check-In,2025-03-11
CUS0002730,2730,EXC,Non-Smoking,High Floor,2025-11-23
CUS0002731,2731,STD,Smoking,Late Check-In,2024-12-22
CUS0002732,2732,STD,Smoking,Baby Cot,2024-10-25
CUS0002733,2733,EXC,Smoking,None,2025-11-05
CUS0002734,2734,SUT,Non-Smoking,Baby Cot,2025-07-24
CUS0002735,2735,SUT,Non-Smoking,High Floor,2024-10-24
CUS0002736,2736,SUT,Smoking,Near Elevator,2026-05-08
CUS0002737,2737,STD,Non-Smoking,Late Check-In,2024-12-27
CUS0002738,2738,DLX,Smoking,Near Elevator,2025-06-04
CUS0002739,2739,SUP,Non-Smoking,Baby Cot,2025-12-21
CUS0002740,2740,EXC,Non-Smoking,Baby Cot,2025-12-06
CUS0002741,2741,DLX,Non-Smoking,None,2025-06-20
CUS0002742,2742,STD,Non-Smoking,Baby Cot,2024-06-03
CUS0002743,2743,EXC,Non-Smoking,Near Elevator,2024-09-01
CUS0002744,2744,SUT,Non-Smoking,Near Elevator,2025-08-01
CUS0002745,2745,EXC,Non-Smoking,Near Elevator,2024-09-20
CUS0002746,2746,SUP,Non-Smoking,Baby Cot,2025-04-10
CUS0002747,2747,SUP,Non-Smoking,Near Elevator,2025-01-14
CUS0002748,2748,DLX,Non-Smoking,Near Elevator,2025-11-23
CUS0002749,2749,STD,Non-Smoking,Near Elevator,2025-01-30
CUS0002750,2750,SUP,Non-Smoking,Baby Cot,2024-06-13
CUS0002751,2751,SUT,Non-Smoking,Baby Cot,2025-03-25
CUS0002752,2752,SUP,Non-Smoking,Late Check-In,2025-07-31
CUS0002753,2753,SUT,Non-Smoking,Baby Cot,2025-10-31
CUS0002754,2754,SUT,Non-Smoking,Late Check-In,2026-05-05
CUS0002755,2755,SUT,Non-Smoking,Late Check-In,2024-10-04
CUS0002756,2756,SUT,Non-Smoking,High Floor,2025-07-14
CUS0002757,2757,DLX,Non-Smoking,Late Check-In,2025-03-12
CUS0002758,2758,EXC,Smoking,None,2025-03-26
CUS0002759,2759,EXC,Non-Smoking,Baby Cot,2025-03-22
CUS0002760,2760,SUT,Smoking,Late Check-In,2024-10-17
CUS0002761,2761,DLX,Smoking,Baby Cot,2024-08-21
CUS0002762,2762,SUP,Smoking,Late Check-In,2024-09-04
CUS0002763,2763,EXC,Non-Smoking,High Floor,2025-01-06
CUS0002764,2764,STD,Non-Smoking,High Floor,2025-04-26
CUS0002765,2765,SUP,Non-Smoking,Baby Cot,2025-07-07
CUS0002766,2766,EXC,Non-Smoking,Late Check-In,2025-04-09
CUS0002767,2767,SUT,Non-Smoking,Baby Cot,2025-06-30
CUS0002768,2768,DLX,Non-Smoking,High Floor,2025-08-11
CUS0002769,2769,EXC,Non-Smoking,Baby Cot,2025-11-08
CUS0002770,2770,SUP,Non-Smoking,Baby Cot,2024-08-06
CUS0002771,2771,EXC,Non-Smoking,None,2024-11-29
CUS0002772,2772,STD,Non-Smoking,None,2025-02-19
CUS0002773,2773,DLX,Non-Smoking,Late Check-In,2025-04-01
CUS0002774,2774,SUT,Non-Smoking,Late Check-In,2026-03-06
CUS0002775,2775,EXC,Non-Smoking,Near Elevator,2024-05-28
CUS0002776,2776,STD,Non-Smoking,Baby Cot,2024-08-16
CUS0002777,2777,EXC,Non-Smoking,High Floor,2025-01-04
CUS0002778,2778,EXC,Non-Smoking,None,2024-11-16
CUS0002779,2779,EXC,Non-Smoking,None,2025-12-23
CUS0002780,2780,EXC,Non-Smoking,High Floor,2026-03-06
CUS0002781,2781,DLX,Smoking,Baby Cot,2025-10-31
CUS0002782,2782,DLX,Smoking,Near Elevator,2024-11-25
CUS0002783,2783,SUP,Non-Smoking,Late Check-In,2025-09-02
CUS0002784,2784,DLX,Non-Smoking,Baby Cot,2025-03-25
CUS0002785,2785,SUP,Non-Smoking,High Floor,2025-09-05
CUS0002786,2786,SUP,Non-Smoking,Late Check-In,2025-09-09
CUS0002787,2787,DLX,Smoking,None,2025-05-31
CUS0002788,2788,STD,Non-Smoking,Late Check-In,2026-05-11
CUS0002789,2789,EXC,Non-Smoking,Late Check-In,2025-06-22
CUS0002790,2790,EXC,Non-Smoking,Baby Cot,2026-04-27
CUS0002791,2791,EXC,Non-Smoking,Near Elevator,2025-04-14
CUS0002792,2792,SUP,Non-Smoking,Late Check-In,2024-06-07
CUS0002793,2793,EXC,Smoking,Late Check-In,2025-06-20
CUS0002794,2794,SUT,Non-Smoking,High Floor,2026-02-03
CUS0002795,2795,EXC,Non-Smoking,Baby Cot,2025-07-05
CUS0002796,2796,STD,Non-Smoking,High Floor,2026-01-29
CUS0002797,2797,SUT,Non-Smoking,High Floor,2025-01-17
CUS0002798,2798,SUP,Smoking,Baby Cot,2024-11-01
CUS0002799,2799,EXC,Non-Smoking,Baby Cot,2025-11-20
CUS0002800,2800,DLX,Non-Smoking,None,2026-03-02
CUS0002801,2801,SUP,Non-Smoking,None,2024-06-24
CUS0002802,2802,EXC,Non-Smoking,None,2024-08-20
CUS0002803,2803,STD,Non-Smoking,Baby Cot,2025-10-14
CUS0002804,2804,EXC,Non-Smoking,None,2024-10-12
CUS0002805,2805,SUP,Non-Smoking,Late Check-In,2024-06-19
CUS0002806,2806,EXC,Non-Smoking,High Floor,2025-06-22
CUS0002807,2807,STD,Non-Smoking,Near Elevator,2025-01-26
CUS0002808,2808,DLX,Non-Smoking,High Floor,2024-05-30
CUS0002809,2809,DLX,Non-Smoking,None,2025-01-25
CUS0002810,2810,DLX,Non-Smoking,Near Elevator,2026-04-28
CUS0002811,2811,EXC,Non-Smoking,Late Check-In,2026-01-10
CUS0002812,2812,STD,Non-Smoking,Near Elevator,2025-12-11
CUS0002813,2813,SUT,Non-Smoking,High Floor,2024-10-31
CUS0002814,2814,EXC,Non-Smoking,Baby Cot,2024-12-04
CUS0002815,2815,EXC,Non-Smoking,None,2025-04-05
CUS0002816,2816,SUT,Smoking,Near Elevator,2024-10-18
CUS0002817,2817,EXC,Non-Smoking,Near Elevator,2025-05-13
CUS0002818,2818,EXC,Non-Smoking,Near Elevator,2024-11-07
CUS0002819,2819,SUP,Non-Smoking,Near Elevator,2024-07-05
CUS0002820,2820,DLX,Non-Smoking,None,2026-01-14
CUS0002821,2821,STD,Non-Smoking,High Floor,2025-10-09
CUS0002822,2822,SUP,Non-Smoking,Near Elevator,2025-12-21
CUS0002823,2823,EXC,Smoking,Baby Cot,2024-10-13
CUS0002824,2824,STD,Non-Smoking,Late Check-In,2025-04-22
CUS0002825,2825,DLX,Smoking,Late Check-In,2024-08-05
CUS0002826,2826,SUP,Non-Smoking,None,2025-11-26
CUS0002827,2827,DLX,Non-Smoking,High Floor,2026-05-14
CUS0002828,2828,SUT,Smoking,None,2024-10-16
CUS0002829,2829,EXC,Non-Smoking,High Floor,2025-06-04
CUS0002830,2830,SUT,Non-Smoking,None,2025-02-17
CUS0002831,2831,EXC,Non-Smoking,Near Elevator,2024-11-29
