payment_id,payment_reference,invoice_number,customer_key,transaction_date,transaction_time,payment_method_id,currency_code,payment_gateway,payment_status,gross_amount_usd,discount_amount_usd,tax_amount_usd,net_amount_usd,refund_amount_usd,gateway_fee_usd,installment_months,source_type,source_reference
PAY00007056,c162e14e-9132-42a5-bd7c-5906f7d26120,INV00007056,3284,2026-03-19,04:10:25,1,SGD,PayPal,Completed,1346.46,0.0,148.11,1494.57,0.0,29.89,12,HOTEL,REF41136384
PAY00007057,ebaa5acf-1935-402e-b47b-0441bd67999a,INV00007057,4531,2026-01-23,05:21:23,9,THB,Stripe,Completed,305.52,15.28,31.93,322.17,0.0,6.44,0,FLIGHT,REF64960260
PAY00007058,f444b7d2-2d9e-4585-a66b-70e9153360e8,INV00007058,2228,2024-08-05,16:00:13,4,IDR,Midtrans,Completed,1424.84,71.24,148.9,1502.5,0.0,30.05,12,FLIGHT,REF44962832
PAY00007059,0e31f12e-f38e-4ea1-adb2-6c969f4e3797,INV00007059,1612,2025-10-15,23:16:38,1,IDR,Adyen,Refunded,816.41,40.82,85.31,860.9,0.0,17.22,0,FLIGHT,REF04136393
PAY00007060,422ccf0f-d6c4-4d37-a9d9-3413b6498cc8,INV00007060,1057,2025-04-09,06:07:01,2,SGD,Stripe,Completed,101.56,0.0,11.17,112.73,0.0,2.25,12,HOTEL,REF05013365
PAY00007061,10b5858c-649a-4b20-bc40-6fa9211c2095,INV00007061,3043,2025-04-02,06:51:27,4,IDR,Adyen,Completed,1053.89,0.0,115.93,1169.82,0.0,23.4,6,FLIGHT,REF09075806
PAY00007062,6cddc1c8-6cc0-4c92-9660-1d16e029a865,INV00007062,2849,2025-07-15,10:59:09,3,USD,Adyen,Completed,262.3,0.0,28.85,291.15,0.0,5.82,3,FLIGHT,REF64373421
PAY00007063,d52b1968-0761-4def-a58e-157ecb139dfb,INV00007063,4260,2024-11-05,12:53:06,2,JPY,Midtrans,Completed,88.54,0.0,9.74,98.28,0.0,1.97,0,FLIGHT,REF89325786
PAY00007064,da992a5d-5135-4248-9c6d-94d2c92582e4,INV00007064,3704,2025-07-04,10:03:33,5,IDR,PayPal,Completed,988.54,0.0,108.74,1097.28,0.0,21.95,0,FLIGHT,REF41133339
PAY00007065,5a842df5-d48f-47ec-87f7-0b41b35738df,INV00007065,702,2024-09-03,12:03:01,5,MYR,PayPal,Completed,172.18,0.0,18.94,191.12,0.0,3.82,6,FLIGHT,REF28745139
PAY00007066,a45ebc53-e4d5-49cc-8602-040fa3322fc6,INV00007066,1590,2025-06-20,02:43:24,9,SGD,Midtrans,Completed,51.75,5.18,5.12,51.69,0.0,1.03,12,HOTEL,REF63154201
PAY00007067,055bea59-494a-46ff-bb6a-28525eaeb7e3,INV00007067,1352,2025-09-21,12:10:22,5,USD,Xendit,Completed,509.81,0.0,56.08,565.89,0.0,11.32,12,HOTEL,REF01954477
PAY00007068,449006f2-832e-48fc-a083-759bf772af66,INV00007068,1043,2024-06-01,09:13:18,2,IDR,Stripe,Completed,1066.83,53.34,111.48,1124.97,0.0,22.5,0,HOTEL,REF45618852
PAY00007069,74a3eb4c-8e88-4737-a093-07bb8296974b,INV00007069,3047,2025-01-12,19:24:41,9,JPY,Xendit,Completed,124.75,12.48,12.35,124.62,0.0,2.49,12,HOTEL,REF32916644
PAY00007070,f22f6818-5eb4-4c3d-a5f8-211a7aaf2950,INV00007070,1991,2024-12-06,08:27:53,7,MYR,Adyen,Completed,247.36,12.37,25.85,260.84,0.0,5.22,3,FLIGHT,REF15692105
PAY00007071,1ea204b0-78c4-4f51-a08f-afa357b8fb71,INV00007071,2520,2026-01-11,05:02:22,8,SGD,Adyen,Completed,1181.57,59.08,123.47,1245.96,0.0,24.92,6,HOTEL,REF90196742
PAY00007072,aff8b92a-27ab-4aa9-9987-b4cee99cae00,INV00007072,4915,2025-11-14,05:00:24,5,SGD,Stripe,Completed,424.21,21.21,44.33,447.33,0.0,8.95,0,HOTEL,REF42966268
PAY00007073,a2e3b52b-bfbe-4c2c-845c-a33f3cd07153,INV00007073,4329,2025-11-11,19:57:18,8,USD,Xendit,Completed,343.04,17.15,35.85,361.74,0.0,7.23,12,FLIGHT,REF93776313
PAY00007074,78e3d45e-3f7f-4867-aa54-568626db73d6,INV00007074,1033,2024-06-23,10:48:18,8,JPY,Midtrans,Completed,480.34,48.03,47.55,479.86,195.85,9.6,12,FLIGHT,REF12188291
PAY00007075,5324547c-0dcc-45db-9849-c23bc4147d21,INV00007075,3535,2025-02-05,22:35:10,5,SGD,Xendit,Completed,140.17,14.02,13.88,140.03,0.0,2.8,6,HOTEL,REF96422020
PAY00007076,af35b7f4-5e24-424f-a19d-8c0b993cddec,INV00007076,2543,2026-02-27,15:02:17,8,MYR,Stripe,Completed,1081.51,54.08,113.02,1140.45,0.0,22.81,6,HOTEL,REF69259680
PAY00007077,fa740bb0-2fda-4c41-a1dd-7e02f4ab4660,INV00007077,1809,2026-02-20,09:59:21,9,USD,Stripe,Completed,1026.13,0.0,112.87,1139.0,0.0,22.78,0,FLIGHT,REF80276699
PAY00007078,c0f1226a-40f7-4270-bf22-04614450346b,INV00007078,4617,2024-09-11,15:22:13,8,USD,Stripe,Completed,1026.96,51.35,107.32,1082.93,0.0,21.66,12,FLIGHT,REF34937342
PAY00007079,2370545a-eb47-47d8-8144-c9f0122e46cf,INV00007079,4783,2026-03-12,12:07:53,4,MYR,Adyen,Completed,720.02,0.0,79.2,799.22,0.0,15.98,6,FLIGHT,REF64794358
PAY00007080,f6aff7eb-011a-461d-a2a6-da55139cefe2,INV00007080,4665,2024-11-07,00:23:28,2,USD,Midtrans,Completed,655.95,0.0,72.15,728.1,0.0,14.56,6,HOTEL,REF62938145
PAY00007081,a89fab16-9545-422c-bc72-284fd9e1a52f,INV00007081,400,2025-07-14,01:36:28,8,MYR,Stripe,Completed,1387.68,138.77,137.38,1386.29,0.0,27.73,0,HOTEL,REF01890693
PAY00007082,b3e829de-38aa-4173-a575-e003a6079cea,INV00007082,4711,2025-08-04,15:41:08,5,IDR,Midtrans,Completed,1151.81,0.0,126.7,1278.51,0.0,25.57,0,FLIGHT,REF45579833
PAY00007083,565fef0f-7076-4df8-994b-e8898f7e4f50,INV00007083,3256,2024-12-13,08:46:30,2,SGD,PayPal,Completed,1360.67,68.03,142.19,1434.83,0.0,28.7,0,FLIGHT,REF16093455
PAY00007084,8b2d667e-31cb-4f4a-8b6d-fc03687f3676,INV00007084,4266,2025-09-14,16:11:08,2,THB,PayPal,Completed,1064.65,53.23,111.26,1122.68,0.0,22.45,12,FLIGHT,REF77506891
PAY00007085,3f31edb7-cf2d-4469-8c95-ee19881b22e5,INV00007085,3329,2024-06-10,08:14:50,9,IDR,Adyen,Completed,473.79,47.38,46.91,473.32,384.84,9.47,0,HOTEL,REF83452941
PAY00007086,233a03a3-cc12-48da-a987-bcf623f26382,INV00007086,4432,2024-06-24,17:59:44,8,SGD,Stripe,Completed,1174.81,58.74,122.77,1238.84,0.0,24.78,0,FLIGHT,REF23600552
PAY00007087,b2a12258-c76b-4cb6-8177-2d0dbc4f2c26,INV00007087,2166,2024-12-29,16:41:17,3,JPY,Xendit,Completed,716.27,71.63,70.91,715.55,0.0,14.31,0,HOTEL,REF40478582
PAY00007088,06c72057-e8dd-47d5-9bad-6c11ffe8eb64,INV00007088,2937,2025-06-09,02:45:50,6,USD,Xendit,Completed,347.88,17.39,36.35,366.84,0.0,7.34,3,HOTEL,REF90321936
PAY00007089,eecfb25f-cfcd-4b07-8ced-b351ea53b6dc,INV00007089,494,2025-08-27,17:33:59,1,MYR,Stripe,Pending,1085.49,0.0,119.4,1204.89,0.0,24.1,0,FLIGHT,REF20229084
PAY00007090,0521d7da-6e7f-4bc2-a151-75f1feafecde,INV00007090,1248,2025-06-03,18:37:50,7,USD,Midtrans,Completed,1296.42,64.82,135.48,1367.08,440.93,27.34,3,HOTEL,REF73576771
PAY00007091,74705bdf-e640-48ed-b641-312fbfeb53c9,INV00007091,2812,2025-09-19,20:18:03,2,MYR,Midtrans,Completed,1349.58,134.96,133.61,1348.23,0.0,26.96,6,FLIGHT,REF38303336
PAY00007092,02133ef8-aa1d-43be-91f4-5594b42406e0,INV00007092,3658,2025-05-27,04:51:11,9,JPY,Stripe,Completed,475.31,23.77,49.67,501.21,0.0,10.02,3,FLIGHT,REF31174485
PAY00007093,610bea10-8ed8-439d-8d52-24554c58ba4f,INV00007093,3519,2024-12-02,19:51:54,3,SGD,Midtrans,Completed,912.45,45.62,95.35,962.18,0.0,19.24,0,FLIGHT,REF72207787
PAY00007094,afc4f489-eb01-48cc-a7c4-899ad36b590a,INV00007094,4568,2025-05-22,12:38:18,9,THB,PayPal,Completed,195.67,0.0,21.52,217.19,0.0,4.34,0,HOTEL,REF43314248
PAY00007095,13dbd68f-1ce7-4ff7-b97e-762fc059a581,INV00007095,3902,2026-03-01,08:29:58,8,IDR,Midtrans,Completed,1180.97,59.05,123.41,1245.33,0.0,24.91,12,FLIGHT,REF04029514
PAY00007096,e93da559-2ba9-4c9c-b46e-f176e95bad31,INV00007096,4770,2024-10-25,12:27:40,4,THB,PayPal,Completed,528.2,52.82,52.29,527.67,0.0,10.55,3,FLIGHT,REF06954302
PAY00007097,a3cafc77-3ba0-4966-8f6c-1799a4b2d473,INV00007097,285,2025-08-06,02:03:32,8,IDR,Midtrans,Completed,1450.79,0.0,159.59,1610.38,0.0,32.21,0,FLIGHT,REF72312960
PAY00007098,4602bc88-6fa4-4122-b6df-666736410afb,INV00007098,857,2024-11-17,11:51:07,7,USD,Stripe,Completed,573.24,57.32,56.75,572.67,0.0,11.45,0,FLIGHT,REF42194804
PAY00007099,f5824e17-c327-48a3-a2a1-730163137ca1,INV00007099,4197,2026-04-25,07:52:06,9,THB,PayPal,Completed,391.23,39.12,38.73,390.84,0.0,7.82,6,HOTEL,REF09675224
PAY00007100,d68129d1-3d8f-46b3-89da-4d5f442ad733,INV00007100,2439,2025-04-15,20:00:42,7,JPY,Stripe,Completed,1371.85,68.59,143.36,1446.62,0.0,28.93,0,HOTEL,REF04207698
PAY00007101,0f5323da-8200-402e-a52f-bcf116da47a8,INV00007101,2517,2025-12-06,08:40:12,7,SGD,Midtrans,Completed,413.03,41.3,40.89,412.62,0.0,8.25,0,FLIGHT,REF30832913
PAY00007102,045aaa69-26eb-434b-af11-962b7a1b3cbd,INV00007102,3160,2025-04-08,03:24:59,5,JPY,Xendit,Pending,479.6,0.0,52.76,532.36,0.0,10.65,6,FLIGHT,REF47634275
PAY00007103,afdaf716-1421-4675-93b0-d1ffaf9a010d,INV00007103,3459,2025-06-23,00:26:02,1,THB,Xendit,Completed,1375.14,0.0,151.27,1526.41,0.0,30.53,6,FLIGHT,REF22023743
PAY00007104,79059b93-141a-448e-914c-1acc29e0ed2b,INV00007104,2226,2025-01-15,21:54:23,8,SGD,Stripe,Completed,525.16,26.26,54.88,553.78,0.0,11.08,12,FLIGHT,REF79074056
PAY00007105,a2022b81-5ddd-4e58-a007-10d8b22d8f99,INV00007105,86,2025-04-26,02:23:34,1,JPY,Stripe,Completed,1033.76,51.69,108.03,1090.1,0.0,21.8,0,HOTEL,REF30937273
PAY00007106,cac8a356-3a46-41b4-a1d2-148e382f2b58,INV00007106,2512,2025-01-20,04:50:26,5,SGD,Xendit,Completed,949.36,0.0,104.43,1053.79,0.0,21.08,0,FLIGHT,REF32187280
PAY00007107,4a16b6bf-0275-46a3-b955-1f0a756bb75a,INV00007107,416,2026-04-13,00:36:29,2,THB,PayPal,Completed,1138.85,56.94,119.01,1200.92,0.0,24.02,12,FLIGHT,REF97353721
PAY00007108,fc298828-cb2f-4d95-b266-dc2942a5e6ba,INV00007108,3707,2025-08-11,17:24:25,9,SGD,Adyen,Completed,1383.41,69.17,144.57,1458.81,0.0,29.18,6,FLIGHT,REF20072370
PAY00007109,93f6c7b9-d25d-4132-81c0-f521954671cd,INV00007109,1245,2025-05-22,02:08:16,6,USD,Midtrans,Completed,167.93,16.79,16.63,167.77,0.0,3.36,6,FLIGHT,REF76277948
PAY00007110,7f68e0ff-2402-45f6-81b2-8a124ea51105,INV00007110,1679,2025-12-06,06:07:14,9,JPY,Adyen,Completed,1445.96,144.6,143.15,1444.51,0.0,28.89,12,FLIGHT,REF99155818
PAY00007111,972e35ff-30d1-419c-8224-e37d6bdeb99e,INV00007111,803,2024-07-05,11:24:57,2,JPY,Adyen,Completed,890.5,44.53,93.06,939.03,0.0,18.78,0,HOTEL,REF23008270
PAY00007112,fb75d57f-d04c-4aed-8eca-e9762d170726,INV00007112,1386,2025-02-25,03:15:27,9,SGD,PayPal,Completed,168.75,16.88,16.71,168.58,0.0,3.37,6,HOTEL,REF15072516
PAY00007113,1800971d-d2d4-4875-b77f-48d8e5cf0f7a,INV00007113,403,2025-01-31,10:31:30,1,SGD,Adyen,Completed,712.35,71.23,70.52,711.64,0.0,14.23,0,FLIGHT,REF92514830
PAY00007114,5f9580a4-9e1f-48ff-aaad-4343f3e1f5be,INV00007114,3619,2024-06-02,23:18:11,1,JPY,Midtrans,Failed,134.81,6.74,14.09,142.16,0.0,2.84,3,FLIGHT,REF74472088
PAY00007115,3010cc53-7c1f-4ee6-82e5-fbbd9f6bfb64,INV00007115,1062,2026-05-07,11:09:45,5,JPY,Adyen,Completed,576.44,0.0,63.41,639.85,0.0,12.8,3,HOTEL,REF63305041
PAY00007116,5778c5bd-c21b-426f-969b-e1b8d669508b,INV00007116,4627,2025-03-29,02:11:34,9,THB,Midtrans,Completed,482.89,24.14,50.46,509.21,0.0,10.18,0,HOTEL,REF19252073
PAY00007117,f0a61f76-1cdc-473b-a6d1-5488fe2388fb,INV00007117,2339,2026-02-02,04:06:13,8,USD,Xendit,Completed,762.37,76.24,75.47,761.6,0.0,15.23,0,FLIGHT,REF02939917
PAY00007118,7e76ae22-deaf-40a1-89f4-9c84ce8a9a26,INV00007118,2212,2025-06-04,11:46:46,9,THB,Adyen,Completed,1242.69,0.0,136.7,1379.39,0.0,27.59,0,FLIGHT,REF01604504
PAY00007119,6262395e-73af-45d8-bf3b-fe64d5b98248,INV00007119,2089,2025-02-23,16:53:54,8,THB,PayPal,Completed,533.46,26.67,55.75,562.54,0.0,11.25,0,FLIGHT,REF87700905
PAY00007120,1ffeaa7c-3ca0-45f6-a6a4-70d3c6620000,INV00007120,2229,2026-03-21,08:48:01,8,MYR,Midtrans,Completed,895.12,89.51,88.62,894.23,0.0,17.88,12,HOTEL,REF47027342
PAY00007121,b265284f-ea30-4e9a-80b0-1291b4e76c57,INV00007121,210,2025-07-23,11:04:56,8,USD,PayPal,Completed,812.52,0.0,89.38,901.9,0.0,18.04,0,FLIGHT,REF63939452
PAY00007122,26302e69-d183-4b9a-b8bb-1933c8a93edc,INV00007122,4014,2026-01-31,04:04:10,6,JPY,Adyen,Pending,326.39,32.64,32.31,326.06,0.0,6.52,0,HOTEL,REF62873514
PAY00007123,bf26f9ac-78ac-4eef-884c-30b859b2d4a2,INV00007123,472,2024-06-02,03:50:55,2,JPY,Adyen,Refunded,1474.28,147.43,145.95,1472.8,0.0,29.46,0,HOTEL,REF86727932
PAY00007124,a59f5ed3-20a7-4816-b1d8-d4059148a021,INV00007124,2429,2026-05-05,17:12:45,1,IDR,Xendit,Completed,376.7,18.84,39.36,397.22,0.0,7.94,0,HOTEL,REF06570053
PAY00007125,183ac62c-3a25-4dc1-8eff-3ddd37fcbfb7,INV00007125,547,2024-11-21,15:29:01,1,JPY,Midtrans,Completed,1249.17,124.92,123.67,1247.92,0.0,24.96,0,HOTEL,REF68923961
PAY00007126,d4576a22-7469-4e71-bc1e-3c45bb8d1109,INV00007126,3470,2025-02-01,01:29:43,4,USD,Adyen,Completed,528.45,26.42,55.22,557.25,0.0,11.14,3,HOTEL,REF62144439
PAY00007127,04489b0c-5204-4e17-86e8-bf406a93b408,INV00007127,181,2024-10-13,07:35:04,1,MYR,Adyen,Refunded,563.03,28.15,58.84,593.72,0.0,11.87,0,HOTEL,REF46212768
PAY00007128,4a56bee9-9f75-4306-b2c9-4ff81411d85e,INV00007128,4215,2025-06-12,21:25:23,1,JPY,Stripe,Completed,683.03,34.15,71.38,720.26,0.0,14.41,0,FLIGHT,REF84749919
PAY00007129,86ba9cf4-ab62-4b29-b32d-731a3377d6b8,INV00007129,2542,2024-08-20,19:33:52,3,IDR,Midtrans,Completed,1249.41,0.0,137.44,1386.85,0.0,27.74,0,FLIGHT,REF46941051
PAY00007130,338a57b6-a015-47f2-888b-eddc8e6f9c73,INV00007130,4384,2025-08-12,11:35:21,3,IDR,Stripe,Completed,69.46,0.0,7.64,77.1,0.0,1.54,0,FLIGHT,REF33241999
PAY00007131,f0265144-74fa-4b76-8ccc-97b5f7041532,INV00007131,4650,2025-01-03,11:23:16,6,IDR,Adyen,Completed,1180.32,118.03,116.85,1179.14,990.39,23.58,0,FLIGHT,REF82778039
PAY00007132,d4d4c701-8f9e-4aa3-b79f-203eb2fe0633,INV00007132,2572,2024-11-29,13:37:26,9,JPY,Adyen,Completed,144.8,7.24,15.13,152.69,0.0,3.05,0,HOTEL,REF11068287
PAY00007133,3de39488-18ce-466a-9237-953a51b14117,INV00007133,2802,2025-07-24,05:41:27,8,IDR,Midtrans,Completed,1425.28,0.0,156.78,1582.06,0.0,31.64,12,HOTEL,REF50940148
PAY00007134,22438bc0-4f9f-4bfe-8fec-0284f985f582,INV00007134,4215,2025-02-10,21:43:51,6,USD,PayPal,Completed,1076.29,107.63,106.55,1075.21,0.0,21.5,0,FLIGHT,REF68640675
PAY00007135,ca1a892f-fceb-42d9-93b4-fdf5c45e0db1,INV00007135,1346,2026-04-10,14:02:16,3,JPY,Stripe,Completed,835.13,0.0,91.86,926.99,0.0,18.54,3,FLIGHT,REF10606281
PAY00007136,7ac6f8ba-187b-4f68-a611-7ecbd2b6a4fc,INV00007136,3341,2025-04-17,15:31:01,9,IDR,Midtrans,Pending,1438.89,143.89,142.45,1437.45,1288.64,28.75,0,FLIGHT,REF45602957
PAY00007137,01db22ee-ebe3-4a7a-a95a-74d41ea864ff,INV00007137,1870,2025-06-13,02:55:22,4,THB,Stripe,Pending,983.49,0.0,108.18,1091.67,0.0,21.83,3,HOTEL,REF64734939
PAY00007138,b3bc6ff2-a15d-4340-af3f-9644e9c0b88b,INV00007138,1016,2025-06-11,14:00:40,6,IDR,PayPal,Completed,281.25,28.12,27.84,280.97,0.0,5.62,12,HOTEL,REF34439516
PAY00007139,f7f94c13-864e-443f-b72e-f5dc52734abd,INV00007139,2621,2026-03-26,02:32:30,8,JPY,Stripe,Completed,851.68,85.17,84.32,850.83,0.0,17.02,0,FLIGHT,REF30049605
PAY00007140,278d5cbb-095e-4974-a86d-2be92a617258,INV00007140,3706,2024-12-16,15:47:04,9,USD,Midtrans,Completed,1403.74,0.0,154.41,1558.15,0.0,31.16,3,HOTEL,REF60725513
PAY00007141,d401f7c0-d675-4745-bbe0-1b3ba0d4d2c0,INV00007141,316,2025-06-06,13:24:30,4,SGD,Stripe,Completed,1325.02,132.5,131.18,1323.7,0.0,26.47,0,FLIGHT,REF94747124
PAY00007142,a3f28e49-268f-4c27-bed0-60bfc529dbf7,INV00007142,3560,2026-02-20,10:39:39,9,MYR,Adyen,Completed,176.82,8.84,18.48,186.46,0.0,3.73,0,FLIGHT,REF01100612
PAY00007143,80726426-6959-40bb-a55f-a7e894a53c05,INV00007143,1236,2025-07-06,20:41:23,6,SGD,Adyen,Completed,970.33,97.03,96.06,969.36,0.0,19.39,6,FLIGHT,REF79928683
PAY00007144,b4692a8a-ed08-4092-8ea5-c000e48a9b1d,INV00007144,875,2024-08-04,13:19:01,3,SGD,Adyen,Completed,169.08,8.45,17.67,178.3,0.0,3.57,3,FLIGHT,REF99208754
PAY00007145,80ab9ef5-6d71-4fbf-93b8-a4a2d6e28a8b,INV00007145,1072,2026-05-13,19:48:14,9,JPY,Midtrans,Completed,1315.89,65.79,137.51,1387.61,0.0,27.75,12,FLIGHT,REF74036734
PAY00007146,f547f7d4-f8c0-4457-8ca8-6544c3aecdb7,INV00007146,4113,2024-11-11,17:43:11,3,JPY,Adyen,Completed,1409.04,140.9,139.5,1407.64,0.0,28.15,0,FLIGHT,REF26048458
PAY00007147,5d743125-7b66-4eab-89ae-0f310bd6445a,INV00007147,505,2025-07-06,17:36:20,9,MYR,Midtrans,Completed,629.06,31.45,65.74,663.35,0.0,13.27,0,FLIGHT,REF58193305
PAY00007148,fc35cd65-32b7-4a3f-9286-1147652a9e42,INV00007148,580,2025-03-30,19:46:34,5,USD,Midtrans,Completed,163.39,16.34,16.18,163.23,0.0,3.26,12,FLIGHT,REF72809878
PAY00007149,943e20ee-6896-4249-9250-18b81db62591,INV00007149,131,2025-10-04,16:38:07,1,SGD,Midtrans,Completed,1187.6,59.38,124.1,1252.32,0.0,25.05,3,FLIGHT,REF83623944
PAY00007150,411b49fb-baaa-40fe-984e-c41bae205617,INV00007150,3506,2024-10-22,16:23:26,3,USD,Midtrans,Completed,799.82,0.0,87.98,887.8,0.0,17.76,6,HOTEL,REF37699275
PAY00007151,446ff419-0751-4622-bbc7-1c74deb9a444,INV00007151,2015,2026-05-09,13:21:39,5,THB,Stripe,Pending,1377.46,68.87,143.94,1452.53,0.0,29.05,0,HOTEL,REF38504090
PAY00007152,e9833fa0-737f-44b7-bd96-bcccf726afc6,INV00007152,2922,2025-03-08,11:52:30,8,SGD,Midtrans,Completed,1304.16,130.42,129.11,1302.85,864.42,26.06,0,FLIGHT,REF20023407
PAY00007153,bf112284-6ce7-46ff-9bc2-06f2027a882a,INV00007153,2857,2025-03-07,14:51:02,9,USD,Xendit,Completed,72.35,7.23,7.16,72.28,0.0,1.45,3,FLIGHT,REF15634667
PAY00007154,b732f8c4-da54-4a4d-9763-747de78c1b62,INV00007154,1935,2024-10-22,07:44:37,1,JPY,Midtrans,Completed,122.85,0.0,13.51,136.36,0.0,2.73,0,HOTEL,REF09686787
PAY00007155,acad4269-58ff-4700-bef3-5879903ea389,INV00007155,4958,2024-10-15,19:05:55,2,MYR,Stripe,Completed,1350.09,135.01,133.66,1348.74,0.0,26.97,12,HOTEL,REF01571849
PAY00007156,d9149f78-990c-4e4c-bb27-e04d0d633494,INV00007156,2912,2025-10-04,10:01:15,6,USD,Adyen,Failed,1018.24,101.82,100.81,1017.23,0.0,20.34,0,FLIGHT,REF06111843
PAY00007157,d31a53d1-491d-4cc4-b36a-7722c114faa9,INV00007157,4864,2025-02-26,21:51:27,5,USD,Adyen,Completed,1055.61,0.0,116.12,1171.73,0.0,23.43,0,FLIGHT,REF65552312
PAY00007158,ff0aa7d3-6ec1-4716-81cd-02767a0ed001,INV00007158,4321,2026-04-21,19:31:55,1,SGD,Midtrans,Completed,1195.19,119.52,118.32,1193.99,0.0,23.88,0,HOTEL,REF90050778
PAY00007159,c3876e2e-0c1b-4b67-a48f-936fcdf27e36,INV00007159,3836,2024-06-20,07:07:54,1,SGD,Stripe,Completed,1325.59,132.56,131.23,1324.26,0.0,26.49,0,FLIGHT,REF46444707
PAY00007160,2da19880-3022-4c60-a9e0-b6f394b5d18d,INV00007160,4523,2026-05-21,22:21:02,4,SGD,Midtrans,Completed,542.22,54.22,53.68,541.68,0.0,10.83,6,FLIGHT,REF98615712
PAY00007161,0e02c4d9-cd72-4b4e-8320-ed162e06b642,INV00007161,3016,2024-08-31,10:01:03,4,IDR,Xendit,Completed,844.25,42.21,88.22,890.26,0.0,17.81,0,HOTEL,REF82867630
PAY00007162,9a589ec1-8495-42ea-bccd-cfe1c05ef75d,INV00007162,305,2025-11-03,17:00:45,9,IDR,Adyen,Completed,1068.99,106.9,105.83,1067.92,0.0,21.36,0,FLIGHT,REF93402277
PAY00007163,9743b516-2772-4897-be4f-2600ac2bd50d,INV00007163,4724,2024-09-13,17:49:25,8,USD,Adyen,Completed,146.03,7.3,15.26,153.99,0.0,3.08,3,HOTEL,REF66695842
PAY00007164,33e926ea-3959-422a-ad9b-7f42f9b952f4,INV00007164,1247,2025-05-01,05:05:48,6,IDR,Xendit,Completed,1442.16,144.22,142.77,1440.71,0.0,28.81,0,HOTEL,REF53828594
PAY00007165,d0a84f25-ae0b-47c4-b863-5406d0e9e3f1,INV00007165,2002,2025-06-13,18:29:49,4,SGD,Stripe,Completed,317.72,0.0,34.95,352.67,0.0,7.05,12,FLIGHT,REF65067348
PAY00007166,3d3c38a9-cce2-4f07-9251-3a7efa71797c,INV00007166,4768,2025-07-19,07:45:32,6,IDR,Adyen,Completed,701.07,0.0,77.12,778.19,0.0,15.56,0,HOTEL,REF63418288
PAY00007167,ac746d2d-ba1f-4da4-bb64-9d57a83a2124,INV00007167,3591,2025-08-01,04:30:34,1,JPY,Stripe,Pending,680.73,0.0,74.88,755.61,0.0,15.11,0,FLIGHT,REF35495609
PAY00007168,7c36d2b2-8cc6-407e-9cd1-2cb7b8fdba5d,INV00007168,526,2025-08-25,07:11:08,3,JPY,Midtrans,Completed,1083.94,108.39,107.31,1082.86,0.0,21.66,6,FLIGHT,REF07643202
PAY00007169,3cbee2ae-6c20-4848-9f13-04ab2a1ac289,INV00007169,190,2025-10-18,01:30:19,1,USD,Adyen,Completed,1375.61,137.56,136.19,1374.24,0.0,27.48,0,HOTEL,REF22528838
PAY00007170,b526bb66-30aa-4c37-abf0-279bf324c361,INV00007170,51,2024-09-27,20:41:12,3,SGD,Xendit,Completed,233.05,11.65,24.35,245.75,0.0,4.92,6,FLIGHT,REF86907202
PAY00007171,bd89c4b0-b258-4b95-9f14-cb8a850a23ed,INV00007171,3618,2024-11-16,09:23:25,3,SGD,PayPal,Completed,1216.73,121.67,120.46,1215.52,0.0,24.31,0,FLIGHT,REF70922418
PAY00007172,f675f470-c8d8-4b73-a74f-f85f54a56277,INV00007172,3468,2025-09-28,01:57:57,6,MYR,Stripe,Completed,644.93,32.25,67.39,680.07,0.0,13.6,0,HOTEL,REF28423253
PAY00007173,b58d5a14-8279-4206-923b-fb67cf796f32,INV00007173,3233,2025-02-18,23:00:37,5,SGD,Xendit,Completed,781.94,78.19,77.41,781.16,0.0,15.62,6,HOTEL,REF17573370
PAY00007174,0e1a6bfd-bbd5-4783-aadb-0a38bf397811,INV00007174,1017,2024-11-18,17:37:54,9,SGD,Adyen,Completed,868.85,86.89,86.02,867.98,0.0,17.36,0,FLIGHT,REF84349153
PAY00007175,5fd8b6bc-2e10-4b9c-bff3-f0064182788e,INV00007175,4341,2025-10-05,20:56:42,5,MYR,Xendit,Completed,75.85,0.0,8.34,84.19,0.0,1.68,0,FLIGHT,REF48349335
PAY00007176,c73839fd-c790-4c67-abef-caf9e5ba306f,INV00007176,3364,2024-08-02,02:41:46,2,USD,Xendit,Completed,248.59,12.43,25.98,262.14,0.0,5.24,0,FLIGHT,REF89610915
PAY00007177,37f1760a-1fab-41b5-8a15-a45db371e61e,INV00007177,3924,2024-07-23,04:04:21,6,SGD,Adyen,Completed,1197.79,59.89,125.17,1263.07,0.0,25.26,12,FLIGHT,REF71338610
PAY00007178,4bb710d3-a869-42de-a0dd-9286466a1e68,INV00007178,1004,2024-12-13,10:02:55,6,USD,Xendit,Completed,1391.98,139.2,137.81,1390.59,0.0,27.81,0,FLIGHT,REF36666060
PAY00007179,6cf6556c-0a13-4780-9a7e-841c3527e4b9,INV00007179,2968,2025-11-19,19:35:06,3,SGD,Adyen,Completed,498.63,49.86,49.36,498.13,0.0,9.96,0,FLIGHT,REF97161331
PAY00007180,652d88e9-27bd-4e02-b5aa-164e5b711d82,INV00007180,4203,2025-08-04,22:07:29,6,IDR,Xendit,Refunded,850.82,0.0,93.59,944.41,0.0,18.89,6,FLIGHT,REF51579825
