guest_id,customer_key,loyalty_tier,preferred_room_type,special_requests,created_at,updated_at
CUS0006989,7564,BLUE,SUP,,2021-11-06 19:30:46,2021-11-06 19:30:46
CUS0006990,7565,BLUE,SUT,,2021-09-15 18:16:52,2021-09-15 18:16:52
CUS0006991,7566,SILVER,SUP,Non-smoking,2021-06-12 10:58:18,2021-09-26 14:50:40
CUS0006992,7567,SILVER,SUP,Near elevator,2022-04-29 20:26:47,2022-06-20 12:33:37
CUS0006993,7569,BLUE,SUT,Near elevator,2023-05-16 17:21:48,2023-11-15 22:23:03
CUS0006994,7570,SILVER,DLX,Non-smoking,2022-05-19 16:20:53,2025-07-16 07:24:56
CUS0006995,7571,BLUE,SUP,,2022-07-21 11:45:43,2022-07-21 11:45:43
CUS0006996,7572,BLUE,DLX,,2022-08-16 09:57:27,2025-07-28 20:01:38
CUS0006997,7573,GOLD,DLX,,2022-07-30 06:17:04,2023-06-06 08:29:56
CUS0006998,7574,SILVER,DLX,,2022-08-08 17:32:40,2023-02-17 10:12:52
CUS0006999,7575,BLUE,STD,Non-smoking,2023-03-22 04:33:29,2025-11-06 18:03:54
CUS0007000,7577,BLUE,SUP,,2022-03-27 15:23:03,2022-03-27 15:23:03
CUS0007001,7578,BLUE,STD,King bed,2023-01-18 21:41:43,2024-02-10 13:28:23
CUS0007002,7580,SILVER,SUP,High floor,2024-10-09 22:32:38,2025-04-23 15:27:17
CUS0007003,7581,SILVER,STD,,2021-07-22 20:35:18,2023-09-05 18:52:05
CUS0007004,7582,BLUE,SUP,Non-smoking,2022-03-12 17:24:05,2026-05-17 09:35:06
CUS0007005,7583,GOLD,EXE,,2023-04-23 19:01:55,2024-05-29 21:54:42
CUS0007006,7584,BLUE,SUT,High floor,2021-09-27 11:59:06,2025-11-20 05:38:52
CUS0007007,7585,GOLD,DLX,High floor,2022-03-21 00:51:58,2022-03-21 00:51:58
CUS0007008,7586,BLUE,DLX,,2021-10-31 12:17:44,2022-04-25 23:00:42
CUS0007009,7587,BLUE,SUT,Near elevator,2021-09-09 02:06:10,2025-09-22 06:40:00
CUS0007010,7588,SILVER,SUP,High floor,2022-02-18 23:25:27,2024-03-08 10:04:33
CUS0007011,7589,SILVER,SUP,Near elevator,2021-07-07 08:52:06,2024-11-09 23:49:47
CUS0007012,7590,BLUE,EXE,,2023-04-05 23:42:03,2024-01-03 18:58:00
CUS0007013,7591,BLUE,STD,,2022-06-04 16:22:57,2022-06-04 16:22:57
CUS0007014,7592,BLUE,DLX,King bed,2021-11-24 18:19:38,2023-08-26 13:36:09
CUS0007015,7593,SILVER,EXE,Near elevator,2022-05-19 20:02:16,2024-02-23 12:42:57
CUS0007016,7594,BLUE,SUT,,2021-11-21 03:47:51,2025-01-16 21:05:25
CUS0007017,7595,GOLD,STD,,2021-10-27 20:41:29,2021-10-27 20:41:29
CUS0007018,7597,SILVER,SUP,Near elevator,2024-02-23 22:27:12,2024-12-14 03:51:52
CUS0007019,7598,SILVER,SUP,,2023-03-30 00:12:46,2026-02-07 02:03:04
CUS0007020,7599,BLUE,EXE,King bed,2023-03-12 00:50:04,2023-03-12 00:50:04
CUS0007021,7600,SILVER,DLX,,2022-12-15 04:46:53,2025-03-12 13:42:56
CUS0007022,7602,BLUE,STD,Near elevator,2023-06-01 08:09:04,2025-11-02 03:56:54
CUS0007023,7603,BLUE,SUT,Near elevator,2021-09-29 03:58:06,2021-09-29 03:58:06
CUS0007024,7604,BLUE,EXE,High floor,2022-05-05 14:34:30,2025-12-20 15:24:51
CUS0007025,7605,SILVER,DLX,High floor,2021-09-21 10:37:38,2025-07-12 03:07:44
CUS0007026,7606,BLUE,STD,Near elevator,2021-12-16 02:14:34,2021-12-16 02:14:34
CUS0007027,7607,GOLD,SUT,King bed,2022-05-11 20:08:32,2025-01-15 22:43:04
CUS0007028,7608,SILVER,STD,High floor,2021-10-06 11:45:21,2024-11-21 23:45:59
CUS0007029,7609,BLUE,STD,High floor,2023-04-21 13:23:57,2025-04-13 21:08:24
CUS0007030,7610,SILVER,SUT,King bed,2023-02-20 18:25:44,2023-02-20 18:25:44
CUS0007031,7611,BLUE,SUP,Near elevator,2022-04-09 18:16:05,2022-04-09 18:16:05
CUS0007032,7612,PLATINUM,DLX,,2022-11-14 20:21:25,2024-10-27 10:14:26
CUS0007033,7614,BLUE,SUP,Non-smoking,2022-07-13 05:53:20,2022-07-13 05:53:20
CUS0007034,7615,SILVER,DLX,,2021-11-06 06:23:43,2024-06-17 20:00:20
CUS0007035,7617,BLUE,SUT,Near elevator,2024-01-19 00:54:34,2026-03-28 03:02:33
CUS0007036,7618,BLUE,SUT,,2022-02-16 16:48:08,2023-06-28 18:51:22
CUS0007037,7619,SILVER,SUT,Non-smoking,2021-07-25 05:10:10,2024-04-05 03:58:43
CUS0007038,7620,BLUE,DLX,King bed,2022-01-15 21:47:36,2025-06-21 19:30:16
CUS0007039,7621,BLUE,SUT,,2023-04-27 22:22:42,2024-06-09 03:26:26
CUS0007040,7622,BLUE,STD,Non-smoking,2022-02-15 07:44:32,2024-06-09 23:16:37
CUS0007041,7623,BLUE,STD,,2023-02-20 22:27:47,2024-02-10 05:02:47
CUS0007042,7624,BLUE,SUT,,2023-05-27 05:03:39,2024-03-22 10:59:10
CUS0007043,7625,BLUE,EXE,,2022-04-29 09:37:35,2024-02-28 05:54:22
CUS0007044,7626,SILVER,DLX,,2022-07-04 17:42:04,2025-05-24 11:29:57
CUS0007045,7627,BLUE,EXE,King bed,2021-07-12 02:38:25,2022-02-20 21:05:29
CUS0007046,7628,BLUE,EXE,,2021-07-27 07:23:52,2021-07-27 07:23:52
CUS0007047,7629,BLUE,STD,,2021-08-27 13:35:58,2026-05-21 00:46:17
CUS0007048,7630,BLUE,EXE,High floor,2021-12-23 10:40:56,2025-07-22 17:15:18
CUS0007049,7631,BLUE,DLX,,2023-04-12 02:15:55,2025-07-04 08:11:20
CUS0007050,7632,BLUE,EXE,,2023-04-10 10:36:02,2023-04-20 11:02:20
CUS0007051,7633,BLUE,EXE,,2022-11-06 21:03:34,2022-11-06 21:03:34
CUS0007052,7634,PLATINUM,SUP,,2021-10-05 11:44:37,2025-08-01 04:17:47
CUS0007053,7635,SILVER,EXE,,2022-12-29 07:20:52,2022-12-29 07:20:52
CUS0007054,7636,SILVER,EXE,Non-smoking,2022-12-19 11:38:07,2026-04-27 01:19:26
CUS0007055,7637,BLUE,EXE,High floor,2021-06-30 10:05:55,2023-01-26 16:16:38
CUS0007056,7638,BLUE,STD,,2021-06-27 22:06:45,2021-06-27 22:06:45
CUS0007057,7639,BLUE,DLX,Near elevator,2023-04-26 21:24:44,2023-12-26 18:20:43
CUS0007058,7640,BLUE,SUP,Near elevator,2021-08-17 18:00:00,2021-08-17 18:00:00
CUS0007059,7641,BLUE,EXE,Non-smoking,2021-06-19 18:45:22,2021-06-19 18:45:22
CUS0007060,7642,BLUE,EXE,,2021-10-12 06:37:24,2026-03-25 05:54:54
CUS0007061,7643,BLUE,DLX,High floor,2022-03-26 18:37:45,2024-02-08 15:35:52
CUS0007062,7644,GOLD,SUP,Non-smoking,2023-01-26 06:50:54,2023-01-26 06:50:54
CUS0007063,7645,GOLD,EXE,,2021-11-23 13:12:57,2022-01-13 01:55:41
CUS0007064,7646,BLUE,SUT,Non-smoking,2022-11-07 19:33:41,2023-03-11 19:52:59
CUS0007065,7647,BLUE,SUP,King bed,2023-01-26 00:14:17,2023-12-19 03:39:31
CUS0007066,7648,GOLD,SUT,King bed,2022-03-10 23:25:44,2024-02-17 22:04:44
CUS0007067,7650,SILVER,STD,Near elevator,2024-05-16 04:09:36,2025-02-04 22:13:16
CUS0007068,7651,BLUE,EXE,,2021-06-15 22:13:53,2022-03-14 04:10:46
CUS0007069,7652,BLUE,STD,Non-smoking,2023-01-18 23:21:29,2024-02-02 00:08:36
CUS0007070,7653,SILVER,STD,Near elevator,2022-05-01 15:26:42,2025-12-26 23:54:22
CUS0007071,7654,SILVER,DLX,Near elevator,2022-05-19 21:34:21,2022-11-21 01:30:53
CUS0007072,7655,BLUE,EXE,,2023-03-30 13:46:27,2026-04-21 04:41:00
CUS0007073,7656,BLUE,DLX,King bed,2023-05-05 18:19:05,2023-05-05 18:19:05
CUS0007074,7657,BLUE,SUT,King bed,2022-02-17 21:53:46,2022-02-17 21:53:46
CUS0007075,7658,SILVER,SUT,Non-smoking,2021-11-30 00:12:10,2025-01-20 06:54:38
CUS0007076,7659,GOLD,SUP,Non-smoking,2021-11-28 05:09:05,2025-06-18 14:14:39
CUS0007077,7660,BLUE,SUP,King bed,2022-09-26 17:08:29,2023-10-22 07:12:51
CUS0007078,7661,SILVER,SUT,,2023-04-24 01:12:30,2023-04-27 07:25:09
CUS0007079,7662,BLUE,SUP,Near elevator,2022-06-04 19:56:11,2025-11-26 04:01:21
CUS0007080,7663,BLUE,SUP,High floor,2023-05-21 18:43:01,2023-11-28 02:45:46
CUS0007081,7664,SILVER,DLX,Non-smoking,2023-03-04 21:09:32,2023-04-29 07:29:41
CUS0007082,7665,SILVER,DLX,,2022-09-13 09:24:28,2024-12-02 00:36:42
CUS0007083,7667,BLUE,SUP,,2024-02-19 16:55:13,2024-02-19 16:55:13
CUS0007084,7668,BLUE,SUT,High floor,2022-06-01 08:27:20,2025-10-11 20:47:49
CUS0007085,7669,BLUE,SUP,,2022-03-23 03:03:53,2023-08-18 05:45:44
CUS0007086,7670,BLUE,DLX,,2021-06-26 19:43:50,2021-06-26 19:43:50
CUS0007087,7671,BLUE,STD,Near elevator,2022-04-27 03:31:29,2025-04-09 02:47:39
CUS0007088,7672,BLUE,STD,,2022-05-11 09:42:24,2022-05-11 09:42:24
CUS0007089,7673,BLUE,SUP,King bed,2022-06-26 05:45:41,2025-03-04 11:05:17
CUS0007090,7674,GOLD,SUP,,2021-08-14 07:00:38,2025-11-18 13:31:55
CUS0007091,7676,SILVER,SUT,,2023-06-22 11:05:00,2023-11-16 01:01:56
CUS0007092,7677,BLUE,EXE,,2022-12-11 17:15:59,2026-02-21 19:46:01
CUS0007093,7678,BLUE,SUP,High floor,2023-02-27 21:36:47,2026-02-17 23:24:48
CUS0007094,7679,BLUE,STD,,2021-06-12 23:23:42,2021-06-12 23:23:42
CUS0007095,7681,BLUE,STD,Non-smoking,2023-05-10 21:25:18,2024-10-05 13:19:34
CUS0007096,7682,BLUE,STD,,2023-04-03 23:04:29,2026-03-16 15:33:44
CUS0007097,7684,BLUE,DLX,,2022-02-21 11:22:51,2022-02-21 11:22:51
CUS0007098,7685,SILVER,STD,Non-smoking,2021-10-24 17:54:50,2026-03-12 11:01:19
CUS0007099,7686,BLUE,EXE,High floor,2022-04-30 11:00:48,2022-04-30 11:00:48
CUS0007100,7687,PLATINUM,SUT,,2022-07-25 22:17:51,2024-05-26 00:24:43
CUS0007101,7688,BLUE,STD,Near elevator,2022-11-12 14:29:43,2025-01-18 07:24:08
CUS0007102,7689,BLUE,SUP,Non-smoking,2022-11-26 18:16:30,2025-09-27 12:30:22
CUS0007103,7690,BLUE,SUP,,2023-03-01 19:52:18,2024-12-14 06:27:22
CUS0007104,7691,BLUE,STD,High floor,2021-12-21 05:16:16,2022-09-20 13:22:32
CUS0007105,7692,SILVER,EXE,Near elevator,2022-02-25 20:39:04,2022-06-30 03:36:55
CUS0007106,7693,BLUE,EXE,Near elevator,2022-02-25 09:36:16,2025-07-30 07:57:41
CUS0007107,7695,BLUE,DLX,,2024-08-15 13:26:47,2025-07-30 23:30:48
CUS0007108,7696,BLUE,SUT,,2021-11-17 23:24:02,2021-11-17 23:24:02
CUS0007109,7697,PLATINUM,STD,King bed,2022-07-21 11:24:39,2022-07-21 11:24:39
CUS0007110,7698,BLUE,DLX,,2022-04-11 01:12:52,2022-10-10 07:49:29
CUS0007111,7699,BLUE,SUT,Near elevator,2021-08-04 18:45:14,2021-08-04 18:45:14
CUS0007112,7700,BLUE,SUT,,2021-10-17 22:54:18,2023-09-02 04:11:56
CUS0007113,7701,BLUE,SUP,Non-smoking,2023-01-02 20:10:17,2023-01-02 20:10:17
CUS0007114,7702,SILVER,SUP,High floor,2021-06-19 16:32:08,2023-11-05 11:38:54
CUS0007115,7704,PLATINUM,SUT,,2023-04-07 06:32:12,2025-03-18 20:48:07
CUS0007116,7705,BLUE,DLX,Near elevator,2022-05-25 20:42:47,2024-03-27 21:19:44
CUS0007117,7706,BLUE,SUT,Non-smoking,2021-11-28 07:58:07,2021-11-28 07:58:07
CUS0007118,7707,GOLD,SUT,,2022-02-24 08:38:53,2025-02-04 08:19:43
CUS0007119,7708,BLUE,SUP,King bed,2023-02-23 23:15:50,2023-02-24 14:37:10
CUS0007120,7709,BLUE,DLX,,2022-12-06 19:34:43,2022-12-06 19:34:43
CUS0007121,7710,BLUE,DLX,,2021-12-14 05:46:57,2024-01-17 14:20:17
CUS0007122,7711,BLUE,DLX,High floor,2022-03-14 10:13:19,2023-08-08 02:02:40
CUS0007123,7712,SILVER,STD,,2021-06-16 18:25:57,2021-10-01 07:17:53
CUS0007124,7713,BLUE,STD,,2022-08-28 13:18:40,2023-04-15 01:41:12
CUS0007125,7714,BLUE,EXE,,2021-10-08 00:07:39,2025-06-21 17:20:40
CUS0007126,7715,BLUE,SUP,Near elevator,2021-08-09 06:45:00,2021-08-09 06:45:00
CUS0007127,7716,BLUE,STD,,2022-02-05 19:32:08,2026-05-22 15:40:48
CUS0007128,7717,BLUE,DLX,Non-smoking,2023-03-10 18:56:31,2024-07-30 02:29:00
CUS0007129,7718,SILVER,STD,Non-smoking,2022-09-04 14:26:45,2026-03-22 19:52:33
CUS0007130,7719,BLUE,SUT,,2021-07-22 09:27:44,2021-07-22 09:27:44
CUS0007131,7721,BLUE,EXE,Non-smoking,2024-08-19 20:10:07,2024-08-19 20:10:07
CUS0007132,7722,BLUE,SUT,Near elevator,2021-11-14 23:00:14,2021-11-14 23:00:14
CUS0007133,7723,GOLD,EXE,King bed,2022-12-21 00:18:04,2022-12-21 00:18:04
CUS0007134,7724,BLUE,SUT,Near elevator,2021-11-12 05:35:18,2024-07-24 21:10:13
CUS0007135,7725,BLUE,SUP,Non-smoking,2022-12-15 23:50:53,2026-02-17 10:57:48
CUS0007136,7726,BLUE,DLX,,2022-07-28 05:29:08,2022-07-28 05:29:08
CUS0007137,7727,SILVER,DLX,,2023-01-07 10:40:35,2025-07-07 16:30:58
CUS0007138,7728,PLATINUM,DLX,Non-smoking,2021-12-28 04:24:46,2022-09-10 11:15:24
CUS0007139,7729,BLUE,STD,Non-smoking,2021-10-15 04:51:04,2023-04-23 18:39:26
CUS0007140,7730,BLUE,DLX,High floor,2021-11-06 22:04:20,2022-10-10 07:43:13
CUS0007141,7731,BLUE,SUP,,2022-03-03 00:57:04,2023-02-02 06:45:10
CUS0007142,7732,BLUE,DLX,,2021-10-31 02:51:44,2024-06-28 13:23:55
CUS0007143,7733,BLUE,EXE,High floor,2022-01-17 14:50:39,2022-01-17 14:50:39
CUS0007144,7734,BLUE,EXE,King bed,2023-05-15 20:08:36,2023-05-15 20:08:36
CUS0007145,7735,SILVER,SUP,,2021-11-17 13:14:52,2023-03-16 15:40:51
CUS0007146,7736,BLUE,EXE,Near elevator,2022-01-09 14:49:06,2022-03-26 19:22:15
CUS0007147,7737,SILVER,STD,,2023-01-11 12:32:18,2024-10-20 11:33:31
CUS0007148,7738,PLATINUM,DLX,Near elevator,2022-06-22 16:58:45,2023-07-27 06:13:07
CUS0007149,7739,BLUE,SUP,Non-smoking,2022-04-24 19:27:43,2022-04-24 19:27:43
CUS0007150,7741,BLUE,SUP,Near elevator,2023-04-20 11:50:17,2023-04-20 11:50:17
CUS0007151,7743,SILVER,EXE,High floor,2023-12-27 21:47:29,2025-02-03 02:41:36
CUS0007152,7744,BLUE,SUP,,2022-04-02 02:52:30,2024-01-24 13:23:16
CUS0007153,7745,BLUE,STD,High floor,2022-08-26 16:29:14,2022-08-26 16:29:14
CUS0007154,7747,SILVER,EXE,King bed,2023-03-17 18:39:56,2025-10-20 06:53:13
CUS0007155,7748,BLUE,SUP,High floor,2021-11-13 02:09:02,2022-08-12 19:38:23
CUS0007156,7749,BLUE,SUT,,2022-07-26 09:07:11,2024-06-17 21:33:29
CUS0007157,7750,BLUE,DLX,,2023-01-22 10:06:02,2023-01-22 10:06:02
CUS0007158,7751,SILVER,DLX,,2022-07-20 10:32:44,2022-07-20 10:32:44
CUS0007159,7752,BLUE,STD,High floor,2023-02-06 20:29:51,2024-01-21 01:40:49
CUS0007160,7753,SILVER,SUP,Near elevator,2022-11-24 17:05:29,2023-04-22 02:25:43
CUS0007161,7754,SILVER,STD,King bed,2022-05-21 13:32:11,2025-09-12 09:16:01
CUS0007162,7755,BLUE,STD,Non-smoking,2023-05-18 01:07:09,2024-05-18 11:10:03
CUS0007163,7756,SILVER,SUT,Near elevator,2023-03-24 23:08:17,2023-04-21 21:21:24
CUS0007164,7757,SILVER,EXE,Near elevator,2022-12-13 08:21:25,2024-08-31 12:13:56
CUS0007165,7758,BLUE,EXE,Non-smoking,2022-10-14 01:36:07,2022-10-14 01:36:07
CUS0007166,7760,PLATINUM,STD,Near elevator,2022-09-15 11:04:01,2022-09-15 11:04:01
CUS0007167,7761,SILVER,DLX,High floor,2022-01-12 20:44:39,2022-01-12 20:44:39
CUS0007168,7762,BLUE,SUP,,2022-07-23 04:09:16,2025-04-09 12:34:17
CUS0007169,7763,BLUE,STD,King bed,2021-09-17 22:26:35,2021-09-17 22:26:35
CUS0007170,7764,SILVER,EXE,High floor,2023-03-27 18:34:32,2023-03-27 18:34:32
CUS0007171,7765,BLUE,SUP,,2022-09-18 20:22:24,2022-10-08 07:14:06
CUS0007172,7766,BLUE,EXE,High floor,2022-11-26 03:06:50,2024-07-24 13:54:22
CUS0007173,7767,GOLD,EXE,,2022-02-07 23:11:40,2024-09-12 22:50:23
CUS0007174,7768,SILVER,SUP,Near elevator,2023-01-22 17:57:05,2023-01-22 17:57:05
CUS0007175,7769,BLUE,STD,,2021-09-13 11:42:10,2025-09-21 16:35:08
CUS0007176,7770,SILVER,STD,Non-smoking,2023-03-10 18:02:08,2024-04-26 02:07:54
CUS0007177,7771,BLUE,SUT,,2022-06-17 03:18:18,2022-06-17 03:18:18
CUS0007178,7772,BLUE,SUP,King bed,2022-11-10 04:25:43,2024-04-06 01:57:46
CUS0007179,7773,BLUE,DLX,Near elevator,2021-09-13 13:04:02,2023-04-25 13:30:01
CUS0007180,7774,BLUE,SUP,,2022-05-10 16:37:41,2024-05-23 12:59:42
CUS0007181,7775,BLUE,DLX,Non-smoking,2021-10-12 14:54:52,2023-11-20 02:20:33
CUS0007182,7776,BLUE,DLX,,2023-04-25 05:58:00,2023-04-25 05:58:00
CUS0007183,7778,GOLD,DLX,High floor,2024-02-09 19:42:00,2024-02-09 19:42:00
CUS0007184,7779,BLUE,SUT,,2021-08-12 04:51:57,2024-04-26 20:23:00
CUS0007185,7780,BLUE,SUT,Near elevator,2022-04-26 14:14:23,2022-12-16 02:44:19
CUS0007186,7781,SILVER,EXE,Near elevator,2021-10-08 21:26:21,2021-10-08 21:26:21
CUS0007187,7782,BLUE,STD,High floor,2022-01-23 01:10:19,2024-01-31 22:33:10
CUS0007188,7784,GOLD,SUP,Non-smoking,2023-04-23 16:27:56,2024-12-24 22:47:49
CUS0007189,7785,BLUE,DLX,,2022-04-24 23:32:27,2025-06-25 11:00:40
CUS0007190,7786,PLATINUM,SUT,,2022-03-05 21:18:14,2025-05-31 22:48:17
CUS0007191,7787,PLATINUM,SUT,King bed,2022-06-05 19:13:40,2022-11-02 12:36:26
CUS0007192,7788,BLUE,SUT,,2021-07-26 21:36:26,2022-03-04 13:56:45
CUS0007193,7789,BLUE,DLX,,2021-12-10 05:30:45,2021-12-10 05:30:45
CUS0007194,7790,BLUE,STD,Non-smoking,2022-02-03 21:31:48,2022-02-03 21:31:48
CUS0007195,7791,BLUE,STD,High floor,2022-07-07 13:57:47,2022-07-07 13:57:47
CUS0007196,7792,BLUE,EXE,Non-smoking,2021-08-16 21:47:19,2021-08-16 21:47:19
CUS0007197,7793,BLUE,DLX,High floor,2021-09-19 00:28:31,2021-09-19 00:28:31
CUS0007198,7794,BLUE,STD,Non-smoking,2022-03-03 13:56:32,2022-03-03 13:56:32
CUS0007199,7795,BLUE,SUP,Near elevator,2023-03-28 20:08:20,2024-10-28 06:33:31
CUS0007200,7796,BLUE,SUT,,2022-07-16 07:33:37,2022-07-16 07:33:37
CUS0007201,7798,BLUE,STD,High floor,2023-12-30 10:27:27,2025-06-09 11:29:48
CUS0007202,7799,BLUE,SUT,,2022-05-01 22:40:15,2023-01-28 22:06:18
CUS0007203,7800,SILVER,SUP,,2022-04-23 22:23:46,2026-04-14 02:02:14
CUS0007204,7801,BLUE,SUT,High floor,2023-01-19 22:23:51,2026-04-27 20:35:53
CUS0007205,7802,BLUE,DLX,Non-smoking,2023-05-02 22:20:18,2023-05-02 22:20:18
CUS0007206,7804,GOLD,DLX,,2023-04-25 12:06:49,2025-07-16 22:40:18
CUS0007207,7805,BLUE,SUP,,2022-07-18 15:28:27,2026-02-24 14:21:19
CUS0007208,7806,BLUE,STD,Non-smoking,2021-09-23 13:01:56,2023-01-26 13:29:12
CUS0007209,7807,SILVER,SUP,,2022-02-02 18:04:21,2025-06-18 08:53:13
CUS0007210,7808,BLUE,STD,,2022-01-27 18:45:39,2023-04-30 04:34:21
CUS0007211,7809,BLUE,DLX,,2023-04-23 10:51:34,2023-04-23 10:51:34
CUS0007212,7810,BLUE,DLX,,2022-11-19 18:43:41,2022-11-19 18:43:41
CUS0007213,7811,BLUE,EXE,King bed,2022-08-17 17:00:07,2022-08-20 18:46:50
CUS0007214,7813,BLUE,SUP,Near elevator,2023-01-21 19:16:39,2024-11-18 22:04:34
CUS0007215,7814,BLUE,SUT,,2022-07-03 19:52:07,2023-03-24 19:49:24
CUS0007216,7815,BLUE,STD,,2022-12-15 08:28:57,2026-05-20 16:10:53
CUS0007217,7816,BLUE,EXE,King bed,2022-07-02 10:43:56,2022-08-12 04:30:36
CUS0007218,7817,SILVER,SUT,High floor,2021-09-10 11:09:06,2024-01-12 19:41:02
CUS0007219,7818,BLUE,SUT,King bed,2022-01-29 00:59:06,2022-01-29 00:59:06
CUS0007220,7819,BLUE,STD,Near elevator,2021-06-20 12:21:18,2022-08-12 02:31:19
CUS0007221,7820,GOLD,SUP,,2022-11-15 21:09:26,2025-02-11 10:51:34
CUS0007222,7821,SILVER,SUT,,2022-10-02 17:24:58,2022-10-02 17:24:58
CUS0007223,7822,GOLD,SUT,King bed,2023-04-28 07:01:28,2023-04-28 07:01:28
CUS0007224,7823,BLUE,SUP,Non-smoking,2022-01-29 14:40:00,2023-12-05 03:51:46
CUS0007225,7824,GOLD,SUT,,2023-03-11 04:09:02,2023-03-11 04:09:02
CUS0007226,7825,BLUE,DLX,,2021-07-10 12:32:21,2026-04-25 14:56:56
CUS0007227,7826,GOLD,SUT,High floor,2022-11-29 02:09:53,2025-06-17 09:50:31
CUS0007228,7827,SILVER,DLX,Near elevator,2022-06-25 14:00:10,2022-08-22 21:23:13
CUS0007229,7829,BLUE,SUT,King bed,2023-06-18 04:45:57,2025-04-16 16:23:57
CUS0007230,7830,SILVER,STD,,2022-08-02 11:01:14,2022-08-02 11:01:14
CUS0007231,7831,BLUE,SUT,,2021-08-25 11:02:13,2023-01-18 16:26:49
CUS0007232,7832,GOLD,DLX,,2021-12-16 18:49:23,2025-09-04 00:56:12
CUS0007233,7833,BLUE,SUT,Near elevator,2021-07-17 13:11:49,2023-04-15 07:14:23
CUS0007234,7834,BLUE,SUT,,2022-05-05 05:16:37,2023-12-19 21:18:38
CUS0007235,7835,SILVER,EXE,,2022-01-01 09:59:38,2022-01-01 09:59:38
CUS0007236,7836,BLUE,EXE,,2022-05-14 20:15:42,2026-01-01 20:51:15
CUS0007237,7837,GOLD,SUP,Near elevator,2021-08-30 10:05:23,2021-08-30 10:05:23
CUS0007238,7838,BLUE,DLX,High floor,2022-10-23 12:30:30,2025-09-22 09:48:01
CUS0007239,7839,BLUE,STD,High floor,2021-10-25 23:18:18,2021-10-25 23:18:18
CUS0007240,7840,BLUE,SUT,Non-smoking,2021-09-04 08:08:42,2023-02-21 22:34:47
CUS0007241,7841,BLUE,SUT,High floor,2023-01-15 13:39:52,2023-05-25 23:25:58
CUS0007242,7842,BLUE,SUP,,2021-12-12 19:17:59,2023-10-13 00:02:56
CUS0007243,7843,BLUE,DLX,,2022-08-31 20:22:41,2024-05-29 23:07:38
CUS0007244,7844,BLUE,SUT,High floor,2022-12-25 21:46:50,2022-12-25 21:46:50
CUS0007245,7845,BLUE,DLX,,2022-11-19 03:09:43,2024-12-06 03:34:16
CUS0007246,7846,GOLD,STD,,2021-07-13 13:17:06,2021-07-13 13:17:06
CUS0007247,7847,BLUE,SUT,Non-smoking,2023-04-27 17:57:59,2025-12-30 13:46:07
CUS0007248,7848,SILVER,STD,Near elevator,2022-08-28 17:59:17,2024-01-10 12:12:19
CUS0007249,7849,PLATINUM,DLX,High floor,2022-11-26 15:02:05,2023-08-15 22:26:48
CUS0007250,7850,SILVER,STD,Near elevator,2023-02-03 15:27:12,2023-02-03 15:27:12
CUS0007251,7851,BLUE,EXE,Near elevator,2021-06-14 16:35:00,2022-05-10 06:47:36
CUS0007252,7852,BLUE,SUT,Near elevator,2023-05-11 07:11:21,2024-06-04 14:55:56
CUS0007253,7853,BLUE,STD,,2022-04-27 01:26:31,2022-04-27 01:26:31
CUS0007254,7854,BLUE,DLX,Non-smoking,2022-03-01 13:55:33,2022-03-01 13:55:33
CUS0007255,7855,BLUE,STD,High floor,2021-06-23 22:44:51,2025-01-17 15:21:25
CUS0007256,7856,GOLD,SUP,King bed,2021-11-17 02:04:48,2023-12-09 00:14:49
CUS0007257,7857,BLUE,EXE,Near elevator,2021-11-19 12:17:51,2021-11-19 12:17:51
CUS0007258,7858,SILVER,STD,High floor,2021-07-28 20:38:10,2022-04-13 07:59:56
CUS0007259,7859,BLUE,EXE,,2023-05-13 14:29:24,2025-09-03 19:50:00
CUS0007260,7860,SILVER,DLX,King bed,2021-09-21 19:02:00,2024-03-19 15:35:10
CUS0007261,7861,BLUE,SUT,King bed,2023-04-13 22:28:21,2026-02-07 00:24:54
CUS0007262,7862,BLUE,EXE,Near elevator,2022-07-07 11:12:36,2024-05-05 18:53:33
CUS0007263,7863,SILVER,EXE,High floor,2023-03-04 04:51:41,2024-04-04 10:17:31
CUS0007264,7864,BLUE,DLX,High floor,2022-04-27 05:01:21,2025-05-19 06:05:20
CUS0007265,7865,GOLD,SUP,King bed,2022-07-24 17:23:46,2025-01-31 01:29:30
CUS0007266,7866,BLUE,SUT,,2023-03-08 08:22:40,2023-03-08 08:22:40
CUS0007267,7867,BLUE,DLX,King bed,2023-04-11 17:04:20,2023-04-11 17:04:20
CUS0007268,7868,BLUE,SUP,King bed,2023-02-02 01:20:38,2024-03-02 00:57:09
CUS0007269,7869,BLUE,EXE,Near elevator,2021-08-27 14:34:06,2025-03-06 22:09:18
CUS0007270,7870,BLUE,DLX,Non-smoking,2023-02-19 23:51:50,2025-10-15 00:40:02
CUS0007271,7871,BLUE,SUP,High floor,2021-10-15 14:32:05,2021-10-15 14:32:05
CUS0007272,7872,BLUE,STD,,2022-05-21 04:46:29,2022-05-21 04:46:29
CUS0007273,7873,GOLD,SUP,,2023-04-02 20:02:56,2024-06-14 23:31:01
CUS0007274,7874,SILVER,SUP,Non-smoking,2023-05-08 02:34:01,2024-08-12 21:12:22
CUS0007275,7875,BLUE,DLX,Non-smoking,2022-04-13 21:49:52,2026-05-23 05:42:53
