room_id,hotel_id,room_number,room_type_code,room_type_name,base_rate_usd,is_active,created_at,updated_at
RM-HTL0022-115,HTL0022,115,STD,Standard Room,47.33,1,2022-11-30 19:31:00,2025-05-19 12:39:59
RM-HTL0022-116,HTL0022,116,EXE,Executive Suite,411.0,1,2022-11-17 12:47:44,2026-01-03 16:14:54
RM-HTL0022-117,HTL0022,117,SUT,Suite Room,257.97,1,2022-12-09 05:47:38,2024-10-20 23:03:19
RM-HTL0022-118,HTL0022,118,SUT,Suite Room,262.74,1,2022-11-14 02:24:43,2023-01-29 12:11:03
RM-HTL0022-119,HTL0022,119,STD,Standard Room,49.0,1,2022-11-24 02:05:40,2022-11-24 02:05:40
RM-HTL0022-120,HTL0022,120,EXE,Executive Suite,410.37,1,2022-11-25 12:05:18,2023-07-28 12:24:01
RM-HTL0022-121,HTL0022,121,STD,Standard Room,58.8,1,2022-11-30 21:00:36,2022-11-30 21:00:36
RM-HTL0022-122,HTL0022,122,SUT,Suite Room,261.61,1,2022-11-19 05:38:34,2022-11-19 05:38:34
RM-HTL0022-123,HTL0022,123,DLX,Deluxe Room,115.3,1,2022-11-22 07:29:08,2024-07-04 09:47:38
RM-HTL0022-124,HTL0022,124,STD,Standard Room,55.2,1,2022-12-04 21:54:17,2023-01-19 05:59:07
RM-HTL0022-125,HTL0022,125,EXE,Executive Suite,402.46,1,2022-12-08 11:11:32,2022-12-08 11:11:32
RM-HTL0022-126,HTL0022,126,SUP,Superior Room,83.59,1,2022-12-09 11:18:27,2024-07-01 07:07:54
RM-HTL0022-127,HTL0022,127,SUP,Superior Room,81.97,1,2022-11-26 22:18:30,2022-11-26 22:18:30
RM-HTL0022-128,HTL0022,128,DLX,Deluxe Room,124.81,1,2022-11-16 16:03:52,2022-11-16 16:03:52
RM-HTL0022-129,HTL0022,129,SUT,Suite Room,256.87,1,2022-11-20 04:55:26,2024-03-20 09:31:02
RM-HTL0022-130,HTL0022,130,EXE,Executive Suite,413.98,1,2022-12-04 20:46:19,2025-12-04 23:21:10
RM-HTL0022-131,HTL0022,131,EXE,Executive Suite,399.61,1,2022-11-25 02:51:36,2024-10-15 07:52:19
RM-HTL0022-132,HTL0022,132,SUT,Suite Room,259.66,1,2022-11-28 15:50:45,2024-02-27 16:42:45
RM-HTL0022-133,HTL0022,133,SUP,Superior Room,70.27,1,2022-11-11 05:54:05,2022-11-11 05:54:05
RM-HTL0022-134,HTL0022,134,STD,Standard Room,54.51,1,2022-12-02 20:11:51,2022-12-02 20:11:51
RM-HTL0022-135,HTL0022,135,SUT,Suite Room,246.55,1,2022-11-18 00:01:55,2025-04-19 05:01:34
RM-HTL0022-136,HTL0022,136,STD,Standard Room,47.44,1,2022-11-28 10:31:56,2022-11-28 10:31:56
RM-HTL0022-137,HTL0022,137,SUT,Suite Room,245.21,1,2022-11-28 06:16:10,2022-11-28 06:16:10
RM-HTL0022-138,HTL0022,138,SUP,Superior Room,77.11,1,2022-11-09 00:05:50,2023-09-06 12:49:57
RM-HTL0022-139,HTL0022,139,DLX,Deluxe Room,113.11,1,2022-11-16 08:57:13,2022-11-16 08:57:13
RM-HTL0022-140,HTL0022,140,EXE,Executive Suite,401.12,1,2022-11-20 11:49:24,2022-11-20 11:49:24
RM-HTL0022-141,HTL0022,141,SUT,Suite Room,255.6,1,2022-12-02 11:58:27,2022-12-02 11:58:27
RM-HTL0022-142,HTL0022,142,EXE,Executive Suite,404.83,1,2022-11-09 19:39:31,2024-06-08 07:44:20
RM-HTL0022-143,HTL0022,143,SUT,Suite Room,260.72,1,2022-11-18 01:57:18,2025-12-07 05:15:17
RM-HTL0022-144,HTL0022,144,SUT,Suite Room,255.75,1,2022-12-05 19:23:34,2024-07-15 20:36:43
RM-HTL0022-145,HTL0022,145,DLX,Deluxe Room,107.85,1,2022-11-28 08:18:51,2024-03-24 15:12:03
RM-HTL0022-146,HTL0022,146,SUP,Superior Room,76.97,1,2022-12-05 23:34:53,2022-12-05 23:34:53
RM-HTL0022-147,HTL0022,147,STD,Standard Room,49.96,1,2022-11-18 05:19:21,2023-01-27 09:16:35
RM-HTL0022-148,HTL0022,148,DLX,Deluxe Room,114.26,1,2022-12-07 07:55:31,2022-12-07 07:55:31
RM-HTL0022-149,HTL0022,149,SUP,Superior Room,77.23,1,2022-11-28 11:28:44,2025-05-28 12:06:34
RM-HTL0022-150,HTL0022,150,EXE,Executive Suite,403.95,1,2022-11-30 10:00:53,2026-03-24 04:27:01
RM-HTL0022-151,HTL0022,151,DLX,Deluxe Room,110.99,1,2022-11-22 19:47:17,2026-01-07 03:57:07
RM-HTL0022-152,HTL0022,152,STD,Standard Room,47.79,1,2022-11-20 15:57:51,2026-01-25 18:54:53
RM-HTL0022-153,HTL0022,153,EXE,Executive Suite,396.4,1,2022-12-06 10:38:29,2024-11-26 10:30:09
RM-HTL0022-154,HTL0022,154,EXE,Executive Suite,409.19,1,2022-12-06 21:26:56,2023-09-07 01:28:30
RM-HTL0022-155,HTL0022,155,SUT,Suite Room,264.77,1,2022-11-25 09:45:12,2025-01-15 07:48:36
RM-HTL0022-156,HTL0022,156,EXE,Executive Suite,414.63,1,2022-11-19 18:34:58,2025-01-18 02:36:28
RM-HTL0022-157,HTL0022,157,SUT,Suite Room,262.82,1,2022-12-02 05:17:00,2023-10-05 02:17:09
RM-HTL0022-158,HTL0022,158,EXE,Executive Suite,402.39,1,2022-12-09 00:47:29,2025-04-09 15:22:27
RM-HTL0022-159,HTL0022,159,SUP,Superior Room,87.61,1,2022-11-27 10:55:53,2026-03-22 21:00:04
RM-HTL0022-160,HTL0022,160,DLX,Deluxe Room,122.47,1,2022-11-21 14:58:58,2024-09-16 03:06:07
RM-HTL0022-161,HTL0022,161,EXE,Executive Suite,413.38,1,2022-11-28 00:32:58,2022-11-28 00:32:58
RM-HTL0022-162,HTL0022,162,DLX,Deluxe Room,119.39,1,2022-11-20 07:39:17,2025-11-27 04:20:35
RM-HTL0022-163,HTL0022,163,EXE,Executive Suite,428.25,0,2022-11-30 11:10:11,2023-12-07 09:08:27
RM-HTL0022-164,HTL0022,164,SUT,Suite Room,249.8,1,2022-11-14 09:04:13,2024-06-19 05:47:59
RM-HTL0022-165,HTL0022,165,SUP,Superior Room,73.14,1,2022-11-28 14:00:51,2025-03-25 14:27:17
RM-HTL0022-166,HTL0022,166,SUT,Suite Room,254.81,1,2022-12-03 23:36:03,2024-06-18 00:11:37
RM-HTL0022-167,HTL0022,167,STD,Standard Room,59.39,1,2022-11-19 00:46:59,2024-08-23 14:03:21
RM-HTL0022-168,HTL0022,168,DLX,Deluxe Room,112.62,1,2022-12-03 19:29:08,2024-02-10 05:53:14
RM-HTL0022-169,HTL0022,169,SUP,Superior Room,85.29,1,2022-12-07 13:48:49,2023-02-21 22:46:27
RM-HTL0022-170,HTL0022,170,DLX,Deluxe Room,111.09,1,2022-11-15 09:51:45,2025-09-01 17:31:30
RM-HTL0022-171,HTL0022,171,EXE,Executive Suite,396.56,1,2022-11-13 02:34:08,2023-12-10 10:39:11
RM-HTL0022-172,HTL0022,172,DLX,Deluxe Room,109.03,1,2022-12-05 09:41:36,2023-12-30 19:54:28
RM-HTL0022-173,HTL0022,173,STD,Standard Room,58.12,1,2022-11-17 20:52:38,2023-02-20 17:01:50
RM-HTL0022-174,HTL0022,174,DLX,Deluxe Room,109.54,1,2022-11-28 04:01:29,2022-11-28 04:01:29
RM-HTL0022-175,HTL0022,175,SUP,Superior Room,87.4,1,2022-12-04 11:55:34,2022-12-04 11:55:34
RM-HTL0022-176,HTL0022,176,DLX,Deluxe Room,112.48,1,2022-11-11 08:56:35,2025-07-26 07:13:48
RM-HTL0022-177,HTL0022,177,EXE,Executive Suite,410.19,1,2022-11-17 23:19:14,2023-09-06 07:48:40
RM-HTL0022-178,HTL0022,178,SUT,Suite Room,253.01,1,2022-11-26 01:27:35,2025-07-29 22:19:19
RM-HTL0022-179,HTL0022,179,SUP,Superior Room,78.72,1,2022-12-09 12:19:22,2022-12-09 12:19:22
RM-HTL0022-180,HTL0022,180,STD,Standard Room,57.12,1,2022-11-13 15:29:06,2024-11-12 12:30:28
RM-HTL0023-101,HTL0023,101,DLX,Deluxe Room,121.22,1,2021-06-19 11:44:34,2024-06-19 05:30:26
RM-HTL0023-102,HTL0023,102,SUP,Superior Room,84.08,1,2021-07-15 11:38:48,2021-07-15 11:38:48
RM-HTL0023-103,HTL0023,103,DLX,Deluxe Room,124.84,1,2021-06-21 18:59:11,2025-12-24 12:39:47
RM-HTL0023-104,HTL0023,104,SUT,Suite Room,263.2,1,2021-07-11 23:34:31,2022-09-06 21:00:13
RM-HTL0023-105,HTL0023,105,EXE,Executive Suite,405.78,1,2021-07-09 22:51:08,2021-07-24 03:57:10
RM-HTL0023-106,HTL0023,106,SUT,Suite Room,254.05,1,2021-06-21 11:17:35,2024-12-20 15:14:45
RM-HTL0023-107,HTL0023,107,STD,Standard Room,56.45,1,2021-07-14 20:25:50,2021-07-14 20:25:50
RM-HTL0023-108,HTL0023,108,EXE,Executive Suite,448.73,1,2021-07-06 22:12:32,2021-07-06 22:12:32
RM-HTL0023-109,HTL0023,109,SUP,Superior Room,73.15,1,2021-07-12 10:49:44,2022-05-28 17:13:06
RM-HTL0023-110,HTL0023,110,STD,Standard Room,55.02,1,2021-07-12 20:53:19,2022-06-06 02:31:49
RM-HTL0023-111,HTL0023,111,EXE,Executive Suite,402.66,1,2021-07-11 13:27:29,2024-04-23 11:55:15
RM-HTL0023-112,HTL0023,112,DLX,Deluxe Room,123.71,1,2021-07-15 02:28:36,2021-07-15 02:28:36
RM-HTL0023-113,HTL0023,113,SUT,Suite Room,251.72,1,2021-06-20 09:51:11,2025-09-20 18:15:24
RM-HTL0023-114,HTL0023,114,STD,Standard Room,62.93,1,2021-07-08 08:09:56,2025-06-19 12:25:53
RM-HTL0023-115,HTL0023,115,SUT,Suite Room,246.44,1,2021-07-02 02:35:56,2021-11-28 10:19:57
RM-HTL0023-116,HTL0023,116,STD,Standard Room,56.4,1,2021-07-09 23:59:51,2026-04-08 14:37:42
RM-HTL0023-117,HTL0023,117,DLX,Deluxe Room,121.77,1,2021-06-28 10:50:50,2022-01-27 21:12:22
RM-HTL0023-118,HTL0023,118,STD,Standard Room,50.0,1,2021-06-24 22:01:23,2025-10-08 10:54:33
RM-HTL0023-119,HTL0023,119,SUP,Superior Room,80.64,1,2021-06-22 07:10:39,2021-06-22 07:10:39
RM-HTL0023-120,HTL0023,120,EXE,Executive Suite,413.87,1,2021-06-26 18:08:48,2021-08-04 08:36:38
RM-HTL0023-121,HTL0023,121,STD,Standard Room,45.73,1,2021-07-12 16:43:34,2021-07-12 16:43:34
RM-HTL0023-122,HTL0023,122,EXE,Executive Suite,414.16,1,2021-06-29 15:50:12,2024-06-30 14:08:07
RM-HTL0023-123,HTL0023,123,SUT,Suite Room,261.57,1,2021-07-12 10:51:14,2022-11-26 12:23:11
RM-HTL0023-124,HTL0023,124,STD,Standard Room,52.16,1,2021-06-24 00:53:12,2024-04-20 09:44:57
RM-HTL0023-125,HTL0023,125,EXE,Executive Suite,406.99,1,2021-06-24 03:34:35,2021-06-24 03:34:35
RM-HTL0023-126,HTL0023,126,SUT,Suite Room,260.53,1,2021-07-04 20:29:15,2022-12-16 09:08:26
RM-HTL0023-127,HTL0023,127,DLX,Deluxe Room,111.94,1,2021-07-15 05:02:16,2021-07-15 05:02:16
RM-HTL0023-128,HTL0023,128,SUP,Superior Room,79.98,1,2021-07-11 16:41:22,2026-01-13 10:51:03
RM-HTL0023-129,HTL0023,129,DLX,Deluxe Room,115.87,1,2021-07-11 06:10:34,2025-07-21 15:01:10
RM-HTL0023-130,HTL0023,130,STD,Standard Room,60.77,0,2021-06-22 15:38:21,2024-08-06 02:12:20
RM-HTL0023-131,HTL0023,131,SUP,Superior Room,70.45,1,2021-07-05 21:34:55,2022-10-28 15:33:18
RM-HTL0023-132,HTL0023,132,STD,Standard Room,49.99,1,2021-07-09 08:57:35,2023-12-18 18:41:10
RM-HTL0023-133,HTL0023,133,EXE,Executive Suite,409.57,1,2021-06-24 23:32:54,2022-08-06 23:47:28
RM-HTL0023-134,HTL0023,134,SUP,Superior Room,71.01,1,2021-07-15 20:34:21,2021-07-15 20:34:21
RM-HTL0023-135,HTL0023,135,DLX,Deluxe Room,124.42,1,2021-06-20 00:27:11,2024-02-23 03:24:00
RM-HTL0023-136,HTL0023,136,SUP,Superior Room,87.9,1,2021-06-19 13:10:01,2024-04-18 02:30:07
RM-HTL0023-137,HTL0023,137,SUT,Suite Room,262.73,1,2021-06-25 21:30:13,2022-04-03 22:35:01
RM-HTL0023-138,HTL0023,138,DLX,Deluxe Room,108.49,1,2021-06-18 14:19:14,2021-06-18 14:19:14
RM-HTL0023-139,HTL0023,139,DLX,Deluxe Room,120.73,1,2021-07-11 08:32:43,2021-07-11 08:32:43
RM-HTL0023-140,HTL0023,140,SUT,Suite Room,247.07,1,2021-07-13 06:49:07,2025-02-01 03:44:30
RM-HTL0023-141,HTL0023,141,SUT,Suite Room,260.11,1,2021-06-23 03:15:00,2026-04-07 21:13:26
RM-HTL0023-142,HTL0023,142,SUP,Superior Room,83.42,1,2021-07-08 15:32:52,2025-04-08 23:49:50
RM-HTL0023-143,HTL0023,143,SUT,Suite Room,245.12,1,2021-06-24 14:33:27,2023-02-25 01:46:07
RM-HTL0023-144,HTL0023,144,SUP,Superior Room,80.74,1,2021-07-11 08:41:53,2022-08-30 03:20:59
RM-HTL0023-145,HTL0023,145,DLX,Deluxe Room,123.99,1,2021-06-23 12:44:06,2021-06-23 12:44:06
RM-HTL0023-146,HTL0023,146,EXE,Executive Suite,406.72,1,2021-06-30 21:44:18,2021-06-30 21:44:18
RM-HTL0023-147,HTL0023,147,STD,Standard Room,62.17,1,2021-06-17 01:56:59,2025-03-30 14:38:05
RM-HTL0023-148,HTL0023,148,STD,Standard Room,63.23,1,2021-07-16 22:20:30,2023-07-03 04:32:32
RM-HTL0023-149,HTL0023,149,SUP,Superior Room,74.07,1,2021-06-22 05:02:56,2025-08-02 05:38:39
RM-HTL0023-150,HTL0023,150,STD,Standard Room,56.81,1,2021-07-12 03:33:13,2022-03-28 08:09:28
RM-HTL0023-151,HTL0023,151,STD,Standard Room,61.06,1,2021-06-21 19:59:06,2023-06-04 11:19:31
RM-HTL0023-152,HTL0023,152,DLX,Deluxe Room,110.43,1,2021-07-08 18:29:53,2023-10-01 15:18:04
RM-HTL0023-153,HTL0023,153,EXE,Executive Suite,402.58,1,2021-07-13 10:57:22,2026-03-24 10:46:28
RM-HTL0023-154,HTL0023,154,EXE,Executive Suite,414.43,1,2021-07-03 03:00:21,2021-07-03 03:00:21
RM-HTL0023-155,HTL0023,155,SUT,Suite Room,251.67,1,2021-07-16 18:47:23,2021-07-16 18:47:23
RM-HTL0023-156,HTL0023,156,STD,Standard Room,59.38,1,2021-07-11 11:01:16,2026-02-14 18:38:10
RM-HTL0023-157,HTL0023,157,EXE,Executive Suite,406.79,1,2021-06-21 09:43:26,2021-06-21 09:43:26
RM-HTL0023-158,HTL0023,158,SUP,Superior Room,72.5,1,2021-07-09 13:03:08,2024-08-26 15:38:14
RM-HTL0023-159,HTL0023,159,SUT,Suite Room,258.44,1,2021-07-03 05:11:00,2024-05-15 04:35:14
RM-HTL0023-160,HTL0023,160,DLX,Deluxe Room,122.56,1,2021-07-05 19:15:40,2025-06-29 00:17:09
RM-HTL0023-161,HTL0023,161,DLX,Deluxe Room,108.86,1,2021-06-28 16:28:55,2021-06-28 16:28:55
RM-HTL0023-162,HTL0023,162,STD,Standard Room,58.24,1,2021-06-20 21:28:25,2026-03-15 21:49:08
RM-HTL0023-163,HTL0023,163,SUP,Superior Room,75.4,1,2021-06-23 04:05:08,2025-05-29 10:46:02
RM-HTL0023-164,HTL0023,164,STD,Standard Room,54.73,1,2021-06-30 15:09:12,2022-04-15 14:04:17
RM-HTL0023-165,HTL0023,165,EXE,Executive Suite,403.26,1,2021-06-30 05:31:51,2025-06-27 05:29:44
RM-HTL0023-166,HTL0023,166,STD,Standard Room,49.78,1,2021-07-14 20:16:05,2024-06-30 17:07:08
RM-HTL0023-167,HTL0023,167,SUT,Suite Room,250.2,1,2021-07-16 09:11:17,2021-07-16 09:11:17
RM-HTL0023-168,HTL0023,168,STD,Standard Room,57.69,1,2021-06-18 06:52:37,2022-06-22 13:34:46
RM-HTL0023-169,HTL0023,169,EXE,Executive Suite,404.52,1,2021-07-02 07:09:41,2021-07-02 07:09:41
RM-HTL0023-170,HTL0023,170,DLX,Deluxe Room,115.01,1,2021-07-10 08:02:10,2021-07-10 08:02:10
RM-HTL0023-171,HTL0023,171,DLX,Deluxe Room,110.63,1,2021-06-17 16:56:13,2021-11-16 16:50:50
RM-HTL0023-172,HTL0023,172,EXE,Executive Suite,397.01,1,2021-07-02 14:41:31,2021-07-02 14:41:31
RM-HTL0023-173,HTL0023,173,DLX,Deluxe Room,123.42,1,2021-07-15 00:23:48,2024-10-14 12:50:15
RM-HTL0023-174,HTL0023,174,SUT,Suite Room,290.26,1,2021-06-18 10:36:43,2025-01-01 20:33:40
RM-HTL0023-175,HTL0023,175,SUT,Suite Room,246.3,1,2021-06-27 22:09:51,2025-08-25 09:31:31
RM-HTL0023-176,HTL0023,176,DLX,Deluxe Room,114.27,1,2021-07-05 05:31:40,2021-07-05 05:31:40
RM-HTL0023-177,HTL0023,177,DLX,Deluxe Room,107.78,1,2021-07-05 05:06:22,2021-07-05 05:06:22
RM-HTL0023-178,HTL0023,178,SUP,Superior Room,89.71,1,2021-06-20 00:37:54,2021-06-20 00:37:54
RM-HTL0023-179,HTL0023,179,DLX,Deluxe Room,119.16,1,2021-06-19 14:26:45,2021-07-20 13:02:58
RM-HTL0023-180,HTL0023,180,SUP,Superior Room,84.64,1,2021-07-02 15:29:57,2024-07-11 22:52:42
RM-HTL0023-181,HTL0023,181,SUP,Superior Room,82.42,1,2021-06-18 20:01:41,2021-06-18 20:01:41
RM-HTL0023-182,HTL0023,182,SUT,Suite Room,263.4,1,2021-07-05 17:47:10,2025-07-14 03:21:51
RM-HTL0023-183,HTL0023,183,SUT,Suite Room,247.1,1,2021-06-19 09:09:49,2024-07-12 07:59:54
RM-HTL0023-184,HTL0023,184,DLX,Deluxe Room,120.22,1,2021-07-01 01:15:50,2021-07-01 01:15:50
RM-HTL0023-185,HTL0023,185,DLX,Deluxe Room,111.24,1,2021-07-09 09:47:10,2022-09-25 17:55:15
RM-HTL0023-186,HTL0023,186,SUT,Suite Room,260.32,1,2021-07-07 19:39:17,2021-07-07 19:39:17
RM-HTL0023-187,HTL0023,187,DLX,Deluxe Room,115.53,1,2021-06-23 08:21:42,2024-07-20 18:14:00
RM-HTL0023-188,HTL0023,188,STD,Standard Room,90.84,1,2021-07-09 05:52:05,2023-07-23 22:57:48
RM-HTL0023-189,HTL0023,189,DLX,Deluxe Room,106.32,1,2021-07-12 11:58:08,2021-07-12 11:58:08
RM-HTL0023-190,HTL0023,190,STD,Standard Room,63.12,1,2021-06-27 04:22:29,2022-03-31 23:52:45
RM-HTL0023-191,HTL0023,191,SUP,Superior Room,82.11,1,2021-06-23 06:27:39,2024-02-17 02:55:17
RM-HTL0023-192,HTL0023,192,EXE,Executive Suite,409.98,1,2021-06-30 08:01:20,2024-12-01 02:17:21
RM-HTL0023-193,HTL0023,193,STD,Standard Room,63.66,1,2021-07-03 19:10:03,2022-12-03 22:57:13
RM-HTL0023-194,HTL0023,194,DLX,Deluxe Room,117.71,1,2021-07-07 19:44:34,2022-09-29 11:13:47
RM-HTL0023-195,HTL0023,195,DLX,Deluxe Room,107.51,1,2021-07-12 22:03:39,2022-07-30 13:11:50
RM-HTL0023-196,HTL0023,196,EXE,Executive Suite,406.95,1,2021-07-01 11:08:09,2021-07-01 11:08:09
RM-HTL0023-197,HTL0023,197,SUP,Superior Room,89.96,1,2021-07-01 03:53:42,2025-12-03 06:23:40
RM-HTL0023-198,HTL0023,198,DLX,Deluxe Room,116.96,1,2021-07-12 20:13:19,2021-10-02 11:44:08
RM-HTL0023-199,HTL0023,199,EXE,Executive Suite,403.51,1,2021-07-13 04:08:48,2023-07-22 12:16:46
RM-HTL0023-200,HTL0023,200,DLX,Deluxe Room,114.86,1,2021-06-30 05:28:36,2021-06-30 05:28:36
RM-HTL0023-201,HTL0023,201,SUP,Superior Room,85.3,1,2021-07-01 21:37:54,2021-07-07 07:07:13
RM-HTL0023-202,HTL0023,202,DLX,Deluxe Room,121.25,1,2021-07-07 00:04:31,2022-03-29 21:24:48
RM-HTL0023-203,HTL0023,203,STD,Standard Room,51.87,1,2021-07-16 11:11:20,2023-05-10 21:38:43
RM-HTL0023-204,HTL0023,204,SUP,Superior Room,88.31,1,2021-06-26 19:31:14,2021-06-26 19:31:14
RM-HTL0023-205,HTL0023,205,EXE,Executive Suite,410.34,1,2021-06-17 07:30:01,2022-08-14 20:36:39
RM-HTL0023-206,HTL0023,206,EXE,Executive Suite,395.41,1,2021-06-28 15:51:29,2025-08-26 12:39:38
RM-HTL0023-207,HTL0023,207,STD,Standard Room,62.38,1,2021-07-02 23:30:42,2021-07-02 23:30:42
RM-HTL0023-208,HTL0023,208,EXE,Executive Suite,405.98,1,2021-06-27 10:57:05,2022-09-17 15:35:49
RM-HTL0023-209,HTL0023,209,SUP,Superior Room,70.89,1,2021-06-19 01:26:32,2025-04-04 17:58:57
RM-HTL0023-210,HTL0023,210,DLX,Deluxe Room,115.5,1,2021-06-20 03:56:15,2023-01-28 10:20:55
RM-HTL0023-211,HTL0023,211,SUP,Superior Room,70.0,1,2021-07-13 20:51:43,2025-02-04 14:12:35
RM-HTL0023-212,HTL0023,212,DLX,Deluxe Room,122.6,1,2021-06-29 15:00:39,2023-03-12 08:19:56
RM-HTL0023-213,HTL0023,213,EXE,Executive Suite,408.75,1,2021-07-10 20:30:21,2023-03-22 05:43:57
RM-HTL0023-214,HTL0023,214,EXE,Executive Suite,408.63,1,2021-07-01 19:58:24,2024-09-20 05:58:32
RM-HTL0023-215,HTL0023,215,SUT,Suite Room,263.8,1,2021-07-15 02:26:51,2026-02-28 15:19:44
RM-HTL0023-216,HTL0023,216,DLX,Deluxe Room,118.98,1,2021-06-18 01:54:01,2021-06-18 01:54:01
RM-HTL0023-217,HTL0023,217,DLX,Deluxe Room,109.25,1,2021-06-20 15:29:26,2022-06-30 12:11:42
RM-HTL0023-218,HTL0023,218,EXE,Executive Suite,401.05,1,2021-06-25 12:25:25,2021-06-25 12:25:25
RM-HTL0023-219,HTL0023,219,SUT,Suite Room,261.37,1,2021-07-15 15:42:03,2026-05-24 02:19:13
RM-HTL0023-220,HTL0023,220,DLX,Deluxe Room,122.66,0,2021-07-13 06:35:19,2022-06-03 12:46:22
RM-HTL0023-221,HTL0023,221,SUP,Superior Room,84.36,1,2021-06-20 08:17:53,2021-06-20 08:17:53
RM-HTL0023-222,HTL0023,222,SUP,Superior Room,70.37,1,2021-06-18 19:47:55,2025-11-27 22:48:22
RM-HTL0023-223,HTL0023,223,DLX,Deluxe Room,112.59,1,2021-06-18 23:53:06,2021-06-18 23:53:06
RM-HTL0023-224,HTL0023,224,DLX,Deluxe Room,115.06,1,2021-07-04 23:30:10,2021-07-04 23:30:10
RM-HTL0023-225,HTL0023,225,EXE,Executive Suite,412.81,1,2021-07-07 16:52:33,2021-07-25 15:17:13
RM-HTL0023-226,HTL0023,226,SUP,Superior Room,85.27,1,2021-07-12 19:07:13,2023-08-18 07:07:44
RM-HTL0023-227,HTL0023,227,SUT,Suite Room,256.02,1,2021-07-10 19:10:16,2023-05-17 17:42:04
RM-HTL0023-228,HTL0023,228,EXE,Executive Suite,399.18,1,2021-07-06 17:34:43,2025-02-13 08:05:26
RM-HTL0023-229,HTL0023,229,DLX,Deluxe Room,110.59,1,2021-07-14 13:35:17,2023-04-18 07:33:29
RM-HTL0023-230,HTL0023,230,SUP,Superior Room,75.29,1,2021-06-22 19:49:31,2022-08-04 00:04:55
RM-HTL0023-231,HTL0023,231,STD,Standard Room,46.36,1,2021-07-10 03:53:27,2026-02-06 04:15:12
RM-HTL0023-232,HTL0023,232,SUT,Suite Room,250.16,1,2021-06-23 23:55:29,2021-06-23 23:55:29
RM-HTL0023-233,HTL0023,233,EXE,Executive Suite,401.89,1,2021-07-02 19:24:18,2021-07-02 19:24:18
RM-HTL0023-234,HTL0023,234,STD,Standard Room,47.53,1,2021-06-22 14:13:03,2025-11-04 16:54:26
RM-HTL0023-235,HTL0023,235,STD,Standard Room,55.38,1,2021-06-19 11:38:48,2021-06-19 11:38:48
RM-HTL0023-236,HTL0023,236,EXE,Executive Suite,406.89,1,2021-06-30 11:27:00,2021-06-30 11:27:00
RM-HTL0023-237,HTL0023,237,SUP,Superior Room,80.08,1,2021-06-23 21:04:13,2021-06-23 21:04:13
RM-HTL0023-238,HTL0023,238,DLX,Deluxe Room,115.07,1,2021-06-29 10:26:59,2022-01-28 19:25:09
RM-HTL0023-239,HTL0023,239,SUP,Superior Room,83.91,1,2021-07-15 03:58:30,2023-03-14 22:59:39
RM-HTL0023-240,HTL0023,240,DLX,Deluxe Room,109.42,1,2021-07-12 05:43:38,2021-07-12 05:43:38
RM-HTL0023-241,HTL0023,241,DLX,Deluxe Room,114.91,1,2021-07-14 18:31:57,2023-07-24 08:08:25
RM-HTL0023-242,HTL0023,242,SUT,Suite Room,283.93,1,2021-06-27 11:07:25,2025-06-19 12:01:55
RM-HTL0023-243,HTL0023,243,EXE,Executive Suite,395.75,1,2021-07-13 06:44:52,2021-07-13 06:44:52
RM-HTL0023-244,HTL0023,244,STD,Standard Room,58.71,1,2021-07-03 03:11:15,2022-10-28 02:27:14
RM-HTL0023-245,HTL0023,245,EXE,Executive Suite,397.48,1,2021-07-15 19:08:39,2026-03-23 09:09:05
RM-HTL0023-246,HTL0023,246,DLX,Deluxe Room,112.22,1,2021-07-02 18:22:10,2021-07-02 18:22:10
RM-HTL0023-247,HTL0023,247,SUT,Suite Room,257.44,1,2021-06-19 09:24:12,2021-10-04 00:26:23
RM-HTL0023-248,HTL0023,248,STD,Standard Room,53.07,1,2021-07-14 20:30:00,2026-01-01 09:22:42
RM-HTL0023-249,HTL0023,249,DLX,Deluxe Room,112.7,1,2021-07-10 13:44:19,2021-07-10 13:44:19
RM-HTL0023-250,HTL0023,250,EXE,Executive Suite,395.05,1,2021-07-11 07:32:25,2022-10-01 07:22:22
RM-HTL0023-251,HTL0023,251,SUP,Superior Room,89.73,1,2021-07-16 21:55:09,2026-02-16 01:43:12
RM-HTL0023-252,HTL0023,252,SUT,Suite Room,252.06,0,2021-07-07 16:06:53,2022-08-04 05:14:43
RM-HTL0023-253,HTL0023,253,SUP,Superior Room,89.79,1,2021-06-30 14:24:15,2022-06-01 17:06:17
RM-HTL0023-254,HTL0023,254,STD,Standard Room,46.09,1,2021-07-06 15:19:06,2021-07-06 15:19:06
RM-HTL0023-255,HTL0023,255,DLX,Deluxe Room,108.38,1,2021-06-29 14:33:16,2025-08-03 06:16:40
RM-HTL0023-256,HTL0023,256,SUT,Suite Room,263.97,0,2021-07-06 12:21:24,2022-03-07 11:59:35
RM-HTL0023-257,HTL0023,257,EXE,Executive Suite,408.08,1,2021-06-19 03:32:46,2023-07-17 12:34:32
RM-HTL0023-258,HTL0023,258,STD,Standard Room,61.64,1,2021-07-15 14:39:27,2021-07-15 14:39:27
RM-HTL0023-259,HTL0023,259,STD,Standard Room,48.18,1,2021-07-14 18:50:13,2026-03-14 05:26:09
RM-HTL0023-260,HTL0023,260,EXE,Executive Suite,408.97,1,2021-06-23 17:32:20,2021-06-23 17:32:20
