date_key,full_date,day_of_week,day_num,week_num,month_num,month_name,quarter,year,is_weekend,is_holiday,season
796,2024-03-06,Wednesday,3,10,3,March,1,2024,False,False,Fall
797,2024-03-07,Thursday,4,10,3,March,1,2024,False,False,Fall
798,2024-03-08,Friday,5,10,3,March,1,2024,False,False,Fall
799,2024-03-09,Saturday,6,10,3,March,1,2024,True,False,Fall
800,2024-03-10,Sunday,7,10,3,March,1,2024,True,False,Fall
801,2024-03-11,Monday,1,11,3,March,1,2024,False,False,Fall
802,2024-03-12,Tuesday,2,11,3,March,1,2024,False,False,Fall
803,2024-03-13,Wednesday,3,11,3,March,1,2024,False,False,Fall
804,2024-03-14,Thursday,4,11,3,March,1,2024,False,False,Fall
805,2024-03-15,Friday,5,11,3,March,1,2024,False,False,Fall
806,2024-03-16,Saturday,6,11,3,March,1,2024,True,False,Fall
807,2024-03-17,Sunday,7,11,3,March,1,2024,True,False,Fall
808,2024-03-18,Monday,1,12,3,March,1,2024,False,False,Fall
809,2024-03-19,Tuesday,2,12,3,March,1,2024,False,False,Fall
810,2024-03-20,Wednesday,3,12,3,March,1,2024,False,False,Fall
811,2024-03-21,Thursday,4,12,3,March,1,2024,False,False,Fall
812,2024-03-22,Friday,5,12,3,March,1,2024,False,False,Fall
813,2024-03-23,Saturday,6,12,3,March,1,2024,True,False,Fall
814,2024-03-24,Sunday,7,12,3,March,1,2024,True,False,Fall
815,2024-03-25,Monday,1,13,3,March,1,2024,False,False,Fall
816,2024-03-26,Tuesday,2,13,3,March,1,2024,False,False,Fall
817,2024-03-27,Wednesday,3,13,3,March,1,2024,False,False,Fall
818,2024-03-28,Thursday,4,13,3,March,1,2024,False,False,Fall
819,2024-03-29,Friday,5,13,3,March,1,2024,False,False,Fall
820,2024-03-30,Saturday,6,13,3,March,1,2024,True,False,Fall
821,2024-03-31,Sunday,7,13,3,March,1,2024,True,False,Fall
822,2024-04-01,Monday,1,14,4,April,2,2024,False,False,Fall
823,2024-04-02,Tuesday,2,14,4,April,2,2024,False,False,Fall
824,2024-04-03,Wednesday,3,14,4,April,2,2024,False,False,Fall
825,2024-04-04,Thursday,4,14,4,April,2,2024,False,False,Fall
826,2024-04-05,Friday,5,14,4,April,2,2024,False,False,Fall
827,2024-04-06,Saturday,6,14,4,April,2,2024,True,False,Fall
828,2024-04-07,Sunday,7,14,4,April,2,2024,True,False,Fall
829,2024-04-08,Monday,1,15,4,April,2,2024,False,False,Fall
830,2024-04-09,Tuesday,2,15,4,April,2,2024,False,False,Fall
831,2024-04-10,Wednesday,3,15,4,April,2,2024,False,False,Fall
832,2024-04-11,Thursday,4,15,4,April,2,2024,False,False,Fall
833,2024-04-12,Friday,5,15,4,April,2,2024,False,False,Fall
834,2024-04-13,Saturday,6,15,4,April,2,2024,True,False,Fall
835,2024-04-14,Sunday,7,15,4,April,2,2024,True,False,Fall
836,2024-04-15,Monday,1,16,4,April,2,2024,False,False,Fall
837,2024-04-16,Tuesday,2,16,4,April,2,2024,False,False,Fall
838,2024-04-17,Wednesday,3,16,4,April,2,2024,False,False,Fall
839,2024-04-18,Thursday,4,16,4,April,2,2024,False,False,Fall
840,2024-04-19,Friday,5,16,4,April,2,2024,False,False,Fall
841,2024-04-20,Saturday,6,16,4,April,2,2024,True,False,Fall
842,2024-04-21,Sunday,7,16,4,April,2,2024,True,False,Fall
843,2024-04-22,Monday,1,17,4,April,2,2024,False,False,Fall
844,2024-04-23,Tuesday,2,17,4,April,2,2024,False,False,Fall
845,2024-04-24,Wednesday,3,17,4,April,2,2024,False,False,Fall
846,2024-04-25,Thursday,4,17,4,April,2,2024,False,False,Fall
847,2024-04-26,Friday,5,17,4,April,2,2024,False,False,Fall
848,2024-04-27,Saturday,6,17,4,April,2,2024,True,False,Fall
849,2024-04-28,Sunday,7,17,4,April,2,2024,True,False,Fall
850,2024-04-29,Monday,1,18,4,April,2,2024,False,False,Fall
851,2024-04-30,Tuesday,2,18,4,April,2,2024,False,False,Fall
852,2024-05-01,Wednesday,3,18,5,May,2,2024,False,False,Fall
853,2024-05-02,Thursday,4,18,5,May,2,2024,False,False,Fall
854,2024-05-03,Friday,5,18,5,May,2,2024,False,False,Fall
855,2024-05-04,Saturday,6,18,5,May,2,2024,True,False,Fall
856,2024-05-05,Sunday,7,18,5,May,2,2024,True,False,Fall
857,2024-05-06,Monday,1,19,5,May,2,2024,False,False,Fall
858,2024-05-07,Tuesday,2,19,5,May,2,2024,False,False,Fall
859,2024-05-08,Wednesday,3,19,5,May,2,2024,False,False,Fall
860,2024-05-09,Thursday,4,19,5,May,2,2024,False,False,Fall
861,2024-05-10,Friday,5,19,5,May,2,2024,False,False,Fall
862,2024-05-11,Saturday,6,19,5,May,2,2024,True,False,Fall
863,2024-05-12,Sunday,7,19,5,May,2,2024,True,False,Fall
864,2024-05-13,Monday,1,20,5,May,2,2024,False,False,Fall
865,2024-05-14,Tuesday,2,20,5,May,2,2024,False,False,Fall
866,2024-05-15,Wednesday,3,20,5,May,2,2024,False,False,Fall
867,2024-05-16,Thursday,4,20,5,May,2,2024,False,False,Fall
868,2024-05-17,Friday,5,20,5,May,2,2024,False,False,Fall
869,2024-05-18,Saturday,6,20,5,May,2,2024,True,False,Fall
870,2024-05-19,Sunday,7,20,5,May,2,2024,True,False,Fall
871,2024-05-20,Monday,1,21,5,May,2,2024,False,False,Fall
872,2024-05-21,Tuesday,2,21,5,May,2,2024,False,False,Fall
873,2024-05-22,Wednesday,3,21,5,May,2,2024,False,False,Fall
874,2024-05-23,Thursday,4,21,5,May,2,2024,False,False,Fall
875,2024-05-24,Friday,5,21,5,May,2,2024,False,False,Fall
876,2024-05-25,Saturday,6,21,5,May,2,2024,True,False,Fall
877,2024-05-26,Sunday,7,21,5,May,2,2024,True,False,Fall
878,2024-05-27,Monday,1,22,5,May,2,2024,False,False,Fall
879,2024-05-28,Tuesday,2,22,5,May,2,2024,False,False,Fall
880,2024-05-29,Wednesday,3,22,5,May,2,2024,False,False,Fall
881,2024-05-30,Thursday,4,22,5,May,2,2024,False,False,Fall
882,2024-05-31,Friday,5,22,5,May,2,2024,False,False,Fall
883,2024-06-01,Saturday,6,22,6,June,2,2024,True,False,Winter
884,2024-06-02,Sunday,7,22,6,June,2,2024,True,False,Winter
885,2024-06-03,Monday,1,23,6,June,2,2024,False,False,Winter
886,2024-06-04,Tuesday,2,23,6,June,2,2024,False,False,Winter
887,2024-06-05,Wednesday,3,23,6,June,2,2024,False,False,Winter
888,2024-06-06,Thursday,4,23,6,June,2,2024,False,False,Winter
889,2024-06-07,Friday,5,23,6,June,2,2024,False,False,Winter
890,2024-06-08,Saturday,6,23,6,June,2,2024,True,False,Winter
891,2024-06-09,Sunday,7,23,6,June,2,2024,True,False,Winter
892,2024-06-10,Monday,1,24,6,June,2,2024,False,False,Winter
893,2024-06-11,Tuesday,2,24,6,June,2,2024,False,False,Winter
894,2024-06-12,Wednesday,3,24,6,June,2,2024,False,False,Winter
895,2024-06-13,Thursday,4,24,6,June,2,2024,False,False,Winter
896,2024-06-14,Friday,5,24,6,June,2,2024,False,False,Winter
897,2024-06-15,Saturday,6,24,6,June,2,2024,True,False,Winter
898,2024-06-16,Sunday,7,24,6,June,2,2024,True,False,Winter
899,2024-06-17,Monday,1,25,6,June,2,2024,False,False,Winter
900,2024-06-18,Tuesday,2,25,6,June,2,2024,False,False,Winter
901,2024-06-19,Wednesday,3,25,6,June,2,2024,False,False,Winter
902,2024-06-20,Thursday,4,25,6,June,2,2024,False,False,Winter
903,2024-06-21,Friday,5,25,6,June,2,2024,False,False,Winter
904,2024-06-22,Saturday,6,25,6,June,2,2024,True,False,Winter
905,2024-06-23,Sunday,7,25,6,June,2,2024,True,False,Winter
906,2024-06-24,Monday,1,26,6,June,2,2024,False,False,Winter
907,2024-06-25,Tuesday,2,26,6,June,2,2024,False,False,Winter
908,2024-06-26,Wednesday,3,26,6,June,2,2024,False,False,Winter
909,2024-06-27,Thursday,4,26,6,June,2,2024,False,False,Winter
910,2024-06-28,Friday,5,26,6,June,2,2024,False,False,Winter
911,2024-06-29,Saturday,6,26,6,June,2,2024,True,False,Winter
912,2024-06-30,Sunday,7,26,6,June,2,2024,True,False,Winter
913,2024-07-01,Monday,1,27,7,July,3,2024,False,False,Winter
914,2024-07-02,Tuesday,2,27,7,July,3,2024,False,False,Winter
915,2024-07-03,Wednesday,3,27,7,July,3,2024,False,False,Winter
916,2024-07-04,Thursday,4,27,7,July,3,2024,False,False,Winter
917,2024-07-05,Friday,5,27,7,July,3,2024,False,False,Winter
918,2024-07-06,Saturday,6,27,7,July,3,2024,True,False,Winter
919,2024-07-07,Sunday,7,27,7,July,3,2024,True,False,Winter
920,2024-07-08,Monday,1,28,7,July,3,2024,False,False,Winter
921,2024-07-09,Tuesday,2,28,7,July,3,2024,False,False,Winter
922,2024-07-10,Wednesday,3,28,7,July,3,2024,False,False,Winter
923,2024-07-11,Thursday,4,28,7,July,3,2024,False,False,Winter
924,2024-07-12,Friday,5,28,7,July,3,2024,False,False,Winter
925,2024-07-13,Saturday,6,28,7,July,3,2024,True,False,Winter
926,2024-07-14,Sunday,7,28,7,July,3,2024,True,False,Winter
927,2024-07-15,Monday,1,29,7,July,3,2024,False,False,Winter
928,2024-07-16,Tuesday,2,29,7,July,3,2024,False,False,Winter
929,2024-07-17,Wednesday,3,29,7,July,3,2024,False,False,Winter
930,2024-07-18,Thursday,4,29,7,July,3,2024,False,False,Winter
931,2024-07-19,Friday,5,29,7,July,3,2024,False,False,Winter
932,2024-07-20,Saturday,6,29,7,July,3,2024,True,False,Winter
933,2024-07-21,Sunday,7,29,7,July,3,2024,True,False,Winter
934,2024-07-22,Monday,1,30,7,July,3,2024,False,False,Winter
935,2024-07-23,Tuesday,2,30,7,July,3,2024,False,False,Winter
936,2024-07-24,Wednesday,3,30,7,July,3,2024,False,False,Winter
937,2024-07-25,Thursday,4,30,7,July,3,2024,False,False,Winter
938,2024-07-26,Friday,5,30,7,July,3,2024,False,False,Winter
939,2024-07-27,Saturday,6,30,7,July,3,2024,True,False,Winter
940,2024-07-28,Sunday,7,30,7,July,3,2024,True,False,Winter
941,2024-07-29,Monday,1,31,7,July,3,2024,False,False,Winter
942,2024-07-30,Tuesday,2,31,7,July,3,2024,False,False,Winter
943,2024-07-31,Wednesday,3,31,7,July,3,2024,False,False,Winter
944,2024-08-01,Thursday,4,31,8,August,3,2024,False,False,Winter
945,2024-08-02,Friday,5,31,8,August,3,2024,False,False,Winter
946,2024-08-03,Saturday,6,31,8,August,3,2024,True,False,Winter
947,2024-08-04,Sunday,7,31,8,August,3,2024,True,False,Winter
948,2024-08-05,Monday,1,32,8,August,3,2024,False,False,Winter
949,2024-08-06,Tuesday,2,32,8,August,3,2024,False,False,Winter
950,2024-08-07,Wednesday,3,32,8,August,3,2024,False,False,Winter
951,2024-08-08,Thursday,4,32,8,August,3,2024,False,False,Winter
952,2024-08-09,Friday,5,32,8,August,3,2024,False,False,Winter
953,2024-08-10,Saturday,6,32,8,August,3,2024,True,False,Winter
954,2024-08-11,Sunday,7,32,8,August,3,2024,True,False,Winter
955,2024-08-12,Monday,1,33,8,August,3,2024,False,False,Winter
956,2024-08-13,Tuesday,2,33,8,August,3,2024,False,False,Winter
957,2024-08-14,Wednesday,3,33,8,August,3,2024,False,False,Winter
958,2024-08-15,Thursday,4,33,8,August,3,2024,False,False,Winter
959,2024-08-16,Friday,5,33,8,August,3,2024,False,False,Winter
960,2024-08-17,Saturday,6,33,8,August,3,2024,True,False,Winter
961,2024-08-18,Sunday,7,33,8,August,3,2024,True,False,Winter
962,2024-08-19,Monday,1,34,8,August,3,2024,False,False,Winter
963,2024-08-20,Tuesday,2,34,8,August,3,2024,False,False,Winter
964,2024-08-21,Wednesday,3,34,8,August,3,2024,False,False,Winter
965,2024-08-22,Thursday,4,34,8,August,3,2024,False,False,Winter
966,2024-08-23,Friday,5,34,8,August,3,2024,False,False,Winter
967,2024-08-24,Saturday,6,34,8,August,3,2024,True,False,Winter
968,2024-08-25,Sunday,7,34,8,August,3,2024,True,False,Winter
969,2024-08-26,Monday,1,35,8,August,3,2024,False,False,Winter
970,2024-08-27,Tuesday,2,35,8,August,3,2024,False,False,Winter
971,2024-08-28,Wednesday,3,35,8,August,3,2024,False,False,Winter
972,2024-08-29,Thursday,4,35,8,August,3,2024,False,False,Winter
973,2024-08-30,Friday,5,35,8,August,3,2024,False,False,Winter
974,2024-08-31,Saturday,6,35,8,August,3,2024,True,False,Winter
975,2024-09-01,Sunday,7,35,9,September,3,2024,True,False,Spring
976,2024-09-02,Monday,1,36,9,September,3,2024,False,False,Spring
977,2024-09-03,Tuesday,2,36,9,September,3,2024,False,False,Spring
978,2024-09-04,Wednesday,3,36,9,September,3,2024,False,False,Spring
979,2024-09-05,Thursday,4,36,9,September,3,2024,False,False,Spring
980,2024-09-06,Friday,5,36,9,September,3,2024,False,False,Spring
981,2024-09-07,Saturday,6,36,9,September,3,2024,True,False,Spring
982,2024-09-08,Sunday,7,36,9,September,3,2024,True,False,Spring
983,2024-09-09,Monday,1,37,9,September,3,2024,False,False,Spring
984,2024-09-10,Tuesday,2,37,9,September,3,2024,False,False,Spring
985,2024-09-11,Wednesday,3,37,9,September,3,2024,False,False,Spring
986,2024-09-12,Thursday,4,37,9,September,3,2024,False,False,Spring
987,2024-09-13,Friday,5,37,9,September,3,2024,False,False,Spring
988,2024-09-14,Saturday,6,37,9,September,3,2024,True,False,Spring
989,2024-09-15,Sunday,7,37,9,September,3,2024,True,False,Spring
990,2024-09-16,Monday,1,38,9,September,3,2024,False,False,Spring
991,2024-09-17,Tuesday,2,38,9,September,3,2024,False,False,Spring
992,2024-09-18,Wednesday,3,38,9,September,3,2024,False,False,Spring
993,2024-09-19,Thursday,4,38,9,September,3,2024,False,False,Spring
994,2024-09-20,Friday,5,38,9,September,3,2024,False,False,Spring
995,2024-09-21,Saturday,6,38,9,September,3,2024,True,False,Spring
996,2024-09-22,Sunday,7,38,9,September,3,2024,True,False,Spring
997,2024-09-23,Monday,1,39,9,September,3,2024,False,False,Spring
998,2024-09-24,Tuesday,2,39,9,September,3,2024,False,False,Spring
999,2024-09-25,Wednesday,3,39,9,September,3,2024,False,False,Spring
1000,2024-09-26,Thursday,4,39,9,September,3,2024,False,False,Spring
1001,2024-09-27,Friday,5,39,9,September,3,2024,False,False,Spring
1002,2024-09-28,Saturday,6,39,9,September,3,2024,True,False,Spring
1003,2024-09-29,Sunday,7,39,9,September,3,2024,True,False,Spring
1004,2024-09-30,Monday,1,40,9,September,3,2024,False,False,Spring
1005,2024-10-01,Tuesday,2,40,10,October,4,2024,False,False,Spring
1006,2024-10-02,Wednesday,3,40,10,October,4,2024,False,False,Spring
1007,2024-10-03,Thursday,4,40,10,October,4,2024,False,False,Spring
1008,2024-10-04,Friday,5,40,10,October,4,2024,False,False,Spring
1009,2024-10-05,Saturday,6,40,10,October,4,2024,True,False,Spring
1010,2024-10-06,Sunday,7,40,10,October,4,2024,True,False,Spring
1011,2024-10-07,Monday,1,41,10,October,4,2024,False,False,Spring
1012,2024-10-08,Tuesday,2,41,10,October,4,2024,False,False,Spring
1013,2024-10-09,Wednesday,3,41,10,October,4,2024,False,False,Spring
1014,2024-10-10,Thursday,4,41,10,October,4,2024,False,False,Spring
1015,2024-10-11,Friday,5,41,10,October,4,2024,False,False,Spring
1016,2024-10-12,Saturday,6,41,10,October,4,2024,True,False,Spring
1017,2024-10-13,Sunday,7,41,10,October,4,2024,True,False,Spring
1018,2024-10-14,Monday,1,42,10,October,4,2024,False,False,Spring
1019,2024-10-15,Tuesday,2,42,10,October,4,2024,False,False,Spring
1020,2024-10-16,Wednesday,3,42,10,October,4,2024,False,False,Spring
1021,2024-10-17,Thursday,4,42,10,October,4,2024,False,False,Spring
1022,2024-10-18,Friday,5,42,10,October,4,2024,False,False,Spring
1023,2024-10-19,Saturday,6,42,10,October,4,2024,True,False,Spring
1024,2024-10-20,Sunday,7,42,10,October,4,2024,True,False,Spring
1025,2024-10-21,Monday,1,43,10,October,4,2024,False,False,Spring
1026,2024-10-22,Tuesday,2,43,10,October,4,2024,False,False,Spring
1027,2024-10-23,Wednesday,3,43,10,October,4,2024,False,False,Spring
1028,2024-10-24,Thursday,4,43,10,October,4,2024,False,False,Spring
1029,2024-10-25,Friday,5,43,10,October,4,2024,False,False,Spring
1030,2024-10-26,Saturday,6,43,10,October,4,2024,True,False,Spring
1031,2024-10-27,Sunday,7,43,10,October,4,2024,True,False,Spring
1032,2024-10-28,Monday,1,44,10,October,4,2024,False,False,Spring
1033,2024-10-29,Tuesday,2,44,10,October,4,2024,False,False,Spring
1034,2024-10-30,Wednesday,3,44,10,October,4,2024,False,False,Spring
1035,2024-10-31,Thursday,4,44,10,October,4,2024,False,False,Spring
1036,2024-11-01,Friday,5,44,11,November,4,2024,False,False,Spring
1037,2024-11-02,Saturday,6,44,11,November,4,2024,True,False,Spring
1038,2024-11-03,Sunday,7,44,11,November,4,2024,True,False,Spring
1039,2024-11-04,Monday,1,45,11,November,4,2024,False,False,Spring
1040,2024-11-05,Tuesday,2,45,11,November,4,2024,False,False,Spring
1041,2024-11-06,Wednesday,3,45,11,November,4,2024,False,False,Spring
1042,2024-11-07,Thursday,4,45,11,November,4,2024,False,False,Spring
1043,2024-11-08,Friday,5,45,11,November,4,2024,False,False,Spring
1044,2024-11-09,Saturday,6,45,11,November,4,2024,True,False,Spring
1045,2024-11-10,Sunday,7,45,11,November,4,2024,True,False,Spring
1046,2024-11-11,Monday,1,46,11,November,4,2024,False,False,Spring
1047,2024-11-12,Tuesday,2,46,11,November,4,2024,False,False,Spring
1048,2024-11-13,Wednesday,3,46,11,November,4,2024,False,False,Spring
1049,2024-11-14,Thursday,4,46,11,November,4,2024,False,False,Spring
1050,2024-11-15,Friday,5,46,11,November,4,2024,False,False,Spring
1051,2024-11-16,Saturday,6,46,11,November,4,2024,True,False,Spring
1052,2024-11-17,Sunday,7,46,11,November,4,2024,True,False,Spring
1053,2024-11-18,Monday,1,47,11,November,4,2024,False,False,Spring
1054,2024-11-19,Tuesday,2,47,11,November,4,2024,False,False,Spring
1055,2024-11-20,Wednesday,3,47,11,November,4,2024,False,False,Spring
1056,2024-11-21,Thursday,4,47,11,November,4,2024,False,False,Spring
1057,2024-11-22,Friday,5,47,11,November,4,2024,False,False,Spring
1058,2024-11-23,Saturday,6,47,11,November,4,2024,True,False,Spring
1059,2024-11-24,Sunday,7,47,11,November,4,2024,True,False,Spring
1060,2024-11-25,Monday,1,48,11,November,4,2024,False,False,Spring
1061,2024-11-26,Tuesday,2,48,11,November,4,2024,False,False,Spring
1062,2024-11-27,Wednesday,3,48,11,November,4,2024,False,False,Spring
1063,2024-11-28,Thursday,4,48,11,November,4,2024,False,False,Spring
1064,2024-11-29,Friday,5,48,11,November,4,2024,False,False,Spring
1065,2024-11-30,Saturday,6,48,11,November,4,2024,True,False,Spring
1066,2024-12-01,Sunday,7,48,12,December,4,2024,True,False,Summer
1067,2024-12-02,Monday,1,49,12,December,4,2024,False,False,Summer
1068,2024-12-03,Tuesday,2,49,12,December,4,2024,False,False,Summer
1069,2024-12-04,Wednesday,3,49,12,December,4,2024,False,False,Summer
1070,2024-12-05,Thursday,4,49,12,December,4,2024,False,False,Summer
1071,2024-12-06,Friday,5,49,12,December,4,2024,False,False,Summer
1072,2024-12-07,Saturday,6,49,12,December,4,2024,True,False,Summer
1073,2024-12-08,Sunday,7,49,12,December,4,2024,True,False,Summer
1074,2024-12-09,Monday,1,50,12,December,4,2024,False,False,Summer
1075,2024-12-10,Tuesday,2,50,12,December,4,2024,False,False,Summer
1076,2024-12-11,Wednesday,3,50,12,December,4,2024,False,False,Summer
1077,2024-12-12,Thursday,4,50,12,December,4,2024,False,False,Summer
1078,2024-12-13,Friday,5,50,12,December,4,2024,False,False,Summer
1079,2024-12-14,Saturday,6,50,12,December,4,2024,True,False,Summer
1080,2024-12-15,Sunday,7,50,12,December,4,2024,True,False,Summer
1081,2024-12-16,Monday,1,51,12,December,4,2024,False,False,Summer
1082,2024-12-17,Tuesday,2,51,12,December,4,2024,False,False,Summer
1083,2024-12-18,Wednesday,3,51,12,December,4,2024,False,False,Summer
1084,2024-12-19,Thursday,4,51,12,December,4,2024,False,False,Summer
1085,2024-12-20,Friday,5,51,12,December,4,2024,False,False,Summer
1086,2024-12-21,Saturday,6,51,12,December,4,2024,True,False,Summer
1087,2024-12-22,Sunday,7,51,12,December,4,2024,True,False,Summer
1088,2024-12-23,Monday,1,52,12,December,4,2024,False,False,Summer
1089,2024-12-24,Tuesday,2,52,12,December,4,2024,False,False,Summer
1090,2024-12-25,Wednesday,3,52,12,December,4,2024,False,True,Summer
1091,2024-12-26,Thursday,4,52,12,December,4,2024,False,False,Summer
1092,2024-12-27,Friday,5,52,12,December,4,2024,False,False,Summer
1093,2024-12-28,Saturday,6,52,12,December,4,2024,True,False,Summer
1094,2024-12-29,Sunday,7,52,12,December,4,2024,True,False,Summer
1095,2024-12-30,Monday,1,1,12,December,4,2024,False,False,Summer
1096,2024-12-31,Tuesday,2,1,12,December,4,2024,False,True,Summer
