payment_key,payment_date_key,payment_time_key,customer_key,payment_method_key,currency_key,flight_segment_key,hotel_stay_key,payment_reference,invoice_number,payment_status,payment_gateway,installment_months,gross_amount_usd,discount_amount_usd,tax_amount_usd,net_amount_usd,refund_amount_usd,gateway_fee_usd,loyalty_points_used,loyalty_points_earned,transaction_amount_local,source_reference_num,transaction_source
6085,310,2245,2087,1,2,9546.0,,PAY43938675417,INV-RT272-311000,Completed,Midtrans,0,0.0,0.0,0.0,0.0,0.0,13.37,383,2006,0.0,CNF28700236,AGENT
6086,948,2230,1101,5,2,12510.0,,PAY10768330345,INV-CT123-073757,Completed,Midtrans,0,548.39,0.0,60.61,609.0,0.0,12.18,0,1218,9652650.0,CNF78487087,PARTNER
6087,258,1930,2997,7,2,1559.0,,PAY33783054340,INV-KX207-134419,Chargeback,Stripe,0,175.31,0.0,18.57,193.88,193.88,5.62,0,0,3072998.0,CNF93914603,AGENT
6088,660,2030,2082,10,4,13614.0,,PAY31196152863,INV-IA207-886916,Completed,Midtrans,0,97.06,4.85,8.44,100.65,0.0,2.01,0,201,471.04,CNF08574266,AGENT
6089,913,1815,2089,9,3,5649.0,,PAY84882662545,INV-FT557-177886,Completed,DOKU,0,3138.94,0.0,252.41,3391.35,0.0,74.61,0,3391,4578.32,CNF70277025,HOTEL
6090,110,2030,475,12,1,12316.0,,PAY43750780346,INV-YU466-729730,Completed,Midtrans,0,548.14,0.0,66.56,614.7,0.0,12.29,0,3073,614.7,CNF71008447,AIRLINE
6091,826,230,17,7,2,8878.0,,PAY47448523810,INV-IU863-566923,Completed,Xendit,0,4095.87,0.0,421.78,4517.65,0.0,81.32,0,13552,71604752.5,CNF02181449,PARTNER
6092,212,2215,1005,7,4,5024.0,,PAY27838244342,INV-XW433-449910,Completed,Adyen,0,55.47,0.0,5.41,60.88,0.0,0.91,0,121,284.92,CNF01785566,AIRLINE
6093,908,400,917,1,2,13856.0,,PAY18152882987,INV-SD460-110424,Completed,Adyen,0,141.05,7.05,13.29,147.29,0.0,2.21,0,147,2334546.5,CNF73142397,AGENT
6094,647,2015,2314,1,1,7748.0,,PAY44468579163,INV-QK389-119638,Completed,Midtrans,0,172.65,0.0,19.55,192.2,0.0,3.84,0,192,192.2,CNF53835311,AIRLINE
6095,160,1830,2008,5,5,9249.0,,PAY27280041796,INV-SW770-152748,Completed,Xendit,0,393.7,0.0,31.94,425.64,0.0,7.66,0,851,15535.86,CNF77052028,AIRLINE
6096,858,2000,783,5,9,1467.0,,PAY92040267120,INV-XG005-487006,Completed,Midtrans,0,182.05,0.0,17.65,199.7,0.0,3.99,907,599,157.76,CNF77708594,HOTEL
6097,965,1145,385,1,2,8308.0,,PAY82472232941,INV-RE043-878655,Completed,Midtrans,0,48.87,0.0,4.36,53.23,0.0,1.06,0,106,843695.5,CNF65248703,PARTNER
6098,625,1730,2870,9,4,6219.0,,PAY76277498984,INV-MH787-813893,Refunded,Xendit,0,1765.75,353.15,132.28,1544.88,1544.88,27.81,0,0,7230.04,CNF15229957,HOTEL
6099,697,445,2877,5,7,10189.0,,PAY79272311028,INV-ZB078-789317,Completed,Xendit,0,343.47,0.0,29.28,372.75,0.0,6.71,0,372,570.31,CNF84225680,AIRLINE
6100,1039,2200,262,4,1,593.0,,PAY87437182794,INV-AQ074-678344,Failed,Xendit,0,878.33,175.67,86.83,789.49,0.0,14.21,0,0,789.49,CNF10051081,AIRLINE
6101,731,1630,1190,7,1,10378.0,,PAY90513279554,INV-HR707-512330,Completed,Midtrans,0,749.47,0.0,71.78,821.25,0.0,16.42,0,4106,821.25,CNF89960685,PARTNER
6102,161,730,566,14,2,5602.0,,PAY32584240727,INV-WB485-343194,Pending,Xendit,0,216.88,0.0,23.96,240.84,0.0,4.34,0,0,3817314.0,CNF75513482,AGENT
6103,117,1030,959,1,2,7540.0,,PAY56727673205,INV-EC679-732153,Completed,Midtrans,3,2420.15,0.0,300.92,2721.07,0.0,54.42,0,5442,43128959.5,CNF55779501,AGENT
6104,105,1700,1903,2,6,4464.0,,PAY47018824998,INV-NN237-466760,Completed,Xendit,0,256.87,25.69,27.8,258.98,0.0,4.66,3539,517,38717.51,CNF25698299,AGENT
6105,309,2300,2723,5,1,10669.0,,PAY83093433867,INV-TS767-914245,Completed,Xendit,0,279.95,0.0,23.59,303.54,0.0,5.46,6557,607,303.54,CNF81367677,PARTNER
6106,450,1730,2224,12,2,11590.0,,PAY71049196912,INV-DP132-785533,Completed,Midtrans,0,308.76,0.0,26.53,335.29,0.0,6.71,799,1005,5314346.5,CNF09647595,PARTNER
6107,995,2030,460,6,2,13141.0,,PAY15511322248,INV-XG353-282807,Completed,Midtrans,0,1291.27,0.0,158.09,1449.36,0.0,28.99,0,4348,22972356.0,CNF17864313,HOTEL
6108,908,1945,2647,12,4,12728.0,,PAY51361000956,INV-HI744-475944,Completed,DOKU,0,189.29,0.0,15.35,204.64,0.0,4.5,0,204,957.72,CNF39178570,AGENT
6109,617,1930,2920,6,1,14045.0,,PAY07843504616,INV-GP894-215381,Completed,Midtrans,0,1325.28,0.0,128.02,1453.3,0.0,29.07,0,4359,1453.3,CNF06847107,AIRLINE
6110,231,0,1988,2,5,11377.0,,PAY46104067588,INV-TA929-083394,Completed,Xendit,3,174.58,0.0,15.07,189.65,0.0,3.41,627,379,6922.22,CNF86548261,AIRLINE
6111,206,1700,2570,9,2,4769.0,,PAY54406143860,INV-QJ064-151067,Completed,Stripe,0,743.14,0.0,69.31,812.45,0.0,23.56,2461,812,12877332.5,CNF82060454,HOTEL
6112,519,430,1294,7,2,8471.0,,PAY16078062099,INV-BB313-754084,Completed,PayPal,0,2629.28,0.0,276.95,2906.23,0.0,98.81,4410,2906,46063745.5,CNF00302550,AIRLINE
6113,29,2145,2736,15,2,2055.0,,PAY38799328254,INV-QX828-098608,Completed,Adyen,0,371.87,0.0,30.49,402.36,0.0,6.04,0,402,6377406.0,CNF31641199,AGENT
6114,1045,1900,1285,1,3,4153.0,,PAY52632740170,INV-YP179-963888,Completed,Adyen,0,320.43,0.0,38.35,358.78,0.0,5.38,49,358,484.35,CNF74494598,HOTEL
6115,58,2215,2105,1,2,6291.0,,PAY19225853851,INV-NR120-016382,Completed,DOKU,3,267.02,0.0,26.27,293.29,0.0,6.45,0,586,4648646.5,CNF40698835,PARTNER
6116,439,915,2363,14,2,6869.0,,PAY72906643042,INV-KZ983-831742,Completed,Midtrans,0,886.82,0.0,74.72,961.54,0.0,19.23,387,2884,15240409.0,CNF11568683,AIRLINE
6117,464,615,1745,4,2,5503.0,,PAY33524359826,INV-OA525-785917,Completed,Midtrans,12,77.48,0.0,8.48,85.96,0.0,1.72,0,85,1362466.0,CNF98627862,AGENT
6118,576,200,2640,1,7,1509.0,,PAY44504393744,INV-RW701-880918,Completed,Xendit,0,548.19,0.0,53.97,602.16,0.0,10.84,0,1204,921.3,CNF85625084,HOTEL
6119,1020,200,2996,5,2,10958.0,,PAY86130832233,INV-IS161-904558,Pending,DOKU,0,182.04,9.1,17.14,190.08,0.0,4.18,0,0,3012768.0,CNF59713153,AGENT
6120,601,0,1047,2,2,3885.0,,PAY00870784317,INV-ZT962-093083,Completed,PayPal,12,10633.97,1595.1,1054.36,10093.23,0.0,343.17,0,50466,159977695.5,CNF53535423,AIRLINE
6121,953,615,1345,1,2,1583.0,,PAY30300247496,INV-HV003-758397,Completed,Xendit,0,181.77,0.0,18.2,199.97,0.0,3.6,1963,399,3169524.5,CNF43906484,HOTEL
6122,152,2030,1946,14,1,8157.0,,PAY70837410151,INV-FV347-650477,Completed,Stripe,0,114.06,22.81,9.15,100.4,0.0,2.91,0,100,100.4,CNF00688749,HOTEL
6123,888,1730,2290,1,1,14420.0,,PAY80806989902,INV-VD779-849725,Failed,Stripe,0,337.52,67.5,26.95,296.97,0.0,8.61,0,0,296.97,CNF71201278,HOTEL
6124,100,1945,2338,2,2,6605.0,,PAY66615010078,INV-ZX737-732155,Completed,Midtrans,6,102.88,20.58,7.7,90.0,0.0,1.8,1447,180,1426500.0,CNF61175163,AGENT
6125,122,315,531,7,3,7185.0,,PAY25222244778,INV-TO914-232439,Completed,Midtrans,0,223.47,0.0,20.38,243.85,0.0,4.88,0,243,329.2,CNF99897327,HOTEL
6126,285,2230,1535,9,2,13704.0,,PAY36613507960,INV-OR421-988031,Completed,Xendit,0,892.97,0.0,93.96,986.93,0.0,17.76,0,1973,15642840.5,CNF55529807,PARTNER
6127,444,2030,617,13,2,7448.0,,PAY03746282859,INV-QJ373-789313,Completed,Xendit,0,1167.21,0.0,101.49,1268.7,0.0,22.84,12,1268,20108895.0,CNF97658501,AIRLINE
6128,264,645,1346,10,2,7505.0,,PAY70999664406,INV-XE213-261725,Completed,Midtrans,0,193.24,19.32,13.95,187.87,0.0,3.76,0,187,2977739.5,CNF33359299,AGENT
6129,45,1215,1837,1,2,13081.0,,PAY97198831213,INV-PC063-881820,Completed,Adyen,0,967.9,0.0,122.79,1090.69,0.0,16.36,0,2181,17287436.5,CNF39917057,PARTNER
6130,804,1200,2404,13,7,13142.0,,PAY92635044058,INV-UR194-240990,Completed,Midtrans,0,1872.8,0.0,238.21,2111.01,0.0,42.22,668,6333,3229.85,CNF78823261,HOTEL
6131,101,800,1654,1,2,3710.0,,PAY38328020522,INV-TL220-176955,Completed,Xendit,3,210.41,10.52,21.17,221.06,0.0,3.98,1767,442,3503801.0,CNF31539531,AGENT
6132,790,1430,949,9,2,13839.0,,PAY99539702648,INV-VY599-855615,Completed,Stripe,0,143.63,0.0,15.62,159.25,0.0,4.62,0,159,2524112.5,CNF82951661,PARTNER
6133,425,145,228,6,10,3955.0,,PAY69431664868,INV-OI486-656365,Completed,Midtrans,0,168.29,0.0,14.21,182.5,0.0,3.65,0,182,1427.15,CNF13027151,PARTNER
6134,1014,1200,2720,9,2,4981.0,,PAY97174296145,INV-UL762-119625,Completed,Xendit,0,333.46,16.67,26.54,343.33,0.0,6.18,72,1716,5441780.5,CNF39007462,AGENT
6135,525,830,568,4,8,7600.0,,PAY14758325048,INV-SU621-418951,Completed,Midtrans,0,228.0,11.4,21.41,238.01,0.0,4.76,0,238,874.09,CNF50352922,AIRLINE
6136,433,2230,2897,1,2,10546.0,,PAY19529417074,INV-SB475-799949,Completed,Xendit,0,1251.23,250.25,100.33,1101.31,0.0,19.82,2632,2202,17455763.5,CNF53497531,AGENT
6137,874,1300,201,6,2,2866.0,,PAY42781845001,INV-KU199-555647,Completed,Adyen,0,919.59,0.0,90.27,1009.86,0.0,15.15,4601,1009,16006281.0,CNF94898301,PARTNER
6138,687,1800,2268,9,2,14848.0,,PAY08713052837,INV-IX746-228545,Completed,Stripe,0,3091.73,154.59,374.42,3311.56,0.0,96.04,4292,9934,52488226.0,CNF61298871,AGENT
6139,224,2115,2146,5,2,405.0,,PAY89552405796,INV-DF457-914637,Completed,DOKU,0,151.89,22.78,14.06,143.17,0.0,3.15,0,286,2269244.5,CNF89257140,HOTEL
6140,510,1345,2498,1,2,3471.0,,PAY58108843077,INV-SQ624-746883,Completed,Adyen,6,274.41,13.72,21.59,282.28,0.0,4.23,7828,282,4474138.0,CNF34923524,PARTNER
6141,375,2030,787,2,6,289.0,,PAY04242758662,INV-JY591-368388,Completed,Midtrans,0,4486.57,0.0,446.78,4933.35,0.0,98.67,0,9866,737535.82,CNF64267351,PARTNER
6142,552,1500,591,13,2,2750.0,,PAY15903457452,INV-HH140-030052,Completed,Midtrans,0,0.0,1076.3,0.0,0.0,0.0,95.71,0,9571,0.0,CNF32761990,HOTEL
6143,393,930,1492,7,2,2284.0,,PAY11912889651,INV-ER929-646610,Completed,Stripe,0,1746.45,0.0,210.13,1956.58,0.0,56.74,1835,1956,31011793.0,CNF59137206,AIRLINE
6144,1067,200,1257,2,2,11839.0,,PAY16747571905,INV-DB952-143767,Completed,Internal,0,467.16,0.0,40.45,507.61,0.0,0.0,0,507,8045618.5,CNF27877232,AIRLINE
6145,387,845,119,2,1,11242.0,,PAY87611567366,INV-ZB714-372361,Completed,Midtrans,0,6670.14,1000.52,507.56,6177.18,0.0,123.54,0,6177,6177.18,CNF26709346,HOTEL
6146,213,415,1324,12,2,11476.0,,PAY63689961317,INV-TQ180-935225,Completed,Stripe,0,4175.09,0.0,339.92,4515.01,0.0,130.94,254,4515,71562908.5,CNF23846193,HOTEL
6147,378,745,2309,1,2,5892.0,,PAY71899908733,INV-JY641-389682,Completed,Midtrans,0,268.53,0.0,32.05,300.58,0.0,6.01,0,601,4764193.0,CNF48844894,HOTEL
6148,666,1000,2132,6,2,7237.0,,PAY77762899016,INV-SS672-617810,Completed,PayPal,0,1013.51,-50.68,96.12,1109.63,0.0,37.73,0,1109,17587635.5,CNF87957920,PARTNER
6149,165,1830,600,9,2,7228.0,,PAY18819627225,INV-PX863-439974,Completed,Internal,0,129.11,-6.46,11.16,140.27,0.0,0.0,0,140,2223279.5,CNF15823727,HOTEL
6150,302,130,1500,13,2,1186.0,,PAY40182655064,INV-TQ986-276054,Completed,Xendit,0,752.31,75.23,74.56,751.64,0.0,13.53,0,2254,11913494.0,CNF08629532,PARTNER
6151,911,2030,164,4,2,14475.0,,PAY59726942280,INV-MN342-766643,Completed,Xendit,0,100.11,0.0,12.7,112.81,0.0,2.03,0,564,1788038.5,CNF41849299,HOTEL
6152,803,800,1574,1,2,10478.0,,PAY19520247001,INV-CX459-131481,Completed,Xendit,0,1812.86,271.93,162.7,1703.63,0.0,30.67,0,3407,27002535.5,CNF78053862,HOTEL
6153,651,115,2767,4,2,6845.0,,PAY34743673598,INV-EF422-267492,Completed,Xendit,0,264.16,52.83,25.49,236.82,0.0,4.26,0,236,3753597.0,CNF18819126,AGENT
6154,222,1515,439,2,4,11662.0,,PAY75449035995,INV-HP467-036791,Completed,Stripe,0,2093.24,0.0,249.27,2342.51,0.0,67.93,0,7027,10962.95,CNF23610825,HOTEL
6155,985,2315,256,7,10,12620.0,,PAY09092872833,INV-MM220-202778,Completed,Midtrans,0,220.11,22.01,24.1,222.2,0.0,4.44,0,222,1737.6,CNF30626681,AIRLINE
6156,99,615,216,1,2,14432.0,,PAY67141604648,INV-NO283-129439,Completed,Midtrans,3,651.34,0.0,72.79,724.13,0.0,14.48,0,724,11477460.5,CNF11840012,HOTEL
6157,467,600,900,2,1,3884.0,,PAY31265713251,INV-UX827-307062,Cancelled,DOKU,0,4870.75,243.54,568.18,5195.39,0.0,114.3,0,0,5195.39,CNF01443011,HOTEL
6158,221,1900,2141,6,1,11424.0,,PAY56139502294,INV-UX054-941820,Completed,Xendit,0,894.65,134.2,92.16,852.61,0.0,15.35,0,4263,852.61,CNF93506330,AGENT
6159,952,745,2458,2,4,6710.0,,PAY17115550760,INV-LB084-164964,Completed,DOKU,0,128.77,0.0,13.93,142.7,0.0,3.14,0,142,667.84,CNF33832631,AGENT
6160,484,1215,2727,1,2,8598.0,,PAY94293992719,INV-PN969-044720,Completed,Midtrans,0,764.94,38.25,61.16,787.85,0.0,15.76,0,787,12487422.5,CNF48413767,PARTNER
6161,399,2330,126,15,2,2303.0,,PAY31181264898,INV-WQ414-726136,Completed,Midtrans,0,1469.14,146.91,150.79,1473.02,0.0,29.46,0,2946,23347367.0,CNF13790168,AIRLINE
6162,849,1945,200,12,9,13331.0,,PAY77741348569,INV-OQ018-316980,Completed,DOKU,0,401.75,0.0,49.24,450.99,0.0,9.92,0,450,356.28,CNF70348568,AIRLINE
6163,876,45,2326,2,1,9506.0,,PAY94262412836,INV-TC995-874509,Completed,Xendit,0,413.61,0.0,36.04,449.65,0.0,8.09,0,1348,449.65,CNF91089345,PARTNER
6164,536,2300,622,2,2,5055.0,,PAY95520786070,INV-LP112-322581,Completed,Midtrans,12,356.32,0.0,37.34,393.66,0.0,7.87,0,787,6239511.0,CNF92901544,AGENT
6165,692,2045,2266,4,7,13744.0,,PAY51921089038,INV-AW734-906495,Completed,Midtrans,0,849.11,0.0,93.73,942.84,0.0,18.86,0,942,1442.55,CNF15125033,AGENT
6166,359,1315,1338,5,3,8516.0,,PAY41902697386,INV-XF640-909661,Completed,Adyen,0,344.64,0.0,34.71,379.35,0.0,5.69,3399,379,512.12,CNF40410944,PARTNER
6167,174,2330,1278,10,2,1769.0,,PAY56856206227,INV-AA912-330170,Completed,Midtrans,0,713.68,0.0,67.33,781.01,0.0,15.62,0,781,12379008.5,CNF51342045,AIRLINE
6168,903,1645,1550,6,3,4620.0,,PAY17266313311,INV-PI571-030602,Completed,Xendit,0,373.67,37.37,35.24,371.54,0.0,6.69,3192,371,501.58,CNF64964948,HOTEL
6169,452,2245,2865,1,2,5280.0,,PAY51014956439,INV-GE816-011423,Completed,Midtrans,0,594.86,59.49,61.92,597.29,0.0,11.95,0,597,9467046.5,CNF50648237,AIRLINE
6170,37,1600,1147,2,2,11122.0,,PAY29348877832,INV-KJ412-547296,Completed,Stripe,0,744.59,0.0,69.83,814.42,0.0,23.62,0,814,12908557.0,CNF05836923,AIRLINE
6171,418,2015,43,7,2,3461.0,,PAY71154194731,INV-SO443-798239,Completed,Stripe,0,976.83,0.0,102.33,1079.16,0.0,31.3,0,2158,17104686.0,CNF86579681,AIRLINE
6172,357,2300,2304,9,1,6701.0,,PAY49343907134,INV-PI077-872649,Completed,PayPal,0,4573.08,0.0,398.57,4971.65,0.0,169.04,576,9943,4971.65,CNF95813075,AGENT
6173,349,2000,1636,6,8,2749.0,,PAY45193885963,INV-HD065-619863,Failed,DOKU,0,229.69,0.0,27.15,256.84,0.0,5.65,0,0,943.24,CNF28556931,HOTEL
6174,150,1600,257,1,5,5954.0,,PAY68620320484,INV-OI317-271003,Completed,PayPal,12,267.38,13.37,31.82,285.83,0.0,9.72,0,285,10432.8,CNF75777744,AGENT
6175,80,1315,913,7,2,3381.0,,PAY05791576108,INV-FM563-894089,Refunded,Adyen,0,121.33,6.07,13.12,128.38,128.38,1.93,0,0,2034823.0,CNF43425951,HOTEL
6176,201,1700,412,5,2,5289.0,,PAY90878401884,INV-JQ519-150877,Completed,Adyen,0,138.29,6.91,15.98,147.36,0.0,2.21,727,147,2335656.0,CNF25458728,PARTNER
6177,691,1730,192,5,4,14398.0,,PAY44852158786,INV-BG336-458485,Partial Refund,Xendit,0,1020.14,0.0,121.39,1141.53,259.78,20.55,0,0,5342.36,CNF57028143,HOTEL
6178,158,400,2208,9,2,14697.0,,PAY88127050676,INV-AN726-243101,Completed,Midtrans,0,190.91,9.55,15.77,197.13,0.0,3.94,0,197,3124510.5,CNF47446895,PARTNER
6179,423,200,238,12,2,1038.0,,PAY45202617610,INV-NH448-968040,Completed,Midtrans,0,690.62,0.0,89.25,779.87,0.0,15.6,104,2339,12360939.5,CNF15634526,HOTEL
6180,980,400,1909,4,4,13638.0,,PAY27940713238,INV-UT004-262244,Completed,Stripe,3,427.13,21.36,42.17,447.94,0.0,12.99,0,895,2096.36,CNF71550859,AGENT
6181,60,15,2881,1,2,11073.0,,PAY13412034111,INV-GX262-523584,Refunded,Xendit,0,1360.47,0.0,165.43,1525.9,1525.9,27.47,0,0,24185515.0,CNF32908995,PARTNER
6182,747,1500,323,10,2,585.0,,PAY89283980700,INV-BK617-908649,Completed,Midtrans,0,1204.71,60.24,130.23,1274.7,0.0,25.49,3310,2549,20203995.0,CNF79025912,HOTEL
6183,99,300,1866,4,2,544.0,,PAY49546381222,INV-KF459-684044,Completed,Midtrans,3,850.61,0.0,108.89,959.5,0.0,19.19,0,959,15208075.0,CNF73920025,AGENT
6184,242,815,1595,2,3,12583.0,,PAY79974214094,INV-HE990-855981,Completed,Midtrans,0,1186.18,177.93,107.06,1115.31,0.0,22.31,0,2230,1505.67,CNF53833324,AIRLINE
6185,105,2030,567,2,2,14014.0,,PAY34805035700,INV-MR597-104104,Completed,Internal,0,653.76,0.0,53.02,706.78,0.0,0.0,0,706,11202463.0,CNF65236675,AIRLINE
6186,939,1245,2917,12,9,12124.0,,PAY37121873196,INV-IR370-123721,Failed,Adyen,0,136.16,0.0,13.36,149.52,0.0,2.24,0,0,118.12,CNF12752587,HOTEL
6187,212,345,31,1,2,12805.0,,PAY03141541708,INV-MU740-914302,Completed,Xendit,0,94.06,0.0,9.25,103.31,0.0,1.86,0,206,1637463.5,CNF22335259,AIRLINE
6188,580,1300,1894,7,2,3094.0,,PAY23179293947,INV-EW779-715006,Completed,Internal,0,1470.34,0.0,144.8,1615.14,0.0,0.0,0,4845,25599969.0,CNF06368539,HOTEL
6189,135,2030,2741,2,2,6530.0,,PAY22514503680,INV-ZS113-830580,Completed,Midtrans,0,171.44,8.57,15.82,178.69,0.0,3.57,0,178,2832236.5,CNF69238599,HOTEL
6190,735,545,1048,2,2,2701.0,,PAY80944949712,INV-PS089-874653,Completed,PayPal,0,1658.14,331.63,168.21,1494.72,0.0,50.82,0,1494,23691312.0,CNF59959241,HOTEL
6191,190,1015,2096,5,3,6390.0,,PAY26663262041,INV-WG977-800677,Completed,Midtrans,0,213.65,10.68,22.97,225.94,0.0,4.52,2963,225,305.02,CNF61788269,AIRLINE
6192,220,1745,517,1,2,3584.0,,PAY02246512598,INV-OL141-319411,Completed,Midtrans,0,1738.05,0.0,211.21,1949.26,0.0,38.99,782,9746,30895771.0,CNF39160076,PARTNER
6193,706,1900,176,1,2,8562.0,,PAY82095860583,INV-RX891-515826,Completed,Xendit,0,1941.82,0.0,194.45,2136.27,0.0,38.45,426,10681,33859879.5,CNF28328453,AIRLINE
6194,1041,515,2356,6,8,14610.0,,PAY83468716706,INV-IE632-762145,Completed,Midtrans,0,478.33,0.0,45.91,524.24,0.0,10.48,0,2621,1925.27,CNF07518305,AGENT
6195,1028,845,2350,2,10,10307.0,,PAY78383210012,INV-MO462-836045,Completed,Midtrans,0,5064.98,93.09,39.61,411.98,0.0,8.24,20,823,3221.68,CNF53143136,PARTNER
6196,346,1845,85,2,2,9946.0,,PAY40861852329,INV-NH245-511454,Failed,Stripe,0,422.01,0.0,38.27,460.28,0.0,13.35,0,0,7295438.0,CNF36415861,PARTNER
6197,58,1315,1742,14,5,14881.0,,PAY78139169787,INV-QI321-483679,Completed,Xendit,0,85.58,12.84,6.89,79.63,0.0,1.43,0,79,2906.5,CNF81573678,PARTNER
6198,171,1300,1010,6,4,1381.0,,PAY48374311276,INV-OC854-873155,Completed,Xendit,0,98.24,0.0,8.2,106.44,0.0,1.92,0,532,498.14,CNF94476988,HOTEL
6199,850,800,830,2,1,5042.0,,PAY98660737617,INV-SI804-199160,Completed,Xendit,0,1587.33,0.0,169.36,1756.69,0.0,31.62,0,3513,1756.69,CNF75945425,AGENT
6200,153,1230,1944,10,2,3103.0,,PAY22989858986,INV-XD767-483403,Completed,Adyen,0,375.33,0.0,32.39,407.72,0.0,6.12,0,407,6462362.0,CNF64225592,AIRLINE
6201,159,1845,1517,4,3,960.0,,PAY53923171857,INV-ML329-799589,Completed,Stripe,6,700.88,0.0,78.27,779.15,0.0,22.6,0,3895,1051.85,CNF37804704,AGENT
6202,825,2300,200,1,8,11762.0,,PAY22621745934,INV-LK144-266760,Completed,Midtrans,0,330.73,49.61,23.27,304.39,0.0,6.09,0,304,1117.87,CNF98643637,HOTEL
6203,577,1300,1470,2,2,10678.0,,PAY77816471369,INV-WD983-121033,Chargeback,Stripe,0,211.41,21.14,15.62,205.89,205.89,5.97,0,0,3263356.5,CNF92238724,PARTNER
6204,272,445,1331,6,7,12101.0,,PAY94277342849,INV-KJ441-942558,Completed,Internal,0,232.87,0.0,23.97,256.84,0.0,0.0,0,513,392.97,CNF07228245,AGENT
6205,482,830,1843,1,2,461.0,,PAY09903144254,INV-UG926-936112,Completed,Midtrans,3,598.2,0.0,53.21,651.41,0.0,13.03,1670,651,10324848.5,CNF49076341,HOTEL
6206,806,1515,2335,9,2,627.0,,PAY70736747281,INV-GT746-545068,Pending,DOKU,0,169.13,0.0,16.9,186.03,0.0,4.09,0,0,2948575.5,CNF70549857,AIRLINE
6207,300,1745,910,5,2,7367.0,,PAY73246586528,INV-CW125-597120,Completed,Xendit,0,1188.12,0.0,122.88,1311.0,0.0,23.6,0,1311,20779350.0,CNF73654749,AGENT
6208,438,915,667,2,2,943.0,,PAY71101666478,INV-QY013-926453,Completed,Stripe,0,713.01,0.0,75.44,788.45,0.0,22.87,245,1576,12496932.5,CNF64040465,AIRLINE
6209,703,1915,632,2,2,11669.0,,PAY81119831045,INV-QC270-647916,Completed,Xendit,0,224.2,22.42,20.19,221.97,0.0,4.0,0,443,3518224.5,CNF48433165,PARTNER
6210,42,915,2000,2,1,762.0,,PAY13546435640,INV-QS938-148447,Completed,Stripe,0,63.43,6.34,6.2,63.29,0.0,1.84,1219,189,63.29,CNF24235256,AGENT
6211,158,545,2296,1,2,1539.0,,PAY10485170247,INV-EX031-210943,Completed,Xendit,0,402.32,0.0,33.14,435.46,0.0,7.84,0,435,6902041.0,CNF60424450,AIRLINE
6212,421,1945,914,7,2,14460.0,,PAY21951742495,INV-HW622-640999,Refunded,Stripe,0,148.75,7.44,14.02,155.33,155.33,4.5,0,0,2461980.5,CNF29748305,AGENT
6213,309,915,193,7,1,6040.0,,PAY32570863243,INV-EN142-689171,Completed,Internal,0,105.35,0.0,11.8,117.15,0.0,0.0,2006,117,117.15,CNF00791456,AGENT
6214,267,2100,1227,4,2,5468.0,,PAY09702063423,INV-QM937-156138,Completed,Midtrans,0,364.69,0.0,41.08,405.77,0.0,8.12,1113,405,6431454.5,CNF43845711,HOTEL
6215,608,845,310,2,2,9458.0,,PAY90061442672,INV-MU466-316297,Completed,PayPal,0,143.84,14.38,15.04,144.5,0.0,4.91,0,144,2290325.0,CNF92208827,AGENT
6216,1034,100,968,2,2,14798.0,,PAY31487989787,INV-IF260-000625,Completed,Midtrans,0,1095.5,0.0,116.29,1211.79,0.0,24.24,0,1211,19206871.5,CNF37726439,AIRLINE
6217,108,0,2665,2,1,3074.0,,PAY03227951508,INV-BX073-792933,Completed,Midtrans,0,330.53,0.0,39.73,370.26,0.0,7.41,4174,1110,370.26,CNF43417814,HOTEL
6218,444,1100,281,2,2,6063.0,,PAY79369831574,INV-LO574-505399,Completed,Midtrans,0,3541.53,0.0,430.51,3972.04,0.0,79.44,0,3972,62956834.0,CNF74010042,AGENT
6219,226,1230,2141,1,4,11424.0,,PAY98286965030,INV-BT506-963350,Completed,Midtrans,0,894.65,0.0,96.76,991.41,0.0,19.83,5390,4957,4639.8,CNF93506330,AIRLINE
6220,955,800,684,2,2,2530.0,,PAY84100915589,INV-HT691-643385,Completed,Midtrans,0,1407.09,0.0,124.25,1531.34,0.0,30.63,879,3062,24271739.0,CNF88899949,AIRLINE
6221,861,1545,210,2,4,2420.0,,PAY95082733777,INV-GT134-726930,Completed,Xendit,0,645.13,64.51,62.4,643.02,0.0,11.57,0,1929,3009.33,CNF51267490,HOTEL
6222,937,445,113,12,2,6426.0,,PAY99647893276,INV-PR130-999754,Completed,Adyen,0,159.57,0.0,18.19,177.76,0.0,2.67,1463,177,2817496.0,CNF85741102,PARTNER
6223,119,2230,2516,1,2,1796.0,,PAY23700220087,INV-LC237-194286,Completed,DOKU,0,181.46,0.0,21.98,203.44,0.0,4.48,0,610,3224524.0,CNF37750448,PARTNER
6224,110,1745,1395,2,1,2079.0,,PAY84621608391,INV-LA952-119382,Completed,Midtrans,0,787.9,39.4,68.1,816.6,0.0,16.33,0,816,816.6,CNF29636412,AGENT
6225,600,145,831,4,2,14338.0,,PAY30214685622,INV-SQ413-407658,Completed,Midtrans,0,69.27,10.39,6.14,65.02,0.0,1.3,0,130,1030567.0,CNF09877125,HOTEL
6226,816,1945,1896,13,2,5212.0,,PAY56752586444,INV-JA806-036270,Completed,Stripe,0,1785.12,89.26,153.34,1849.2,0.0,53.63,0,1849,29309820.0,CNF45021453,AIRLINE
