segment_key,scheduled_departure_date_key,scheduled_departure_time_key,actual_departure_date_key,actual_departure_time_key,passenger_key,passenger_profile_key,segment_origin_airport_key,segment_destination_airport_key,aircraft_key,class_of_service_key,fare_basis_key,booking_channel_key,confirmation_number,ticket_number,segment_sequence_number,flight_number,base_fare_revenue_usd,passenger_facility_charges_usd,airport_tax_usd,government_tax_usd,baggage_charges_usd,upgrade_fees_usd,transaction_fees_usd,total_revenue_usd,segment_miles_flown,segment_miles_earned,delay_minutes,seat_capacity,flight_status,load_factor_pct
8512,1052,100,1052,100,593,4232,21,11,16,24,3,1,CNF52438572,TKT9030825382,2,GA777,44.8,16.28,2.06,6.59,0.0,0,0.0,69.73,4447,1222,29,397,Flown,70.7
8513,217,930,217,930,1231,2369,5,11,1,22,6,1,CNF02385816,TKT0231594309,3,GA619,4037.74,29.15,39.01,54.55,1091.63,0,0.0,5252.08,2754,7325,0,166,Flown,68.7
8514,357,1545,357,1545,1897,2866,18,15,12,6,5,2,CNF19496835,TKT7912923585,3,GA736,1311.44,24.86,65.19,148.07,25.0,0,0.0,1574.56,5197,18189,3,339,Cancelled,70.5
8515,537,2200,537,2200,1253,637,2,14,47,5,7,1,CNF29312567,TKT0721970495,2,GA465,7311.93,7.62,454.69,1085.45,50.0,0,0.0,8909.69,1098,12078,94,67,Flown,74.2
8516,359,615,359,615,1338,713,15,2,31,11,4,2,CNF40410944,TKT2462236959,1,GA196,279.44,9.78,16.18,14.24,25.0,0,0.0,344.64,234,228,83,336,Flown,79.4
8517,887,1345,887,1345,2452,2073,7,12,70,12,2,4,CNF48171230,TKT6040696850,2,GA602,91.59,27.0,5.39,6.61,0.0,0,9.16,139.75,6585,2798,0,165,Flown,56.5
8518,747,2300,747,2300,2243,162,17,7,1,6,5,1,CNF02606637,TKT3616977484,1,GA251,1034.13,23.88,60.99,82.54,0.0,0,0.0,1201.54,6704,23463,0,166,Flown,47.6
8519,517,1945,517,1945,1674,1780,20,12,20,8,8,2,CNF92286479,TKT0562903679,3,GA660,48.48,26.95,4.25,3.63,0.0,0,0.0,83.31,7921,2772,0,334,Flown,67.6
8520,431,1200,431,1200,1524,1985,11,13,29,4,3,4,CNF96426624,TKT6341463464,2,GA217,83.26,29.67,5.44,6.39,0.0,100,8.33,233.09,1980,544,22,67,Flown,86.2
8521,1012,815,1012,815,230,4223,12,7,51,6,6,2,CNF73474017,TKT2297442409,2,GA690,1317.16,7.97,117.1,170.12,0.0,0,0.0,1612.35,1849,4918,0,332,Flown,52.2
8522,500,2345,500,2345,2427,2050,4,11,47,6,6,3,CNF70580222,TKT1133288590,4,GA589,479.76,22.35,39.51,26.78,0.0,0,38.38,606.78,4287,11403,0,67,Flown,76.0
8523,258,945,258,945,1339,910,17,6,70,14,5,1,CNF46432033,TKT1889666722,3,GA106,2792.69,6.55,245.19,307.35,0.0,0,0.0,3351.78,6791,23768,0,165,Flown,92.7
8524,598,1130,598,1130,2685,2313,13,14,67,23,4,2,CNF92469839,TKT8349108721,3,GA864,286.42,15.79,17.0,25.07,0.0,0,0.0,344.28,4372,4262,0,169,Flown,85.2
8525,317,1545,317,1545,1813,5853,15,5,32,16,8,1,CNF13985154,TKT9708998501,2,GA153,355.57,7.28,31.68,53.07,0.0,50,0.0,497.6,4183,1464,10,74,Flown,68.8
8526,92,400,92,400,1366,3783,2,7,61,18,6,1,CNF19912266,TKT6616119342,3,GA189,440.71,23.5,31.91,24.76,50.0,0,0.0,570.88,7131,18968,0,392,Flown,92.2
8527,386,645,386,645,2470,2658,15,13,33,2,5,1,CNF75699088,TKT9032405772,3,GA159,633.12,8.55,29.78,36.04,50.0,0,0.0,757.49,765,2677,0,77,Flown,81.8
8528,734,330,734,330,489,5385,9,20,18,6,5,1,CNF05778030,TKT5032593456,1,GA399,1254.93,17.16,80.72,94.07,0.0,0,0.0,1446.88,1432,5012,0,69,Flown,84.7
8529,978,1600,978,1600,2760,2523,13,17,40,12,1,3,CNF25038085,TKT1167332132,3,GA324,234.29,19.3,9.56,24.54,0.0,0,18.74,306.43,7638,4582,43,178,Flown,86.9
8530,754,345,754,345,765,1441,13,4,45,12,8,4,CNF89494363,TKT8594241838,4,GA972,150.21,9.85,14.73,9.39,75.0,0,15.02,274.2,2178,762,21,168,Flown,78.6
8531,256,215,256,215,771,4103,7,12,17,20,2,2,CNF14384740,TKT9601966318,2,GA497,118.48,23.58,6.16,17.63,100.0,0,0.0,265.85,2069,879,111,399,Flown,81.5
8532,177,2330,177,2330,2599,1400,17,2,48,20,1,1,CNF36474621,TKT9828719940,2,GA788,194.69,26.61,16.18,17.18,0.0,200,0.0,454.66,4030,2418,0,164,Flown,84.1
8533,956,1215,956,1215,2627,732,13,7,17,9,7,1,CNF91061561,TKT3432588032,2,GA947,3698.17,12.11,233.56,467.72,0.0,0,0.0,4411.56,7027,77297,36,399,Flown,77.0
8534,297,1315,297,1315,2644,2911,6,20,60,6,5,2,CNF32506522,TKT0189281115,3,GA738,474.55,12.14,31.35,43.84,0.0,500,0.0,1061.88,2891,10118,105,335,Flown,88.4
8535,298,0,298,0,136,1843,7,20,19,23,4,3,CNF67668309,TKT9257997272,4,GA745,373.37,25.94,20.03,52.56,50.0,0,29.87,551.77,1065,1038,0,77,Flown,90.3
8536,644,1730,644,1730,2250,514,5,17,11,12,8,2,CNF62321953,TKT8089204338,3,GA382,162.19,15.26,9.25,11.85,0.0,50,0.0,248.55,5220,1826,17,391,Flown,94.1
8537,264,130,264,130,2241,1790,9,20,50,20,1,2,CNF24769897,TKT4139643977,4,GA732,174.56,17.22,10.91,9.04,50.0,0,0.0,261.73,508,304,0,220,Flown,91.0
8538,1078,2100,1078,2100,721,2303,2,5,16,19,4,3,CNF17003119,TKT4041503812,3,GA740,218.62,10.61,14.91,14.63,0.0,0,17.49,276.26,1669,1627,0,397,Flown,81.3
8539,441,1730,441,1730,1632,214,21,11,56,17,7,2,CNF51164048,TKT9618934981,2,GA421,7541.04,6.81,545.52,456.35,50.0,0,0.0,8599.72,7485,82335,0,295,Flown,66.4
8540,954,915,954,915,2758,4438,6,20,39,6,6,2,CNF84535236,TKT0573611819,2,GA829,486.9,5.43,42.33,62.58,0.0,0,0.0,597.24,7145,19005,0,73,Cancelled,94.7
8541,84,945,84,945,285,4259,9,2,1,17,7,2,CNF10476358,TKT8426187752,2,GA886,3571.15,29.6,278.51,294.97,50.0,0,0.0,4224.23,5608,61688,106,166,Flown,87.4
8542,791,900,791,900,1170,2872,4,20,41,18,5,5,CNF46746740,TKT8496586475,2,GA786,1761.82,5.32,120.85,217.59,0.0,0,88.09,2193.67,3142,10996,5,221,Flown,88.3
8543,216,2345,216,2345,2211,1083,2,13,56,7,4,4,CNF80026596,TKT8490100558,4,GA711,377.93,18.7,18.1,36.04,0.0,0,37.79,488.56,7062,6885,22,295,Flown,78.6
8544,840,1230,840,1230,125,1798,12,13,29,8,2,1,CNF23851638,TKT5261937056,2,GA664,120.08,14.69,8.32,11.64,0.0,0,0.0,154.73,3140,1334,0,67,Flown,81.7
8545,17,745,17,745,777,2825,13,12,44,13,7,1,CNF61950081,TKT1542853906,4,GA823,5108.27,14.94,503.77,534.55,75.0,0,0.0,6236.53,1774,19514,16,216,Flown,55.1
8546,95,1130,95,1130,295,1007,2,18,35,24,8,1,CNF56590567,TKT1685041492,3,GA484,105.94,23.91,10.44,10.66,0.0,0,0.0,150.95,7435,2602,0,292,Flown,75.6
8547,136,730,136,730,1670,4523,9,15,39,8,3,3,CNF87610464,TKT1639529405,1,GA760,110.3,14.19,10.35,14.98,0.0,0,8.82,158.64,2540,698,0,73,Flown,43.4
8548,959,530,959,530,2009,1489,11,9,38,22,5,1,CNF54472098,TKT1023975265,3,GA518,759.33,25.36,42.82,45.19,0.0,100,0.0,972.7,909,3181,28,340,Flown,64.2
8549,67,630,67,630,2100,4390,15,14,15,8,1,2,CNF23065434,TKT1111968387,1,GA544,182.5,19.15,7.54,15.81,0.0,0,0.0,225.0,1868,1120,6,391,Flown,76.9
8550,236,800,236,800,460,1867,5,14,2,1,7,1,CNF61343739,TKT6663590667,1,GA707,4327.52,15.64,418.55,251.31,0.0,0,0.0,5013.02,7638,84018,0,175,No-Show,88.1
8551,186,1945,186,1945,412,679,21,12,31,8,8,5,CNF99831713,TKT5440819965,4,GA806,125.29,22.49,5.88,9.01,0.0,0,6.26,168.93,5756,2014,0,336,Flown,77.8
8552,1049,2300,1049,2300,740,639,13,15,32,8,1,2,CNF55346447,TKT3238272239,1,GA918,133.4,27.03,12.54,18.96,0.0,0,0.0,191.93,6519,3911,16,74,Flown,95.1
8553,1028,445,1028,445,2705,2840,6,7,49,12,8,5,CNF58952182,TKT6377573991,1,GA414,51.21,15.66,4.62,7.5,50.0,0,2.56,131.55,2984,1044,221,400,Flown,93.3
8554,791,830,791,830,779,364,5,20,37,14,5,5,CNF13394822,TKT4484301256,2,GA882,2635.37,15.67,226.19,258.24,0.0,0,131.77,3267.24,6285,21997,0,393,Flown,83.8
8555,569,1615,569,1615,2540,601,20,4,39,8,1,6,CNF00017201,TKT6867972276,2,GA864,228.76,7.33,16.16,28.99,0.0,0,27.45,308.69,3403,2041,0,73,Flown,60.6
8556,430,1915,430,1915,1526,908,14,5,61,13,7,4,CNF58521808,TKT3248986826,2,GA454,2911.09,8.54,165.32,289.66,25.0,0,291.11,3690.72,4430,48730,0,392,Flown,93.9
8557,966,1830,966,1830,161,556,2,12,9,12,2,5,CNF34949676,TKT1899301636,4,GA299,364.01,9.54,25.75,49.83,25.0,0,18.2,492.33,5028,2136,0,177,Flown,65.7
8558,296,900,296,900,505,2442,6,2,62,9,7,5,CNF78652744,TKT2780635889,1,GA593,1335.78,26.13,68.29,184.92,25.0,0,66.79,1706.91,2921,32131,37,177,Cancelled,89.8
8559,558,1500,558,1500,2335,1961,13,2,63,8,3,2,CNF83612569,TKT7466282894,3,GA571,150.35,29.45,12.05,21.96,0.0,0,0.0,213.81,3344,919,10,337,Flown,80.4
8560,420,1900,420,1900,768,3783,21,18,47,16,2,2,CNF93446701,TKT5640794096,3,GA166,210.7,23.27,8.53,20.71,0.0,0,0.0,263.21,4188,1779,36,67,Flown,90.1
8561,494,2215,494,2215,1260,1780,20,12,15,20,8,2,CNF68011280,TKT8201803847,4,GA680,103.0,8.97,6.45,6.47,25.0,0,0.0,149.89,6588,2305,74,391,Flown,67.7
8562,711,1930,711,1930,176,1491,4,11,59,5,7,2,CNF28328453,TKT4398604667,4,GA524,1576.76,16.3,97.82,225.94,25.0,0,0.0,1941.82,1403,15433,0,177,Flown,86.7
8563,311,2300,311,2300,1607,742,20,11,3,16,3,2,CNF50799227,TKT6599831618,4,GA807,52.86,16.61,2.31,4.83,100.0,0,0.0,176.61,1031,283,0,218,Flown,71.8
8564,163,600,163,600,1282,2826,14,12,48,8,1,3,CNF91615995,TKT1959888738,2,GA238,63.32,7.65,2.91,4.86,0.0,0,5.07,83.81,1761,1056,86,164,Flown,65.3
8565,698,645,698,645,963,2816,13,4,69,24,3,3,CNF84529550,TKT5528859084,1,GA205,135.98,9.2,7.56,18.85,75.0,50,10.88,307.47,2616,719,0,400,Flown,75.3
8566,248,1715,248,1715,1829,2551,11,2,8,24,3,1,CNF54778580,TKT1838666459,3,GA292,49.22,23.43,3.67,3.1,0.0,0,0.0,79.42,5166,1420,13,400,No-Show,66.5
8567,127,230,127,230,2353,2329,4,21,70,8,2,2,CNF81186761,TKT2873057164,2,GA734,154.37,10.02,9.81,14.51,0.0,0,0.0,188.71,4566,1940,0,165,Flown,62.7
8568,47,815,47,815,1738,2692,11,14,27,8,3,1,CNF08090370,TKT1150491254,3,GA463,148.92,26.87,8.84,11.68,0.0,0,0.0,196.31,6029,1657,84,175,Flown,76.5
8569,973,2145,973,2145,509,3660,14,12,70,2,5,1,CNF25822034,TKT6013701555,3,GA261,1012.05,28.95,71.84,64.45,0.0,0,0.0,1177.29,3317,11609,6,165,Flown,74.9
8570,555,445,555,445,1187,498,13,6,29,20,2,2,CNF15276373,TKT6923038649,3,GA766,184.24,16.71,16.59,25.21,0.0,0,0.0,242.75,6850,2911,0,67,Flown,69.5
8571,171,445,171,445,1322,1640,11,5,28,12,3,5,CNF45230999,TKT4960149673,1,GA116,95.2,12.83,6.27,11.15,0.0,0,4.76,130.21,6418,1764,0,393,Flown,80.2
8572,278,315,278,315,2041,1665,21,4,26,3,4,3,CNF75016953,TKT7905070759,3,GA740,172.02,6.59,12.62,17.98,0.0,0,13.76,222.97,6730,6561,0,181,Flown,60.3
8573,245,1500,245,1500,51,899,13,7,49,21,7,1,CNF06578143,TKT2003036145,4,GA218,6460.31,29.81,527.01,467.55,0.0,0,0.0,7484.68,1813,19943,0,400,Flown,92.4
8574,744,545,744,545,2531,352,20,12,27,16,3,1,CNF82829292,TKT8822478710,4,GA316,118.13,6.85,7.68,16.29,0.0,0,0.0,148.95,7285,2003,0,175,Flown,83.3
8575,987,345,987,345,2112,1185,5,15,52,15,4,2,CNF21390241,TKT5564118465,4,GA217,333.15,12.77,16.57,22.66,0.0,0,0.0,385.15,2075,2023,14,300,Flown,62.7
8576,532,2145,532,2145,637,3822,12,14,9,12,2,1,CNF68575980,TKT4708591394,1,GA357,182.53,29.43,13.11,26.73,0.0,50,0.0,301.8,3598,1529,0,177,Flown,71.7
8577,223,2300,223,2300,388,3131,4,21,24,13,7,1,CNF05071118,TKT6410645909,2,GA151,7361.25,27.59,317.24,972.51,0.0,0,0.0,8678.59,776,8536,21,178,Flown,93.5
8578,469,2000,469,2000,1747,3101,18,2,16,21,7,6,CNF86334029,TKT4748308756,1,GA232,1929.11,29.37,136.22,203.23,0.0,0,231.49,2529.42,3189,35079,0,397,Flown,43.1
8579,925,2130,925,2130,2389,2278,9,7,16,10,6,1,CNF77507676,TKT6369602245,2,GA881,796.6,11.26,61.68,76.5,0.0,0,0.0,946.04,600,1596,74,397,Flown,60.9
8580,545,2330,545,2330,294,427,6,4,67,4,1,4,CNF91102586,TKT1501535342,3,GA741,78.87,17.32,5.81,9.82,0.0,0,7.89,119.71,6649,3989,0,169,Flown,71.6
8581,305,1645,305,1645,2299,1588,2,12,11,9,7,2,CNF95016111,TKT6806018146,2,GA258,4714.71,6.15,384.85,250.71,0.0,0,0.0,5356.42,4914,54054,0,391,Cancelled,59.6
8582,475,215,475,215,1826,5759,2,17,67,3,4,3,CNF76615842,TKT2132212600,1,GA201,350.15,11.43,32.4,18.78,0.0,100,28.01,540.77,4267,4160,186,169,Flown,85.1
8583,1025,30,1025,30,382,2236,21,13,50,4,2,3,CNF83254577,TKT3466931355,1,GA757,114.13,11.23,8.21,14.26,0.0,50,9.13,206.96,4424,1880,0,220,Flown,62.7
8584,45,2215,45,2215,1215,2732,9,15,38,13,7,1,CNF09797113,TKT4016288495,4,GA798,2325.76,18.89,125.43,226.23,25.0,0,0.0,2721.31,7850,86350,12,340,Flown,80.0
8585,840,1045,840,1045,1277,5620,7,6,6,9,7,1,CNF77906781,TKT9327038692,1,GA559,1228.27,29.95,111.73,176.86,0.0,0,0.0,1546.81,403,4433,85,77,Flown,72.1
8586,1093,400,1093,400,2447,550,9,7,31,2,6,2,CNF22183071,TKT6857100902,3,GA358,546.36,11.37,52.67,63.6,0.0,0,0.0,674.0,7342,19529,0,336,Flown,64.4
8587,87,215,87,215,2132,2055,18,12,48,4,2,2,CNF58201483,TKT1717602487,2,GA164,329.25,18.99,19.96,44.47,50.0,0,0.0,462.67,1541,654,22,164,Flown,76.7
8588,228,630,228,630,1476,1860,12,15,16,23,4,3,CNF63254157,TKT2032262542,3,GA141,607.43,23.8,51.66,78.63,0.0,0,48.59,810.11,2871,2799,343,397,Flown,65.4
8589,601,615,601,615,1628,4253,5,14,39,11,4,4,CNF97087472,TKT3805108643,4,GA353,420.77,16.26,18.43,60.67,0.0,0,42.08,558.21,5162,5032,0,73,Flown,84.9
8590,219,330,219,330,1797,868,18,6,39,24,1,2,CNF79447533,TKT9817131019,3,GA625,253.78,9.3,17.63,27.07,25.0,0,0.0,332.78,5831,3498,0,73,Flown,68.5
8591,52,845,52,845,1498,1955,6,4,54,21,7,2,CNF75587360,TKT5458284428,3,GA732,890.19,16.85,55.09,65.83,25.0,200,0.0,1252.96,3567,39237,0,300,Flown,66.6
8592,511,1400,511,1400,1803,1302,17,9,49,8,8,3,CNF86634379,TKT1681423516,4,GA348,141.98,27.34,10.27,13.45,100.0,0,11.36,304.4,5083,1779,1,400,Flown,80.6
8593,1011,445,1011,445,2893,1978,12,17,41,24,1,2,CNF19354289,TKT3007217986,3,GA276,108.05,8.98,5.84,14.48,0.0,0,0.0,137.35,6027,3616,21,221,Flown,74.6
8594,434,1130,434,1130,765,3829,9,5,71,22,5,2,CNF37672083,TKT0244351687,2,GA387,491.19,19.28,33.1,67.68,0.0,0,0.0,611.25,876,3065,0,163,Flown,89.1
8595,929,1715,929,1715,2465,2272,17,5,58,5,7,1,CNF59681735,TKT8055535444,2,GA867,7200.59,12.77,661.46,879.53,75.0,0,0.0,8829.35,2780,30580,25,166,Flown,85.6
8596,630,1845,630,1845,1262,2634,21,5,35,24,3,3,CNF12290604,TKT3520881924,4,GA577,94.36,28.84,7.99,11.29,50.0,0,7.55,200.03,5258,1445,91,292,Flown,92.0
8597,108,2030,108,2030,1907,2990,14,7,30,14,5,1,CNF63068996,TKT1706146428,1,GA245,1027.69,14.05,66.56,150.05,50.0,0,0.0,1308.35,4450,15575,0,393,Flown,63.3
8598,488,1215,488,1215,2727,336,17,6,51,3,4,2,CNF48413767,TKT6984979044,1,GA161,615.83,29.75,42.56,76.8,0.0,0,0.0,764.94,4266,4159,0,332,Flown,97.5
8599,962,1600,962,1600,1764,1754,11,21,49,2,5,1,CNF47601666,TKT5984198114,3,GA518,1931.77,16.02,157.63,108.25,0.0,0,0.0,2213.67,5226,18291,330,400,No-Show,77.8
8600,52,2030,52,2030,1826,2233,4,17,63,11,4,1,CNF83874068,TKT5488781600,4,GA995,289.91,16.93,26.34,37.23,0.0,0,0.0,370.41,2166,2111,82,337,Flown,49.4
8601,553,2100,553,2100,514,975,4,12,37,10,5,3,CNF78173019,TKT2383973068,3,GA873,1142.57,21.59,48.19,145.98,0.0,50,91.41,1499.74,1136,3975,0,393,Flown,68.5
8602,597,1000,597,1000,2733,2243,18,5,44,16,2,2,CNF09480303,TKT7174551249,3,GA859,325.65,14.02,19.2,17.4,0.0,0,0.0,376.27,6447,2739,0,216,Flown,61.6
8603,355,1015,355,1015,2953,1109,6,4,31,6,6,2,CNF63557139,TKT5921132508,4,GA882,564.14,18.82,48.99,39.79,0.0,0,0.0,671.74,1232,3277,15,336,Flown,88.3
8604,894,945,894,945,2288,5308,12,17,16,7,4,2,CNF96800199,TKT5852628437,4,GA432,379.13,20.17,20.27,39.19,0.0,0,0.0,458.76,6802,6631,18,397,Flown,66.6
8605,60,1745,60,1745,2695,612,9,2,58,24,8,1,CNF13254431,TKT1213223741,2,GA495,56.17,12.06,2.54,3.12,0.0,0,0.0,73.89,5990,2096,0,166,Flown,94.8
8606,271,645,271,645,244,2352,9,4,21,16,1,1,CNF94278318,TKT6984158839,4,GA632,102.35,17.13,9.82,14.14,25.0,0,0.0,168.44,6110,3666,16,294,Flown,73.0
8607,965,2215,965,2215,471,273,14,7,36,14,5,1,CNF80366246,TKT2739400354,2,GA898,1354.12,27.4,113.95,129.33,0.0,0,0.0,1624.8,1137,3979,0,179,Flown,78.5
8608,121,415,121,415,150,2651,2,4,25,8,8,3,CNF63842344,TKT3303374308,2,GA762,44.13,17.92,2.41,2.43,25.0,0,3.53,95.42,3951,1382,0,159,Flown,73.6
8609,542,300,542,300,2758,321,7,13,10,8,2,1,CNF66798500,TKT7745451141,1,GA486,134.07,20.51,12.14,6.95,0.0,0,0.0,173.67,7198,3059,0,399,Flown,70.9
8610,588,1200,588,1200,1246,1853,4,21,45,23,4,3,CNF42336021,TKT2814939380,2,GA270,4.84,25.49,38.28,57.69,896.81,0,38.75,1061.86,960,936,3,168,Flown,54.4
8611,598,1100,598,1100,42,2115,20,18,4,16,1,3,CNF96342098,TKT8407591699,4,GA965,454.25,26.68,25.06,61.77,0.0,0,36.34,604.1,4574,2744,0,291,Flown,59.0
8612,368,1330,368,1330,1363,1150,18,14,15,20,2,1,CNF28170199,TKT4731878309,4,GA358,267.13,28.36,22.13,13.9,0.0,0,0.0,331.52,5667,2408,87,391,Flown,74.1
8613,963,100,963,100,1491,2480,17,12,47,4,1,5,CNF65056454,TKT9214515898,4,GA516,166.01,6.12,10.39,14.66,0.0,0,8.3,205.48,6662,3997,17,67,Flown,85.5
8614,311,0,311,0,1366,4037,12,9,67,4,8,4,CNF30619588,TKT8504274609,4,GA476,222.33,10.03,9.04,15.65,0.0,0,22.23,279.28,824,288,74,169,Flown,80.1
8615,793,600,793,600,2987,2927,17,6,57,16,1,3,CNF23237273,TKT2881261512,4,GA550,1694.72,18.28,114.26,92.81,0.0,0,135.58,2055.65,6753,4051,17,225,Flown,67.8
8616,626,1400,626,1400,1873,1369,14,5,22,12,3,1,CNF12397498,TKT2198837756,1,GA247,131.25,21.62,9.5,19.38,50.0,0,0.0,231.75,1525,419,0,168,Flown,82.5
8617,518,1730,518,1730,2763,5048,2,4,30,12,8,2,CNF93501677,TKT1076800797,4,GA370,45.32,19.71,3.2,6.59,0.0,0,0.0,74.82,4891,1711,0,393,Flown,66.7
8618,863,2345,863,2345,2282,117,20,13,71,22,6,4,CNF47747582,TKT3051505716,4,GA227,759.99,18.13,58.5,54.51,0.0,0,76.0,967.13,4599,12233,6,163,Flown,93.3
8619,1026,2130,1026,2130,776,13,6,9,7,10,5,4,CNF19435412,TKT1300220580,3,GA335,777.03,26.87,36.39,54.76,0.0,0,77.7,972.75,5640,19739,0,184,Flown,55.0
8620,543,2130,543,2130,1883,2554,14,18,15,17,7,2,CNF31160000,TKT7274580297,4,GA945,4737.47,12.17,281.82,654.87,0.0,0,0.0,5686.33,2700,29700,0,391,Cancelled,81.2
8621,503,345,503,345,1117,968,9,7,42,1,7,2,CNF11407100,TKT5676136227,1,GA906,2458.53,29.82,125.58,355.16,0.0,0,0.0,2969.09,4540,49940,297,338,Cancelled,45.4
8622,734,930,734,930,1365,2405,2,14,14,5,7,4,CNF06672831,TKT5908091120,4,GA711,3420.75,25.34,313.81,195.55,0.0,0,342.07,4297.52,620,6820,70,158,Flown,81.9
8623,347,1430,347,1430,1203,2936,5,15,6,4,8,2,CNF16711350,TKT9742496699,4,GA885,182.6,17.14,17.26,11.86,0.0,200,0.0,428.86,7033,2461,0,77,Flown,82.6
8624,423,2015,423,2015,300,1968,11,12,53,20,2,1,CNF78213532,TKT1526900822,2,GA462,189.1,10.62,7.88,11.45,0.0,0,0.0,219.05,3210,1364,0,396,Flown,63.8
8625,1070,445,1070,445,1132,2950,14,20,52,6,6,1,CNF81959412,TKT7545937675,3,GA236,739.95,29.56,45.43,106.61,0.0,0,0.0,921.55,1960,5213,49,300,Flown,86.1
8626,242,145,242,145,2727,959,2,9,18,16,8,1,CNF40799741,TKT1136761489,4,GA298,136.54,13.08,5.96,7.18,0.0,50,0.0,212.76,3362,1176,0,69,Flown,87.7
8627,681,245,681,245,916,1774,18,20,68,8,1,2,CNF69081523,TKT3289564447,4,GA348,475.65,7.14,20.2,59.48,0.0,0,0.0,562.47,5152,3091,0,222,Flown,63.8
8628,697,845,697,845,1751,5090,7,13,27,8,2,3,CNF65632641,TKT5970069387,3,GA734,47.36,9.94,2.11,4.29,0.0,0,3.79,67.49,3587,1524,0,175,Flown,76.9
8629,207,400,207,400,1875,1472,18,7,3,2,6,2,CNF95713905,TKT1633598128,1,GA133,1097.84,10.62,73.73,142.63,0.0,0,0.0,1324.82,4539,12073,0,218,Flown,76.9
8630,1009,230,1009,230,270,5106,2,18,62,21,7,1,CNF26977108,TKT8007022235,3,GA612,3690.87,27.46,262.64,188.67,0.0,0,0.0,4169.64,4422,48642,40,177,Flown,88.2
8631,525,1330,525,1330,934,602,9,4,32,24,1,1,CNF83562042,TKT1039816549,3,GA775,133.17,24.02,9.12,6.76,75.0,0,0.0,248.07,3874,2324,344,74,Flown,87.9
8632,832,1315,832,1315,1043,1777,14,4,16,24,1,1,CNF98077865,TKT3935423413,2,GA385,174.0,11.94,8.24,22.91,0.0,0,0.0,217.09,3804,2282,9,397,Flown,78.0
8633,1024,30,1024,30,2055,1433,5,20,33,20,1,1,CNF77387952,TKT5656091958,3,GA770,159.76,18.32,7.85,23.96,0.0,0,0.0,209.89,3060,1836,16,77,Flown,65.9
8634,760,1930,760,1930,30,483,17,6,11,24,2,6,CNF37314719,TKT1128176266,2,GA625,147.32,29.91,12.09,12.06,25.0,0,17.68,244.06,4225,1795,0,391,Flown,83.9
8635,564,500,564,500,2745,600,4,12,19,23,4,4,CNF97233363,TKT9203847739,4,GA844,400.62,26.72,22.85,50.57,75.0,0,40.06,615.82,1374,1339,26,77,Cancelled,86.7
8636,858,900,858,900,172,297,21,20,48,11,4,2,CNF70625428,TKT1509741770,1,GA229,1242.26,7.34,96.09,179.97,0.0,0,0.0,1525.66,4946,4822,19,164,Flown,81.6
8637,951,2130,951,2130,1627,1521,18,14,20,9,7,2,CNF03953252,TKT7408426186,1,GA749,1726.12,7.93,91.7,159.34,0.0,0,0.0,1985.09,4244,46684,0,334,Flown,47.4
8638,550,1000,550,1000,2786,2662,13,15,59,16,1,2,CNF33366685,TKT5611577862,2,GA678,193.6,27.09,8.94,27.49,0.0,0,0.0,257.12,227,136,261,177,No-Show,67.8
8639,1084,430,1084,430,1613,4463,2,11,7,16,1,1,CNF55336709,TKT2812968575,4,GA792,187.92,12.65,14.55,24.06,0.0,200,0.0,439.18,2958,1774,92,184,Flown,92.3
8640,1002,100,1002,100,318,1483,9,2,36,16,8,2,CNF98867557,TKT0170367310,3,GA261,24.26,7.5,1.82,3.54,25.0,0,0.0,62.12,6403,2241,11,179,Flown,59.9
8641,1039,500,1039,500,1221,787,15,12,65,16,1,2,CNF80994787,TKT3223546134,1,GA725,337.13,12.17,24.06,22.76,0.0,0,0.0,396.12,955,573,0,68,No-Show,71.9
8642,684,515,684,515,321,2294,13,11,51,3,4,3,CNF21281040,TKT4268377256,4,GA306,314.82,18.22,20.6,25.53,0.0,0,25.19,404.36,4718,4600,0,332,Flown,42.6
8643,571,1830,571,1830,2723,335,7,20,46,8,2,4,CNF72492928,TKT5515075612,1,GA981,282.34,5.61,12.14,30.79,0.0,0,28.23,359.11,2558,1087,250,177,Flown,74.8
8644,691,1430,691,1430,2228,2397,7,15,2,8,1,1,CNF04768664,TKT9589013776,1,GA499,1996.55,23.3,30.56,30.32,1854.92,0,0.0,3935.65,6105,3663,0,175,Flown,82.6
8645,669,1400,669,1400,1423,1303,17,9,1,16,2,1,CNF96404993,TKT2892624601,2,GA120,275.24,10.8,12.88,26.6,0.0,0,0.0,325.52,1797,763,42,166,Cancelled,82.8
8646,734,915,734,915,2401,4757,9,15,47,24,2,1,CNF23400991,TKT5028266218,1,GA982,214.66,6.23,16.48,19.45,0.0,100,0.0,356.82,7088,3012,16,67,Flown,80.7
8647,157,600,157,600,460,1402,5,9,30,4,1,1,CNF14434825,TKT6499710343,3,GA316,82.36,20.42,8.17,4.73,100.0,0,0.0,215.68,4801,2880,252,393,Flown,84.7
8648,809,1700,809,1700,1937,94,13,2,48,4,8,1,CNF06085292,TKT3998529116,4,GA357,166.58,27.27,11.85,15.3,0.0,0,0.0,221.0,965,337,0,164,Flown,84.8
8649,661,400,661,400,696,4874,5,11,16,18,5,3,CNF67927195,TKT9141296808,3,GA889,591.93,14.78,26.43,85.79,0.0,0,47.35,766.28,5525,19337,0,397,Flown,98.0
