hotel_stay_key,reservation_date_key,arrival_date_key,departure_date_key,customer_key,hotel_property_key,booking_channel_key,confirmation_number,ticket_number,number_of_nights,room_type_code,room_type_name,nightly_rate_usd,extended_room_charge_usd,tax_charge_usd,extra_charges_usd,commission_paid_usd,net_revenue_usd,total_bill_usd,reservation_status,lead_time_days,linked_flight_segment
9336,518,524,526,1544,58,1,HCF94658778,HTK4513386305,2,DLX,Deluxe Room,283.25,566.5,67.98,0.0,0.0,566.5,634.48,Checked-Out,6,True
9337,223,242,243,2119,22,1,HCF26938756,HTK9990513313,1,FAM,Family Room,186.97,186.97,9.35,27.68,0.0,186.97,224.0,Checked-Out,19,False
9338,922,934,940,2255,28,3,HCF95963770,HTK2058559190,6,STD,Standard Room,847.44,5084.64,244.06,0.0,406.77,4677.87,5328.7,Checked-Out,12,False
9339,562,600,602,306,27,2,HCF46974835,HTK7916035752,2,SUP,Superior Room,116.08,232.16,11.14,73.39,0.0,232.16,316.69,Checked-Out,38,True
9340,762,765,767,2514,8,2,HCF48299745,HTK6283272050,2,EXC,Executive Room,354.15,708.3,38.96,0.0,0.0,708.3,747.26,Checked-Out,3,True
9341,757,770,776,1579,6,2,HCF18703307,HTK8522053034,6,DLX,Deluxe Room,692.9,4157.4,228.66,0.0,0.0,4157.4,4386.06,No-Show,13,False
9342,716,725,726,1592,49,1,HCF64914428,HTK9984564366,1,STD,Standard Room,333.08,333.08,33.31,0.0,0.0,333.08,366.39,Checked-Out,9,False
9343,718,751,752,170,28,4,HCF00509418,HTK5672034453,1,SUP,Superior Room,810.69,810.69,38.91,0.0,81.07,729.62,849.6,Checked-Out,33,True
9344,1042,1049,1052,646,57,2,HCF38204046,HTK0314063167,3,SUP,Superior Room,330.15,990.45,118.85,0.0,0.0,990.45,1109.3,Checked-Out,7,False
9345,853,892,895,589,21,1,HCF06222954,HTK4642783915,3,STD,Standard Room,72.4,217.2,10.86,0.0,0.0,217.2,228.06,Checked-Out,39,False
9346,407,410,411,266,24,1,HCF71535775,HTK5572657929,1,DLX,Deluxe Room,822.71,822.71,41.14,0.0,0.0,822.71,863.85,Checked-Out,3,False
9347,577,579,585,1392,46,2,HCF70959922,HTK5306790502,6,DLX,Deluxe Room,463.17,2779.02,194.53,0.0,0.0,2779.02,2973.55,Checked-Out,2,True
9348,38,69,71,1486,54,4,HCF14519345,HTK9238013126,2,DLX,Deluxe Room,197.13,394.26,33.51,60.1,39.43,354.83,487.87,Checked-Out,31,True
9349,506,511,515,1742,45,1,HCF49170514,HTK1420994968,4,DLX,Deluxe Room,353.89,1415.56,99.09,23.94,0.0,1415.56,1538.59,Checked-Out,5,False
9350,173,214,216,1845,53,2,HCF64287534,HTK7218317281,2,SUT,Suite,504.87,1009.74,85.83,0.0,0.0,1009.74,1095.57,Checked-Out,41,True
9351,963,979,985,1457,37,2,HCF20700453,HTK4619141585,6,STD,Standard Room,159.05,954.3,85.89,0.0,0.0,954.3,1040.19,Checked-Out,16,True
9352,979,989,991,310,28,2,HCF36370085,HTK3719218222,2,FAM,Family Room,1202.97,2405.94,115.49,0.0,0.0,2405.94,2521.43,Checked-Out,10,True
9353,46,68,71,174,17,1,HCF84737468,HTK7602042254,3,DLX,Deluxe Room,169.94,509.82,25.49,0.0,0.0,509.82,535.31,Checked-Out,22,False
9354,82,89,91,453,2,3,HCF94166136,HTK2784296885,2,STD,Standard Room,238.21,476.42,30.97,58.96,38.11,438.31,566.35,Checked-Out,7,False
9355,772,780,784,693,24,2,HCF94461468,HTK0579088401,4,DLX,Deluxe Room,864.99,3459.96,173.0,0.0,0.0,3459.96,3632.96,Checked-Out,8,False
9356,443,466,468,2205,5,1,HCF03442452,HTK2735544162,2,SUT,Suite,247.6,495.2,32.19,49.34,0.0,495.2,576.73,Checked-Out,23,True
9357,1002,1014,1015,1350,23,1,HCF70825559,HTK5118776954,1,DLX,Deluxe Room,1142.43,1142.43,57.12,0.0,0.0,1142.43,1199.55,Checked-Out,12,False
9358,931,937,940,2495,30,1,HCF77376129,HTK9645183677,3,STD,Standard Room,277.91,833.73,40.02,44.01,0.0,833.73,917.76,Checked-Out,6,True
9359,364,385,386,1901,41,1,HCF89134926,HTK7332874493,1,EXC,Executive Room,122.01,122.01,8.54,0.0,0.0,122.01,130.55,Checked-Out,21,False
9360,583,596,598,1635,52,1,HCF95760988,HTK7103882356,2,STD,Standard Room,42.77,85.54,8.13,0.0,0.0,85.54,93.67,Checked-Out,13,True
9361,486,494,495,2251,35,3,HCF94602837,HTK2399495393,1,EXC,Executive Room,1076.11,1076.11,96.85,152.2,86.09,990.02,1325.16,Checked-Out,8,False
9362,306,332,337,565,33,3,HCF68519225,HTK3115584991,72,SUP,Superior Room,60.09,4326.48,389.38,37.52,24.04,276.41,4753.38,Checked-Out,26,False
9363,532,574,576,1408,38,1,HCF73964531,HTK0576119101,2,DLX,Deluxe Room,165.43,330.86,24.81,0.0,0.0,330.86,355.67,Checked-Out,42,False
9364,749,750,752,243,46,3,HCF65275970,HTK8192351219,2,STD,Standard Room,665.34,1330.68,93.15,0.0,106.45,1224.23,1423.83,Checked-Out,1,True
9365,155,159,163,2824,21,3,HCF00388510,HTK3393607730,4,DLX,Deluxe Room,90.71,362.84,18.14,25.51,29.03,333.81,406.49,In-House,4,False
9366,829,863,865,1226,11,1,HCF45013180,HTK1058280609,2,STD,Standard Room,80.04,160.08,8.8,47.2,0.0,160.08,216.08,Checked-Out,34,False
9367,204,205,207,1059,57,5,HCF68745222,HTK9461059368,2,STD,Standard Room,308.56,617.12,74.05,0.0,30.86,586.26,691.17,Checked-Out,1,False
9368,553,564,565,210,17,3,HCF74961600,HTK6290014272,1,STD,Standard Room,190.13,190.13,9.51,0.0,15.21,174.92,199.64,Checked-Out,11,True
9369,732,765,769,1962,14,2,HCF82816163,HTK6956838499,4,STD,Standard Room,336.13,1344.52,94.12,0.0,0.0,1344.52,1438.64,Cancelled,33,True
9370,405,413,418,2217,31,2,HCF02377736,HTK8158080919,5,DLX,Deluxe Room,810.85,4054.25,194.6,22.46,0.0,4054.25,4271.31,Checked-Out,8,False
9371,864,872,874,2084,38,5,HCF94383258,HTK4649986555,2,SUP,Superior Room,112.34,224.68,16.85,0.0,11.23,213.45,241.53,Checked-Out,8,False
9372,199,234,237,2933,24,2,HCF06507267,HTK9995042676,3,DLX,Deluxe Room,1081.25,3243.75,162.19,0.0,0.0,3243.75,3405.94,No-Show,35,False
9373,614,620,623,1629,35,2,HCF65676830,HTK9878576374,3,STD,Standard Room,942.37,2827.11,254.44,0.0,0.0,2827.11,3081.55,In-House,6,False
9374,794,811,812,1693,27,1,HCF53713481,HTK3044112731,1,SUT,Suite,298.31,298.31,14.32,19.15,0.0,298.31,331.78,Checked-Out,17,True
9375,337,359,360,939,30,2,HCF17906479,HTK5163298679,1,STD,Standard Room,308.38,308.38,14.8,0.0,0.0,308.38,323.18,Checked-Out,22,True
9376,660,681,683,1345,35,1,HCF50857564,HTK3326837637,2,DLX,Deluxe Room,982.72,1965.44,176.89,24.02,0.0,1965.44,2166.35,Checked-Out,21,True
9377,582,644,646,2769,57,1,HCF57690200,HTK3869650715,2,EXC,Executive Room,562.01,1124.02,134.88,0.0,0.0,1124.02,1258.9,Checked-Out,62,False
9378,559,575,576,1250,10,3,HCF76751088,HTK5896994845,1,STD,Standard Room,632.14,632.14,34.77,0.0,50.57,581.57,666.91,Checked-Out,16,True
9379,663,713,714,1154,52,3,HCF80263530,HTK0956048994,1,SUT,Suite,139.53,139.53,13.26,0.0,11.16,128.37,152.79,Checked-Out,50,False
9380,909,922,923,1370,31,2,HCF39595808,HTK8175030359,1,STD,Standard Room,534.84,534.84,25.67,23.25,0.0,534.84,583.76,Checked-Out,13,True
9381,1021,1026,1029,1378,28,2,HCF11127955,HTK6804691234,3,SUP,Superior Room,604.3,1812.9,87.02,75.6,0.0,1812.9,1975.52,Checked-Out,5,False
9382,450,455,458,2340,61,2,HCF57009317,HTK8748127551,3,EXC,Executive Room,196.05,588.15,61.76,0.0,0.0,588.15,649.91,Checked-Out,5,True
9383,754,757,759,2020,9,2,HCF56762050,HTK0623002467,2,EXC,Executive Room,197.31,394.62,21.7,12.45,0.0,394.62,428.77,Cancelled,3,True
9384,49,73,77,1508,35,1,HCF81241297,HTK0787707173,4,SUT,Suite,1775.52,7102.08,639.19,0.0,0.0,7102.08,7741.27,Checked-Out,24,True
9385,898,938,940,193,53,3,HCF46593481,HTK2736805683,2,DLX,Deluxe Room,350.1,700.2,59.52,0.0,56.02,644.18,759.72,Cancelled,40,True
9386,533,536,539,1919,2,3,HCF99722701,HTK5018662693,3,STD,Standard Room,233.08,699.24,45.45,0.0,55.94,643.3,744.69,Checked-Out,3,True
9387,831,834,839,2283,54,3,HCF74745301,HTK9564366541,5,SUT,Suite,297.84,1489.2,126.58,0.0,119.14,1370.06,1615.78,Checked-Out,3,True
9388,437,448,449,1834,37,4,HCF60113925,HTK6560528051,1,STD,Standard Room,156.18,156.18,14.06,0.0,15.62,140.56,170.24,Checked-Out,11,False
9389,443,460,461,2581,2,6,HCF95617760,HTK8423654882,1,SUT,Suite,414.69,414.69,26.95,35.27,49.76,364.93,476.91,Checked-Out,17,False
9390,180,224,231,1978,37,2,HCF88232543,HTK5980082795,7,STD,Standard Room,93.02,651.14,58.6,184.32,0.0,651.14,894.06,Checked-Out,44,True
9391,912,920,923,1885,14,2,HCF96969423,HTK8080897808,3,DLX,Deluxe Room,270.83,812.49,56.87,0.0,0.0,812.49,869.36,Checked-Out,8,True
9392,870,951,955,1923,46,4,HCF45468817,HTK8599428628,4,SUP,Superior Room,492.32,1969.28,137.85,0.0,196.93,1772.35,2107.13,Checked-Out,81,True
9393,407,409,410,1586,27,1,HCF92434751,HTK6847436354,1,SUP,Superior Room,95.18,95.18,4.57,35.59,0.0,95.18,135.34,No-Show,2,True
9394,706,709,713,2564,24,1,HCF49632631,HTK2657749038,4,DLX,Deluxe Room,997.0,0.0,0.0,0.0,0.0,3988.0,0.0,Checked-Out,3,True
9395,541,544,546,1415,61,2,HCF66101962,HTK1556434452,2,DLX,Deluxe Room,106.19,212.38,22.3,90.73,0.0,212.38,325.41,Checked-Out,3,True
9396,542,583,587,1846,58,2,HCF40435426,HTK3835900528,4,STD,Standard Room,315.8,1263.2,151.58,43.35,0.0,1263.2,1458.13,Checked-Out,41,False
9397,843,856,859,1984,16,2,HCF20473518,HTK4864365409,3,DLX,Deluxe Room,129.61,388.83,27.22,0.0,0.0,388.83,416.05,Checked-Out,13,False
9398,693,707,712,2968,6,1,HCF35299544,HTK2645850778,5,EXC,Executive Room,1251.44,6257.2,344.15,0.0,0.0,6257.2,6601.35,Checked-Out,14,False
9399,346,365,366,2670,62,5,HCF48118204,HTK7091529289,1,STD,Standard Room,669.27,669.27,70.27,0.0,33.46,635.81,739.54,Checked-Out,19,True
9400,660,708,710,2369,20,2,HCF67229725,HTK6206909952,2,STD,Standard Room,741.38,1482.76,74.14,0.0,0.0,1482.76,1556.9,Checked-Out,48,False
9401,389,393,398,469,56,2,HCF56991830,HTK1095023468,5,STD,Standard Room,691.08,3455.4,293.71,0.0,0.0,3455.4,3749.11,Checked-Out,4,False
9402,465,502,506,1569,16,3,HCF44836727,HTK4911657589,4,DLX,Deluxe Room,128.99,515.96,36.12,0.0,41.28,474.68,552.08,Checked-Out,37,True
9403,224,228,230,234,28,1,HCF82580182,HTK4165572273,2,STD,Standard Room,607.97,1215.94,58.37,0.0,0.0,1215.94,1274.31,Checked-Out,4,False
9404,169,201,202,1105,23,2,HCF18610907,HTK6904519194,1,DLX,Deluxe Room,679.91,679.91,34.0,0.0,0.0,679.91,713.91,Checked-Out,32,True
9405,626,638,640,267,33,1,HCF03414502,HTK5994324573,2,DLX,Deluxe Room,100.58,201.16,18.1,0.0,0.0,201.16,219.26,Checked-Out,12,False
9406,313,317,322,2647,61,1,HCF32071075,HTK1730125373,5,DLX,Deluxe Room,172.99,864.95,90.82,0.0,0.0,864.95,955.77,Checked-Out,4,True
9407,917,918,920,285,41,4,HCF10049773,HTK8441841113,2,STD,Standard Room,52.98,105.96,7.42,0.0,10.6,95.36,113.38,Checked-Out,1,False
9408,622,648,651,60,33,1,HCF28191252,HTK5329700113,3,STD,Standard Room,78.92,236.76,21.31,0.0,0.0,236.76,258.07,No-Show,26,True
9409,337,341,342,1984,38,2,HCF66920543,HTK3765321888,1,STD,Standard Room,94.23,94.23,7.07,0.0,0.0,94.23,101.3,Checked-Out,4,False
9410,1076,1077,1080,34,54,2,HCF90250048,HTK0109592166,3,DLX,Deluxe Room,158.59,475.77,40.44,152.04,0.0,475.77,668.25,Checked-Out,1,False
9411,498,503,507,1125,51,2,HCF89134919,HTK1464329675,4,STD,Standard Room,524.97,2099.88,199.49,0.0,0.0,2099.88,2299.37,No-Show,5,True
9412,951,959,960,2605,12,2,HCF81704232,HTK6538082482,1,STD,Standard Room,279.49,279.49,19.56,0.0,0.0,279.49,299.05,Checked-Out,8,True
9413,219,224,227,749,19,4,HCF10139728,HTK2934888184,3,DLX,Deluxe Room,196.26,588.78,29.44,115.14,58.88,529.9,733.36,Checked-Out,5,True
9414,260,285,287,1575,12,2,HCF48678044,HTK4696722726,2,DLX,Deluxe Room,276.81,553.62,38.75,0.0,0.0,553.62,592.37,Checked-Out,25,True
9415,798,840,841,1107,50,1,HCF07899777,HTK7504136060,1,DLX,Deluxe Room,85.98,85.98,8.17,16.51,0.0,85.98,110.66,Cancelled,42,False
9416,735,761,762,884,30,3,HCF00446373,HTK8982828276,1,STD,Standard Room,262.0,262.0,12.58,0.0,20.96,241.04,274.58,Checked-Out,26,True
9417,547,556,557,2870,41,2,HCF24015548,HTK6522642196,1,STD,Standard Room,66.65,66.65,4.67,0.0,0.0,66.65,71.32,Checked-Out,9,True
9418,175,183,184,593,17,1,HCF70887359,HTK2822966744,1,STD,Standard Room,295.99,295.99,14.8,10.66,0.0,295.99,321.45,No-Show,8,True
9419,933,946,948,1191,24,1,HCF94514816,HTK6908179790,2,DLX,Deluxe Room,947.91,1895.82,94.79,0.0,0.0,1895.82,1990.61,Checked-Out,13,True
9420,1035,1053,1054,1495,11,3,HCF35827927,HTK5247362404,1,DLX,Deluxe Room,99.0,99.0,5.45,119.16,7.92,91.08,223.61,Checked-Out,18,False
9421,1085,1090,1093,2047,56,6,HCF58533268,HTK6460580576,3,SUT,Suite,2260.06,6780.18,576.32,0.0,813.62,5966.56,7356.5,Checked-Out,5,False
9422,706,707,710,1556,23,1,HCF20793812,HTK5488711001,3,SUT,Suite,2133.93,6401.79,320.09,0.0,0.0,6401.79,6721.88,Checked-Out,1,True
9423,533,548,550,2676,46,1,HCF14607635,HTK8714201072,2,FAM,Family Room,798.22,1596.44,111.75,0.0,0.0,1596.44,1708.19,Checked-Out,15,False
9424,511,512,516,210,9,1,HCF38141364,HTK5578916264,4,STD,Standard Room,82.92,331.68,18.24,0.0,0.0,331.68,349.92,No-Show,1,True
9425,309,314,318,643,48,2,HCF31889750,HTK8138811414,4,FAM,Family Room,441.45,1765.8,176.58,0.0,0.0,1765.8,1942.38,Checked-Out,5,False
9426,30,32,35,2858,3,1,HCF07271181,HTK7195235719,3,STD,Standard Room,64.25,192.75,12.53,0.0,0.0,192.75,205.28,Checked-Out,2,True
9427,947,956,957,2778,45,1,HCF45772175,HTK5535348368,1,STD,Standard Room,219.94,219.94,15.4,45.12,0.0,219.94,280.46,Checked-Out,9,False
9428,138,139,141,2573,43,1,HCF13777320,HTK6325853315,2,FAM,Family Room,512.42,1024.84,71.74,0.0,0.0,1024.84,1096.58,Cancelled,1,True
9429,553,555,559,716,56,1,HCF09091947,HTK7725228730,4,STD,Standard Room,628.82,2515.28,213.8,0.0,0.0,2515.28,2729.08,Checked-Out,2,False
9430,210,213,217,1479,14,1,HCF01980376,HTK3113195243,4,DLX,Deluxe Room,264.6,1058.4,74.09,0.0,0.0,1058.4,1132.49,In-House,3,False
9431,961,970,974,1207,51,1,HCF56080717,HTK0101857540,4,EXC,Executive Room,1202.04,4808.16,456.78,0.0,0.0,4808.16,5264.94,Checked-Out,9,False
9432,205,207,208,2502,48,1,HCF87834610,HTK0507508570,1,DLX,Deluxe Room,368.55,368.55,36.86,34.34,0.0,368.55,439.75,Checked-Out,2,False
9433,515,617,621,2877,17,3,HCF57616232,HTK2874545201,4,DLX,Deluxe Room,303.42,1213.68,60.68,0.0,97.09,1116.59,1274.36,Checked-Out,102,True
9434,916,938,940,1284,49,2,HCF58542515,HTK3518203983,2,SUP,Superior Room,276.08,552.16,55.22,30.53,0.0,552.16,637.91,Checked-Out,22,True
9435,21,21,24,2443,62,3,HCF65574903,HTK7649233003,3,STD,Standard Room,585.52,1756.56,184.44,0.0,140.52,1616.04,1941.0,Checked-Out,38,False
9436,338,348,350,195,28,3,HCF95174517,HTK3177932349,2,DLX,Deluxe Room,638.79,1277.58,61.32,59.23,102.21,1175.37,1398.13,Cancelled,10,False
9437,596,638,641,1371,54,5,HCF08249963,HTK9412826483,3,DLX,Deluxe Room,154.33,462.99,39.35,33.72,23.15,439.84,536.06,Checked-Out,42,False
9438,542,562,564,1784,45,2,HCF49086841,HTK3716604269,2,DLX,Deluxe Room,294.66,589.32,41.25,0.0,0.0,589.32,630.57,Cancelled,20,True
9439,211,216,218,162,3,4,HCF76939084,HTK3244362987,2,STD,Standard Room,64.14,128.28,8.34,0.0,12.83,115.45,136.62,Checked-Out,5,False
9440,539,546,550,2421,56,3,HCF93083011,HTK3184472778,4,SUP,Superior Room,893.71,3574.84,303.86,20.03,285.99,3288.85,3898.73,Checked-Out,7,False
9441,860,861,863,1809,61,5,HCF19521576,HTK6034081624,2,STD,Standard Room,131.54,263.08,27.62,0.0,13.15,249.93,290.7,Checked-Out,1,False
9442,642,647,648,142,25,2,HCF54820630,HTK6883018184,1,DLX,Deluxe Room,334.56,334.56,16.73,0.0,0.0,334.56,351.29,Checked-Out,5,True
9443,127,150,153,825,38,5,HCF85259327,HTK7672226603,3,STD,Standard Room,130.07,390.21,29.27,0.0,19.51,370.7,419.48,Checked-Out,23,False
9444,552,563,564,2146,3,2,HCF89019523,HTK9096649306,1,STD,Standard Room,74.41,74.41,4.84,0.0,0.0,74.41,79.25,Checked-Out,11,False
9445,807,817,821,1121,2,1,HCF30927707,HTK2038362270,4,SUP,Superior Room,343.68,1374.72,89.36,0.0,0.0,1374.72,1464.08,Checked-Out,10,True
9446,969,985,989,2267,37,2,HCF65522041,HTK6130683811,4,SUT,Suite,426.37,1705.48,153.49,0.0,0.0,1705.48,1858.97,Checked-Out,16,False
9447,561,564,565,2103,28,2,HCF55079640,HTK4485917541,1,STD,Standard Room,797.22,797.22,38.27,0.0,0.0,797.22,835.49,Checked-Out,3,True
9448,129,170,171,2160,3,1,HCF16523081,HTK7432283493,1,DLX,Deluxe Room,85.51,85.51,5.56,0.0,0.0,85.51,91.07,Checked-Out,41,False
9449,194,212,213,520,44,4,HCF69404129,HTK4615413497,1,SUP,Superior Room,326.04,326.04,22.82,0.0,32.6,293.44,348.86,Checked-Out,18,False
9450,672,686,687,538,62,6,HCF43872575,HTK8877796791,1,SUT,Suite,1756.69,1756.69,184.45,0.0,210.8,1545.89,1941.14,Checked-Out,14,False
9451,430,437,440,2098,38,1,HCF33268184,HTK0981602545,3,SUT,Suite,330.37,991.11,74.33,0.0,0.0,991.11,1065.44,Checked-Out,7,False
9452,399,402,403,2584,41,2,HCF37477777,HTK4907082473,1,DLX,Deluxe Room,117.46,117.46,8.22,29.36,0.0,117.46,155.04,Checked-Out,3,False
9453,384,390,391,1114,41,1,HCF96040193,HTK0127018219,1,STD,Standard Room,66.73,66.73,4.67,0.0,0.0,66.73,71.4,Checked-Out,6,True
9454,856,859,861,1919,44,2,HCF29171314,HTK2961024982,2,DLX,Deluxe Room,248.0,496.0,34.72,34.39,0.0,496.0,565.11,Checked-Out,3,True
9455,680,714,717,2211,17,3,HCF99612060,HTK4964628897,3,DLX,Deluxe Room,205.9,617.7,30.89,0.0,49.42,568.28,648.59,Checked-Out,34,False
9456,157,177,182,2649,12,2,HCF65855041,HTK6517284858,5,FAM,Family Room,434.11,2170.55,151.94,0.0,0.0,2170.55,2322.49,Checked-Out,20,True
9457,331,335,342,204,64,2,HCF21890293,HTK0952315074,7,STD,Standard Room,565.51,3958.57,415.65,177.67,0.0,3958.57,4551.89,Checked-Out,4,False
9458,442,453,457,2519,14,6,HCF84289623,HTK1648564871,4,DLX,Deluxe Room,333.65,1334.6,93.42,0.0,160.15,1174.45,1428.02,Checked-Out,11,True
9459,870,893,894,2669,17,5,HCF85659472,HTK3407436099,1,STD,Standard Room,219.69,219.69,10.98,0.0,10.98,208.71,230.67,Checked-Out,23,False
9460,77,81,84,1961,27,2,HCF45267623,HTK2730009861,3,STD,Standard Room,72.76,218.28,10.48,184.98,0.0,218.28,413.74,Checked-Out,4,True
9461,528,536,538,2963,64,1,HCF72682364,HTK3120249292,2,SUT,Suite,2218.77,4437.54,465.94,27.47,0.0,4437.54,4930.95,Checked-Out,8,False
9462,201,213,214,843,21,1,HCF67266675,HTK2268966523,1,EXC,Executive Room,86.28,86.28,4.31,30.02,0.0,86.28,120.61,Checked-Out,12,False
9463,362,375,376,2556,6,2,HCF34648225,HTK4642796554,1,STD,Standard Room,780.01,780.01,42.9,0.0,0.0,780.01,822.91,Checked-Out,13,False
9464,805,807,808,1533,57,1,HCF76119413,HTK0823518188,1,DLX,Deluxe Room,385.56,385.56,46.27,0.0,0.0,385.56,431.83,Checked-Out,2,False
9465,231,239,241,492,52,1,HCF36872073,HTK1915545882,2,SUT,Suite,100.84,201.68,19.16,11.36,0.0,201.68,232.2,Checked-Out,8,False
9466,521,554,555,804,1,3,HCF47386995,HTK5225008387,1,STD,Standard Room,57.08,57.08,3.71,0.0,4.57,52.51,60.79,Checked-Out,33,True
9467,925,940,941,2211,4,2,HCF15838534,HTK6291201620,1,DLX,Deluxe Room,62.77,62.77,4.08,38.4,0.0,62.77,105.25,Checked-Out,15,False
9468,960,962,968,165,35,1,HCF50504230,HTK9953444744,6,DLX,Deluxe Room,613.59,3681.54,331.34,0.0,0.0,3681.54,4012.88,Cancelled,2,True
9469,775,799,803,2093,46,1,HCF14403485,HTK9422952339,4,SUP,Superior Room,523.16,2092.64,146.48,0.0,0.0,2092.64,2239.12,Checked-Out,24,False
9470,658,660,663,1633,22,3,HCF11047490,HTK3742622263,3,SUP,Superior Room,131.79,395.37,19.77,42.29,31.63,363.74,457.43,Cancelled,2,True
9471,655,703,704,759,2,3,HCF59211435,HTK0083168289,1,FAM,Family Room,243.04,243.04,15.8,39.0,19.44,223.6,297.84,Checked-Out,48,False
9472,857,890,891,2657,10,3,HCF61319566,HTK6333617547,1,SUT,Suite,2167.09,2167.09,119.19,0.0,173.37,1993.72,2286.28,Checked-Out,33,False
9473,683,699,701,1860,25,1,HCF65786685,HTK3745072282,2,STD,Standard Room,288.95,577.9,28.89,0.0,0.0,577.9,606.79,Checked-Out,16,True
9474,250,259,263,1861,62,1,HCF83756161,HTK6576862382,4,FAM,Family Room,1080.65,4322.6,453.87,0.0,0.0,4322.6,4776.47,Checked-Out,9,True
9475,68,82,85,711,10,3,HCF59397499,HTK8677214817,3,DLX,Deluxe Room,836.25,2508.75,137.98,0.0,200.7,2308.05,2646.73,Checked-Out,14,True
9476,988,989,994,552,14,2,HCF92336893,HTK7184845526,5,FAM,Family Room,375.44,1877.2,131.4,0.0,0.0,1877.2,2008.6,Checked-Out,1,True
9477,356,362,363,1160,44,3,HCF11354839,HTK3086367830,1,SUP,Superior Room,184.75,184.75,12.93,0.0,14.78,169.97,197.68,Checked-Out,6,False
9478,693,695,699,397,24,3,HCF93016453,HTK9722273840,4,FAM,Family Room,1238.08,4952.32,247.62,0.0,396.19,4556.13,5199.94,Checked-Out,2,False
9479,376,381,383,1697,2,3,HCF96408883,HTK2862129986,2,DLX,Deluxe Room,253.54,507.08,32.96,0.0,40.57,466.51,540.04,Cancelled,5,False
9480,753,761,763,1351,27,4,HCF96277445,HTK8421554803,2,STD,Standard Room,52.9,105.8,5.08,0.0,10.58,95.22,110.88,Checked-Out,8,True
9481,1018,1019,1023,329,31,4,HCF02619673,HTK2638739120,4,SUT,Suite,1219.45,4877.8,234.13,0.0,487.78,4390.02,5111.93,Cancelled,1,False
9482,937,939,941,2441,6,3,HCF55069624,HTK7866226634,2,DLX,Deluxe Room,599.14,1198.28,65.91,0.0,95.86,1102.42,1264.19,Checked-Out,2,False
9483,103,112,114,1396,11,1,HCF78959440,HTK2565411718,2,SUP,Superior Room,89.57,179.14,9.85,0.0,0.0,179.14,188.99,Checked-Out,9,True
9484,1085,1088,1089,2996,58,3,HCF07954351,HTK2805580567,1,STD,Standard Room,333.84,333.84,40.06,0.0,26.71,307.13,373.9,Checked-Out,3,True
9485,542,550,552,1725,16,1,HCF31944648,HTK3784334886,2,SUP,Superior Room,101.47,202.94,14.21,0.0,0.0,202.94,217.15,Checked-Out,8,True
9486,114,127,129,807,54,2,HCF05629644,HTK5563135634,2,SUT,Suite,276.35,552.7,46.98,0.0,0.0,552.7,599.68,Checked-Out,13,True
9487,828,867,869,2933,28,1,HCF53887383,HTK0333271404,2,STD,Standard Room,580.33,1160.66,55.71,0.0,0.0,1160.66,1216.37,Cancelled,39,True
9488,413,414,416,2442,64,1,HCF74738764,HTK1934277869,2,SUT,Suite,2298.74,4597.48,482.74,0.0,0.0,4597.48,5080.22,Checked-Out,1,True
9489,537,548,549,2531,4,1,HCF60404024,HTK1478894110,1,STD,Standard Room,60.67,60.67,3.94,0.0,0.0,60.67,64.61,Checked-Out,11,False
9490,225,239,242,776,12,6,HCF02598821,HTK0117535402,3,SUP,Superior Room,255.71,767.13,53.7,0.0,92.06,675.07,820.83,Checked-Out,14,True
9491,302,306,308,190,61,1,HCF38970522,HTK3073450610,2,SUP,Superior Room,134.31,268.62,28.21,0.0,0.0,268.62,296.83,Cancelled,4,False
9492,535,555,562,2762,64,1,HCF93700848,HTK2710961235,7,STD,Standard Room,587.31,4111.17,431.67,0.0,0.0,4111.17,4542.84,Checked-Out,20,False
9493,1000,1004,1010,2450,14,2,HCF41058041,HTK8201358067,6,STD,Standard Room,176.84,1061.04,74.27,33.57,0.0,1061.04,1168.88,Checked-Out,4,False
9494,588,620,621,337,4,1,HCF55936969,HTK9403171791,1,FAM,Family Room,63.96,63.96,4.16,0.0,0.0,63.96,68.12,Checked-Out,32,False
9495,749,799,804,1602,56,3,HCF91883956,HTK8594254934,5,STD,Standard Room,806.48,4032.4,342.75,0.0,322.59,3709.81,4375.15,In-House,50,True
9496,1079,1087,1089,140,24,4,HCF42518656,HTK7134297221,2,DLX,Deluxe Room,757.31,1514.62,75.73,0.0,151.46,1363.16,1590.35,Checked-Out,8,False
9497,393,400,401,1980,16,1,HCF53920924,HTK9536295147,1,FAM,Family Room,289.72,289.72,20.28,0.0,0.0,289.72,310.0,Checked-Out,7,False
9498,359,365,366,2419,35,3,HCF22616668,HTK3345276493,1,STD,Standard Room,1024.21,1024.21,92.18,0.0,81.94,942.27,1116.39,Checked-Out,6,False
9499,54,64,65,2580,52,1,HCF19347229,HTK2179013502,1,STD,Standard Room,27.21,27.21,2.58,0.0,0.0,27.21,29.79,Checked-Out,10,False
9500,998,1011,1013,467,50,3,HCF22273195,HTK0491918530,2,FAM,Family Room,166.01,332.02,31.54,128.71,26.56,305.46,492.27,Checked-Out,13,False
9501,791,807,811,971,33,1,HCF93183292,HTK1809187889,4,SUP,Superior Room,62.64,250.56,22.55,0.0,0.0,250.56,273.11,Checked-Out,16,False
