profile_key,passenger_id,frequent_flyer_num,preferred_seat,preferred_meal,special_assistance,marketing_consent,lifetime_segments_flown,lifetime_miles_earned,customer_segment,scd_effective_date,scd_expiry_date,scd_current_flag,scd_version
1707,PAX0001707,FF00001707,No Preference,None,None,True,23,15128,Family,2022-01-01,9999-12-31,True,1
1708,PAX0001708,FF00001708,No Preference,None,None,True,2,16590,Student,2022-01-01,9999-12-31,True,1
1709,PAX0001709,FF00001709,Aisle,Standard,None,True,5,74100,Student,2022-01-01,9999-12-31,True,1
1710,PAX0001710,FF00001710,Aisle,Standard,None,False,17,21102,Leisure,2022-01-01,9999-12-31,True,1
1711,PAX0001711,FF00001711,Aisle,Child,None,False,53,18780,Student,2022-01-01,9999-12-31,True,1
1712,PAX0001712,FF00001712,Window,Vegetarian,None,True,0,9125,Business Traveler,2022-01-01,9999-12-31,True,1
1713,PAX0001713,FF00001713,Aisle,Vegan,None,True,6,5120,Senior,2022-01-01,9999-12-31,True,1
1714,PAX0001714,FF00001714,Aisle,Standard,None,True,35,43682,Leisure,2022-01-01,9999-12-31,True,1
1715,PAX0001715,FF00001715,No Preference,Standard,None,True,3,26806,Senior,2022-01-01,9999-12-31,True,1
1716,PAX0001716,FF00001716,Window,Halal,None,False,15,85048,Senior,2022-01-01,9999-12-31,True,1
1717,PAX0001717,FF00001717,Aisle,Standard,None,False,25,21720,Senior,2022-01-01,9999-12-31,True,1
1718,PAX0001718,FF00001718,No Preference,Child,None,True,17,24776,Leisure,2022-01-01,9999-12-31,True,1
1719,PAX0001719,FF00001719,Window,None,None,True,9,3656,Student,2022-01-01,9999-12-31,True,1
1720,PAX0001720,FF00001720,Aisle,Vegetarian,None,True,1,22620,Family,2022-01-01,9999-12-31,True,1
1721,PAX0001721,FF00001721,No Preference,Vegetarian,None,True,3,637,Student,2022-01-01,9999-12-31,True,1
1722,PAX0001722,FF00001722,No Preference,None,None,True,15,990,Student,2022-01-01,2023-03-31,False,1
4722,PAX0001722,FF00001722,No Preference,None,None,True,24,7534,Senior,2023-04-01,9999-12-31,True,2
1723,PAX0001723,FF00001723,No Preference,Vegan,None,True,10,23243,Business Traveler,2022-01-01,9999-12-31,True,1
1724,PAX0001724,FF00001724,Aisle,Vegan,None,False,41,19861,Family,2022-01-01,9999-12-31,True,1
1725,PAX0001725,FF00001725,Window,Standard,None,False,0,24067,Leisure,2022-01-01,2023-03-31,False,1
4725,PAX0001725,FF00001725,Window,Standard,None,False,10,36914,Senior,2023-04-01,9999-12-31,True,2
1726,PAX0001726,FF00001726,Aisle,Child,None,True,22,172803,Student,2022-01-01,9999-12-31,True,1
1727,PAX0001727,FF00001727,No Preference,None,None,False,6,11583,Leisure,2022-01-01,9999-12-31,True,1
1728,PAX0001728,FF00001728,Aisle,Vegan,None,True,28,6367,Business Traveler,2022-01-01,9999-12-31,True,1
1729,PAX0001729,FF00001729,Window,Standard,None,False,11,15611,Leisure,2022-01-01,9999-12-31,True,1
1730,PAX0001730,FF00001730,No Preference,Vegan,None,True,0,12798,Family,2022-01-01,9999-12-31,True,1
1731,PAX0001731,FF00001731,Aisle,Vegan,None,True,3,34759,Business Traveler,2022-01-01,9999-12-31,True,1
1732,PAX0001732,FF00001732,Window,Halal,None,False,35,9361,Family,2022-01-01,9999-12-31,True,1
1733,PAX0001733,FF00001733,No Preference,Standard,None,True,20,1708,Leisure,2022-01-01,2023-03-31,False,1
4733,PAX0001733,FF00001733,No Preference,Standard,None,True,33,9015,Leisure,2023-04-01,9999-12-31,True,2
1734,PAX0001734,FF00001734,No Preference,Halal,None,True,9,2194,Student,2022-01-01,9999-12-31,True,1
1735,PAX0001735,FF00001735,No Preference,None,None,False,32,43618,Business Traveler,2022-01-01,9999-12-31,True,1
1736,PAX0001736,FF00001736,No Preference,Vegan,WCHR,False,12,52100,Business Traveler,2022-01-01,9999-12-31,True,1
1737,PAX0001737,FF00001737,Aisle,Halal,None,False,12,104159,Senior,2022-01-01,9999-12-31,True,1
1738,PAX0001738,FF00001738,No Preference,None,None,True,15,77571,Leisure,2022-01-01,9999-12-31,True,1
1739,PAX0001739,FF00001739,Window,Child,None,True,8,3735,Leisure,2022-01-01,9999-12-31,True,1
1740,PAX0001740,FF00001740,Window,None,None,False,9,4070,Leisure,2022-01-01,9999-12-31,True,1
1741,PAX0001741,FF00001741,No Preference,Vegetarian,None,True,10,19761,Family,2022-01-01,2023-03-31,False,1
4741,PAX0001741,FF00001741,No Preference,Vegetarian,None,True,22,34980,Student,2023-04-01,9999-12-31,True,2
1742,PAX0001742,FF00001742,Aisle,Standard,None,False,11,302,Senior,2022-01-01,9999-12-31,True,1
1743,PAX0001743,FF00001743,Window,Halal,None,True,2,20278,Business Traveler,2022-01-01,9999-12-31,True,1
1744,PAX0001744,FF00001744,No Preference,None,None,True,36,14516,Senior,2022-01-01,9999-12-31,True,1
1745,PAX0001745,FF00001745,Aisle,Standard,None,True,6,37626,Leisure,2022-01-01,9999-12-31,True,1
1746,PAX0001746,FF00001746,No Preference,Vegetarian,None,False,11,10654,Student,2022-01-01,9999-12-31,True,1
1747,PAX0001747,FF00001747,Window,Vegetarian,None,True,6,7365,Student,2022-01-01,9999-12-31,True,1
1748,PAX0001748,FF00001748,Window,Standard,None,False,40,4199,Senior,2022-01-01,9999-12-31,True,1
1749,PAX0001749,FF00001749,Aisle,Vegetarian,WCHC,False,5,785,Senior,2022-01-01,9999-12-31,True,1
1750,PAX0001750,FF00001750,Window,Vegetarian,None,True,3,45488,Business Traveler,2022-01-01,9999-12-31,True,1
1751,PAX0001751,FF00001751,No Preference,Vegetarian,Wheelchair,False,2,2503,Senior,2022-01-01,9999-12-31,True,1
1752,PAX0001752,FF00001752,Window,Halal,None,False,7,300,Student,2022-01-01,9999-12-31,True,1
1753,PAX0001753,FF00001753,Window,None,None,True,1,49449,Student,2022-01-01,2023-03-31,False,1
4753,PAX0001753,FF00001753,Window,None,None,True,10,54789,Business Traveler,2023-04-01,9999-12-31,True,2
1754,PAX0001754,FF00001754,No Preference,Standard,None,False,17,74002,Business Traveler,2022-01-01,9999-12-31,True,1
1755,PAX0001755,FF00001755,No Preference,Halal,None,True,23,34482,Senior,2022-01-01,9999-12-31,True,1
1756,PAX0001756,FF00001756,No Preference,Vegetarian,None,True,0,45814,Leisure,2022-01-01,9999-12-31,True,1
1757,PAX0001757,FF00001757,No Preference,Vegetarian,None,True,22,48145,Business Traveler,2022-01-01,2023-03-31,False,1
4757,PAX0001757,FF00001757,No Preference,Vegetarian,None,True,28,64980,Business Traveler,2023-04-01,9999-12-31,True,2
1758,PAX0001758,FF00001758,Window,Child,Wheelchair,True,8,7954,Business Traveler,2022-01-01,9999-12-31,True,1
1759,PAX0001759,FF00001759,No Preference,Standard,Wheelchair,False,22,38966,Family,2022-01-01,9999-12-31,True,1
1760,PAX0001760,FF00001760,No Preference,Vegetarian,None,False,47,5077,Business Traveler,2022-01-01,9999-12-31,True,1
1761,PAX0001761,FF00001761,No Preference,Vegetarian,None,True,3,7140,Family,2022-01-01,9999-12-31,True,1
1762,PAX0001762,FF00001762,Aisle,None,None,False,18,6207,Senior,2022-01-01,9999-12-31,True,1
1763,PAX0001763,FF00001763,Aisle,Vegan,None,True,0,196310,Family,2022-01-01,9999-12-31,True,1
1764,PAX0001764,FF00001764,Window,None,None,True,0,54098,Student,2022-01-01,9999-12-31,True,1
1765,PAX0001765,FF00001765,No Preference,Halal,None,False,5,55281,Senior,2022-01-01,9999-12-31,True,1
1766,PAX0001766,FF00001766,No Preference,Vegetarian,None,True,9,69570,Business Traveler,2022-01-01,9999-12-31,True,1
1767,PAX0001767,FF00001767,Window,None,None,True,31,274,Business Traveler,2022-01-01,9999-12-31,True,1
1768,PAX0001768,FF00001768,Window,Child,None,False,0,8644,Leisure,2022-01-01,2023-03-31,False,1
4768,PAX0001768,FF00001768,Window,Child,None,False,8,25882,Family,2023-04-01,9999-12-31,True,2
1769,PAX0001769,FF00001769,No Preference,Vegan,None,False,13,65750,Senior,2022-01-01,9999-12-31,True,1
1770,PAX0001770,FF00001770,Window,None,None,False,7,28016,Senior,2022-01-01,9999-12-31,True,1
1771,PAX0001771,FF00001771,No Preference,Vegan,None,True,2,49037,Family,2022-01-01,9999-12-31,True,1
1772,PAX0001772,FF00001772,Aisle,Vegetarian,None,False,41,9383,Business Traveler,2022-01-01,2023-03-31,False,1
4772,PAX0001772,FF00001772,Aisle,Vegetarian,None,False,51,21917,Senior,2023-04-01,9999-12-31,True,2
1773,PAX0001773,FF00001773,Window,Child,None,False,8,2701,Senior,2022-01-01,9999-12-31,True,1
1774,PAX0001774,FF00001774,No Preference,Child,None,True,9,20961,Senior,2022-01-01,9999-12-31,True,1
1775,PAX0001775,FF00001775,Aisle,Halal,None,True,1,17505,Senior,2022-01-01,9999-12-31,True,1
1776,PAX0001776,FF00001776,Aisle,Child,None,True,4,22133,Student,2022-01-01,9999-12-31,True,1
1777,PAX0001777,FF00001777,Aisle,Vegetarian,None,False,10,255,Senior,2022-01-01,9999-12-31,True,1
1778,PAX0001778,FF00001778,Window,Child,None,True,17,37449,Student,2022-01-01,2023-03-31,False,1
4778,PAX0001778,FF00001778,Window,Child,None,True,31,44493,Business Traveler,2023-04-01,9999-12-31,True,2
1779,PAX0001779,FF00001779,Window,Vegan,None,True,5,1631,Family,2022-01-01,2023-03-31,False,1
4779,PAX0001779,FF00001779,Window,Vegan,None,True,21,20842,Leisure,2023-04-01,9999-12-31,True,2
1780,PAX0001780,FF00001780,Window,Child,None,True,16,93149,Business Traveler,2022-01-01,9999-12-31,True,1
1781,PAX0001781,FF00001781,Aisle,Standard,None,False,3,11725,Business Traveler,2022-01-01,2023-03-31,False,1
4781,PAX0001781,FF00001781,Aisle,Standard,None,False,13,21015,Family,2023-04-01,9999-12-31,True,2
1782,PAX0001782,FF00001782,No Preference,None,None,False,2,25806,Family,2022-01-01,9999-12-31,True,1
1783,PAX0001783,FF00001783,No Preference,Vegan,WCHC,True,2,13210,Business Traveler,2022-01-01,9999-12-31,True,1
1784,PAX0001784,FF00001784,Window,Standard,None,True,14,24637,Student,2022-01-01,9999-12-31,True,1
1785,PAX0001785,FF00001785,No Preference,Vegan,Wheelchair,True,5,16354,Senior,2022-01-01,9999-12-31,True,1
1786,PAX0001786,FF00001786,Window,Vegan,None,False,9,176,Leisure,2022-01-01,9999-12-31,True,1
1787,PAX0001787,FF00001787,Window,Vegan,None,True,0,63924,Family,2022-01-01,2023-03-31,False,1
4787,PAX0001787,FF00001787,Window,Vegan,None,True,6,69147,Leisure,2023-04-01,9999-12-31,True,2
1788,PAX0001788,FF00001788,Aisle,None,None,True,0,36807,Student,2022-01-01,9999-12-31,True,1
1789,PAX0001789,FF00001789,No Preference,None,None,False,30,9469,Family,2022-01-01,9999-12-31,True,1
1790,PAX0001790,FF00001790,No Preference,None,None,True,5,25243,Student,2022-01-01,9999-12-31,True,1
1791,PAX0001791,FF00001791,Window,None,None,False,25,85370,Senior,2022-01-01,9999-12-31,True,1
1792,PAX0001792,FF00001792,Aisle,Vegan,None,False,16,2718,Student,2022-01-01,2023-03-31,False,1
4792,PAX0001792,FF00001792,Aisle,Vegan,None,False,36,20644,Senior,2023-04-01,9999-12-31,True,2
1793,PAX0001793,FF00001793,No Preference,Halal,None,False,13,15844,Leisure,2022-01-01,9999-12-31,True,1
1794,PAX0001794,FF00001794,Aisle,Vegan,None,False,7,1511,Student,2022-01-01,9999-12-31,True,1
1795,PAX0001795,FF00001795,No Preference,None,Wheelchair,True,2,46892,Student,2022-01-01,9999-12-31,True,1
1796,PAX0001796,FF00001796,No Preference,Halal,None,False,7,10771,Leisure,2022-01-01,9999-12-31,True,1
1797,PAX0001797,FF00001797,Window,Vegan,WCHC,False,5,57806,Family,2022-01-01,9999-12-31,True,1
1798,PAX0001798,FF00001798,No Preference,Vegan,None,False,16,9536,Business Traveler,2022-01-01,9999-12-31,True,1
1799,PAX0001799,FF00001799,Aisle,Vegetarian,None,False,1,8710,Family,2022-01-01,9999-12-31,True,1
1800,PAX0001800,FF00001800,No Preference,Halal,None,False,30,26138,Family,2022-01-01,9999-12-31,True,1
1801,PAX0001801,FF00001801,Window,Halal,None,False,9,27219,Student,2022-01-01,9999-12-31,True,1
1802,PAX0001802,FF00001802,No Preference,Standard,None,False,5,49368,Senior,2022-01-01,9999-12-31,True,1
1803,PAX0001803,FF00001803,Window,Standard,None,False,8,3724,Leisure,2022-01-01,9999-12-31,True,1
1804,PAX0001804,FF00001804,Window,Child,None,False,1,23091,Senior,2022-01-01,9999-12-31,True,1
1805,PAX0001805,FF00001805,Window,Child,None,False,33,11060,Business Traveler,2022-01-01,9999-12-31,True,1
1806,PAX0001806,FF00001806,Window,Vegan,None,False,24,43329,Business Traveler,2022-01-01,9999-12-31,True,1
1807,PAX0001807,FF00001807,No Preference,None,None,False,3,1110,Student,2022-01-01,2023-03-31,False,1
4807,PAX0001807,FF00001807,No Preference,None,None,False,11,11216,Leisure,2023-04-01,9999-12-31,True,2
1808,PAX0001808,FF00001808,Window,Standard,None,False,1,39113,Family,2022-01-01,9999-12-31,True,1
1809,PAX0001809,FF00001809,No Preference,None,None,True,2,13921,Senior,2022-01-01,9999-12-31,True,1
1810,PAX0001810,FF00001810,Aisle,Vegetarian,None,True,8,38780,Business Traveler,2022-01-01,2023-03-31,False,1
4810,PAX0001810,FF00001810,Aisle,Vegetarian,None,True,13,48281,Student,2023-04-01,9999-12-31,True,2
1811,PAX0001811,FF00001811,Window,Vegan,None,False,1,15644,Student,2022-01-01,2023-03-31,False,1
4811,PAX0001811,FF00001811,Window,Vegan,None,False,18,35489,Senior,2023-04-01,9999-12-31,True,2
1812,PAX0001812,FF00001812,No Preference,Halal,None,True,7,23349,Family,2022-01-01,9999-12-31,True,1
1813,PAX0001813,FF00001813,Window,Child,None,False,20,5650,Student,2022-01-01,9999-12-31,True,1
1814,PAX0001814,FF00001814,Aisle,None,None,True,19,35415,Family,2022-01-01,9999-12-31,True,1
1815,PAX0001815,FF00001815,No Preference,Vegetarian,None,True,9,36072,Senior,2022-01-01,9999-12-31,True,1
1816,PAX0001816,FF00001816,Aisle,Halal,None,True,6,4468,Senior,2022-01-01,9999-12-31,True,1
1817,PAX0001817,FF00001817,Aisle,Vegetarian,None,True,13,22312,Senior,2022-01-01,9999-12-31,True,1
1818,PAX0001818,FF00001818,Aisle,Vegan,None,True,12,12374,Business Traveler,2022-01-01,9999-12-31,True,1
1819,PAX0001819,FF00001819,Aisle,Vegan,None,True,28,26556,Senior,2022-01-01,9999-12-31,True,1
1820,PAX0001820,FF00001820,Aisle,Standard,None,True,1,17924,Family,2022-01-01,9999-12-31,True,1
1821,PAX0001821,FF00001821,Aisle,Vegetarian,None,True,16,47415,Senior,2022-01-01,9999-12-31,True,1
1822,PAX0001822,FF00001822,Aisle,Vegetarian,None,True,8,67541,Family,2022-01-01,9999-12-31,True,1
1823,PAX0001823,FF00001823,Aisle,None,None,True,3,15859,Student,2022-01-01,9999-12-31,True,1
1824,PAX0001824,FF00001824,No Preference,Child,Wheelchair,True,27,67975,Leisure,2022-01-01,9999-12-31,True,1
1825,PAX0001825,FF00001825,Aisle,Vegan,None,True,13,58765,Leisure,2022-01-01,9999-12-31,True,1
1826,PAX0001826,FF00001826,Window,Child,WCHR,True,1,60073,Student,2022-01-01,9999-12-31,True,1
1827,PAX0001827,FF00001827,Window,None,None,True,4,5892,Business Traveler,2022-01-01,2023-03-31,False,1
4827,PAX0001827,FF00001827,Window,None,None,True,16,17457,Family,2023-04-01,9999-12-31,True,2
1828,PAX0001828,FF00001828,Window,None,None,True,3,16236,Leisure,2022-01-01,2023-03-31,False,1
4828,PAX0001828,FF00001828,Window,None,None,True,12,28959,Student,2023-04-01,9999-12-31,True,2
1829,PAX0001829,FF00001829,Aisle,Vegan,None,True,3,11594,Family,2022-01-01,9999-12-31,True,1
1830,PAX0001830,FF00001830,Aisle,Halal,None,False,1,10536,Student,2022-01-01,2023-03-31,False,1
4830,PAX0001830,FF00001830,Aisle,Halal,None,False,12,26134,Business Traveler,2023-04-01,9999-12-31,True,2
1831,PAX0001831,FF00001831,Aisle,Child,None,True,10,17494,Business Traveler,2022-01-01,9999-12-31,True,1
1832,PAX0001832,FF00001832,No Preference,Child,None,True,5,41166,Business Traveler,2022-01-01,9999-12-31,True,1
1833,PAX0001833,FF00001833,No Preference,Child,None,False,26,42414,Family,2022-01-01,2023-03-31,False,1
4833,PAX0001833,FF00001833,No Preference,Child,None,False,33,62318,Student,2023-04-01,9999-12-31,True,2
1834,PAX0001834,FF00001834,Window,Child,None,False,4,40929,Leisure,2022-01-01,9999-12-31,True,1
1835,PAX0001835,FF00001835,Window,None,None,True,1,4188,Family,2022-01-01,2023-03-31,False,1
4835,PAX0001835,FF00001835,Window,None,None,True,13,15693,Business Traveler,2023-04-01,9999-12-31,True,2
1836,PAX0001836,FF00001836,Window,Halal,None,False,5,49461,Senior,2022-01-01,9999-12-31,True,1
1837,PAX0001837,FF00001837,Window,Halal,None,False,3,1960,Senior,2022-01-01,2023-03-31,False,1
4837,PAX0001837,FF00001837,Window,Halal,None,False,19,20893,Student,2023-04-01,9999-12-31,True,2
1838,PAX0001838,FF00001838,No Preference,None,None,True,1,58715,Business Traveler,2022-01-01,9999-12-31,True,1
1839,PAX0001839,FF00001839,Window,Vegetarian,None,False,12,8758,Family,2022-01-01,9999-12-31,True,1
1840,PAX0001840,FF00001840,No Preference,Standard,Wheelchair,False,9,22496,Student,2022-01-01,9999-12-31,True,1
1841,PAX0001841,FF00001841,Aisle,Child,None,False,12,7965,Business Traveler,2022-01-01,9999-12-31,True,1
1842,PAX0001842,FF00001842,Aisle,Standard,None,True,23,11104,Student,2022-01-01,9999-12-31,True,1
1843,PAX0001843,FF00001843,No Preference,Halal,None,True,14,487,Family,2022-01-01,9999-12-31,True,1
1844,PAX0001844,FF00001844,Aisle,Child,None,True,5,13002,Business Traveler,2022-01-01,9999-12-31,True,1
1845,PAX0001845,FF00001845,No Preference,Vegetarian,None,True,9,2265,Business Traveler,2022-01-01,9999-12-31,True,1
1846,PAX0001846,FF00001846,Window,Vegetarian,None,True,18,7368,Business Traveler,2022-01-01,9999-12-31,True,1
1847,PAX0001847,FF00001847,Window,Standard,None,True,13,48768,Student,2022-01-01,9999-12-31,True,1
1848,PAX0001848,FF00001848,No Preference,None,None,True,9,40514,Senior,2022-01-01,9999-12-31,True,1
1849,PAX0001849,FF00001849,No Preference,Vegan,None,True,13,13179,Leisure,2022-01-01,9999-12-31,True,1
1850,PAX0001850,FF00001850,No Preference,Standard,None,False,19,10474,Leisure,2022-01-01,9999-12-31,True,1
1851,PAX0001851,FF00001851,Aisle,None,None,False,10,41041,Senior,2022-01-01,9999-12-31,True,1
1852,PAX0001852,FF00001852,Window,Standard,None,True,5,10819,Student,2022-01-01,9999-12-31,True,1
1853,PAX0001853,FF00001853,Window,Vegan,WCHR,False,7,51106,Business Traveler,2022-01-01,9999-12-31,True,1
1854,PAX0001854,FF00001854,Aisle,Standard,None,False,31,23629,Business Traveler,2022-01-01,2023-03-31,False,1
4854,PAX0001854,FF00001854,Aisle,Standard,None,False,36,37297,Senior,2023-04-01,9999-12-31,True,2
1855,PAX0001855,FF00001855,Window,Child,None,False,12,70076,Student,2022-01-01,9999-12-31,True,1
1856,PAX0001856,FF00001856,Aisle,Child,None,False,1,7922,Student,2022-01-01,9999-12-31,True,1
1857,PAX0001857,FF00001857,No Preference,Vegetarian,None,False,14,52074,Business Traveler,2022-01-01,9999-12-31,True,1
1858,PAX0001858,FF00001858,No Preference,Standard,None,False,23,16089,Leisure,2022-01-01,9999-12-31,True,1
1859,PAX0001859,FF00001859,Aisle,Vegan,None,False,1,17275,Senior,2022-01-01,9999-12-31,True,1
1860,PAX0001860,FF00001860,Window,Standard,None,False,3,10325,Leisure,2022-01-01,9999-12-31,True,1
1861,PAX0001861,FF00001861,No Preference,Vegan,None,True,17,2355,Leisure,2022-01-01,9999-12-31,True,1
1862,PAX0001862,FF00001862,No Preference,None,None,False,21,16741,Senior,2022-01-01,9999-12-31,True,1
1863,PAX0001863,FF00001863,Aisle,Vegan,None,False,10,2817,Leisure,2022-01-01,9999-12-31,True,1
1864,PAX0001864,FF00001864,No Preference,Standard,None,False,4,2819,Senior,2022-01-01,9999-12-31,True,1
1865,PAX0001865,FF00001865,Window,None,None,False,39,49392,Leisure,2022-01-01,9999-12-31,True,1
1866,PAX0001866,FF00001866,No Preference,Vegan,WCHC,False,7,7592,Leisure,2022-01-01,9999-12-31,True,1
1867,PAX0001867,FF00001867,Aisle,Standard,Wheelchair,False,32,12675,Student,2022-01-01,9999-12-31,True,1
1868,PAX0001868,FF00001868,Aisle,Child,None,False,2,24845,Business Traveler,2022-01-01,9999-12-31,True,1
1869,PAX0001869,FF00001869,Window,Standard,None,True,34,115,Senior,2022-01-01,9999-12-31,True,1
1870,PAX0001870,FF00001870,Window,Vegan,None,True,3,83636,Student,2022-01-01,9999-12-31,True,1
1871,PAX0001871,FF00001871,Window,None,WCHC,True,2,3605,Leisure,2022-01-01,9999-12-31,True,1
1872,PAX0001872,FF00001872,Aisle,Child,None,True,10,59381,Business Traveler,2022-01-01,9999-12-31,True,1
1873,PAX0001873,FF00001873,No Preference,None,None,True,7,156442,Business Traveler,2022-01-01,9999-12-31,True,1
1874,PAX0001874,FF00001874,No Preference,Vegetarian,None,True,13,2308,Family,2022-01-01,2023-03-31,False,1
4874,PAX0001874,FF00001874,No Preference,Vegetarian,None,True,21,14620,Business Traveler,2023-04-01,9999-12-31,True,2
1875,PAX0001875,FF00001875,Aisle,None,None,False,59,15722,Student,2022-01-01,9999-12-31,True,1
1876,PAX0001876,FF00001876,No Preference,None,None,False,4,24485,Family,2022-01-01,9999-12-31,True,1
1877,PAX0001877,FF00001877,No Preference,Vegan,None,True,4,2712,Student,2022-01-01,2023-03-31,False,1
4877,PAX0001877,FF00001877,No Preference,Vegan,None,True,12,15745,Leisure,2023-04-01,9999-12-31,True,2
1878,PAX0001878,FF00001878,Aisle,Child,Wheelchair,False,0,17912,Senior,2022-01-01,9999-12-31,True,1
1879,PAX0001879,FF00001879,No Preference,Child,None,True,21,25481,Business Traveler,2022-01-01,9999-12-31,True,1
1880,PAX0001880,FF00001880,No Preference,None,Wheelchair,False,85,10141,Senior,2022-01-01,9999-12-31,True,1
1881,PAX0001881,FF00001881,Aisle,Vegetarian,Wheelchair,True,3,5221,Family,2022-01-01,9999-12-31,True,1
1882,PAX0001882,FF00001882,Aisle,Vegan,Wheelchair,False,2,10072,Business Traveler,2022-01-01,9999-12-31,True,1
1883,PAX0001883,FF00001883,Aisle,Vegetarian,None,True,18,70856,Business Traveler,2022-01-01,9999-12-31,True,1
1884,PAX0001884,FF00001884,No Preference,None,None,True,44,7930,Senior,2022-01-01,9999-12-31,True,1
1885,PAX0001885,FF00001885,No Preference,Standard,None,True,25,11936,Business Traveler,2022-01-01,9999-12-31,True,1
1886,PAX0001886,FF00001886,Aisle,Halal,None,True,1,61212,Business Traveler,2022-01-01,9999-12-31,True,1
1887,PAX0001887,FF00001887,No Preference,Vegetarian,None,True,12,5400,Leisure,2022-01-01,2023-03-31,False,1
4887,PAX0001887,FF00001887,No Preference,Vegetarian,None,True,27,14786,Family,2023-04-01,9999-12-31,True,2
1888,PAX0001888,FF00001888,Window,Halal,None,True,6,10159,Leisure,2022-01-01,9999-12-31,True,1
1889,PAX0001889,FF00001889,Aisle,None,None,False,16,18122,Family,2022-01-01,9999-12-31,True,1
1890,PAX0001890,FF00001890,Window,None,None,True,54,1689,Leisure,2022-01-01,9999-12-31,True,1
1891,PAX0001891,FF00001891,No Preference,Vegetarian,None,True,5,19727,Leisure,2022-01-01,9999-12-31,True,1
1892,PAX0001892,FF00001892,Aisle,Standard,None,False,8,11391,Business Traveler,2022-01-01,9999-12-31,True,1
1893,PAX0001893,FF00001893,Window,Halal,None,True,15,62322,Student,2022-01-01,9999-12-31,True,1
1894,PAX0001894,FF00001894,Window,Standard,Wheelchair,True,33,49057,Leisure,2022-01-01,9999-12-31,True,1
1895,PAX0001895,FF00001895,No Preference,Child,None,False,22,23991,Student,2022-01-01,9999-12-31,True,1
1896,PAX0001896,FF00001896,No Preference,Child,None,True,20,10850,Business Traveler,2022-01-01,9999-12-31,True,1
1897,PAX0001897,FF00001897,Window,Child,None,False,6,11433,Family,2022-01-01,9999-12-31,True,1
1898,PAX0001898,FF00001898,Aisle,Child,None,False,7,10088,Student,2022-01-01,9999-12-31,True,1
1899,PAX0001899,FF00001899,No Preference,Vegan,None,False,39,11255,Business Traveler,2022-01-01,9999-12-31,True,1
1900,PAX0001900,FF00001900,No Preference,Vegetarian,None,False,1,22448,Senior,2022-01-01,9999-12-31,True,1
1901,PAX0001901,FF00001901,Aisle,None,WCHR,True,0,3514,Senior,2022-01-01,9999-12-31,True,1
1902,PAX0001902,FF00001902,Window,Vegetarian,WCHC,False,2,18728,Leisure,2022-01-01,9999-12-31,True,1
1903,PAX0001903,FF00001903,Aisle,None,None,False,6,48236,Leisure,2022-01-01,9999-12-31,True,1
1904,PAX0001904,FF00001904,No Preference,Vegetarian,None,True,16,16670,Leisure,2022-01-01,9999-12-31,True,1
1905,PAX0001905,FF00001905,Window,None,None,True,4,11414,Business Traveler,2022-01-01,9999-12-31,True,1
1906,PAX0001906,FF00001906,Window,None,None,False,17,1604,Student,2022-01-01,9999-12-31,True,1
1907,PAX0001907,FF00001907,No Preference,Standard,None,False,0,47622,Student,2022-01-01,9999-12-31,True,1
1908,PAX0001908,FF00001908,No Preference,Halal,None,True,7,4208,Leisure,2022-01-01,9999-12-31,True,1
1909,PAX0001909,FF00001909,Aisle,Standard,None,False,3,80870,Senior,2022-01-01,9999-12-31,True,1
1910,PAX0001910,FF00001910,Window,Standard,None,False,23,37114,Business Traveler,2022-01-01,9999-12-31,True,1
1911,PAX0001911,FF00001911,Aisle,Standard,None,False,7,22039,Business Traveler,2022-01-01,9999-12-31,True,1
1912,PAX0001912,FF00001912,No Preference,Child,None,True,44,101239,Leisure,2022-01-01,9999-12-31,True,1
1913,PAX0001913,FF00001913,No Preference,Vegetarian,None,False,2,49996,Business Traveler,2022-01-01,9999-12-31,True,1
1914,PAX0001914,FF00001914,No Preference,Vegetarian,None,True,2,7206,Business Traveler,2022-01-01,2023-03-31,False,1
4914,PAX0001914,FF00001914,No Preference,Vegetarian,None,True,17,18486,Leisure,2023-04-01,9999-12-31,True,2
1915,PAX0001915,FF00001915,Aisle,Vegetarian,None,True,13,15575,Business Traveler,2022-01-01,9999-12-31,True,1
1916,PAX0001916,FF00001916,Aisle,Vegan,None,False,32,2796,Family,2022-01-01,9999-12-31,True,1
1917,PAX0001917,FF00001917,No Preference,Vegetarian,None,False,8,75222,Leisure,2022-01-01,9999-12-31,True,1
1918,PAX0001918,FF00001918,No Preference,Halal,None,True,28,5106,Family,2022-01-01,9999-12-31,True,1
1919,PAX0001919,FF00001919,No Preference,Standard,Wheelchair,True,5,28958,Student,2022-01-01,2023-03-31,False,1
4919,PAX0001919,FF00001919,No Preference,Standard,Wheelchair,True,19,33994,Leisure,2023-04-01,9999-12-31,True,2
1920,PAX0001920,FF00001920,No Preference,Vegetarian,None,True,2,103281,Student,2022-01-01,9999-12-31,True,1
1921,PAX0001921,FF00001921,Aisle,None,None,True,29,5479,Leisure,2022-01-01,9999-12-31,True,1
1922,PAX0001922,FF00001922,Window,None,None,False,1,2678,Family,2022-01-01,9999-12-31,True,1
1923,PAX0001923,FF00001923,Aisle,Halal,Wheelchair,True,28,6456,Student,2022-01-01,9999-12-31,True,1
